publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
Ohio Geographically Referenced Information Program,"[u'Boundaries', u'Administrative', u'ODOT', u'Transportation', u'County', u'Counties', u'Ohio']",http://ogrip-geohio.opendata.arcgis.com/datasets/7212b60cc5fc4949869995813628182c_12,ODOT County Boundaries,"The
county polygon file illustrates the boundaries of the county jurisdictions
within Ohio.??",2014-10-21T18:38:56.000Z,2014-10-31T20:38:45.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/7212b60cc5fc4949869995813628182c_12,http://geo.oit.ohio.gov/arcgis/rest/services/ODOT/ODOT_Features/FeatureServer/12,"-84.9185,38.3802,-80.48,41.9934"
Ohio Geographically Referenced Information Program,"[u'OHIO', u'OEMA', u'STATE HAZARD MITIGATION PLAN 2019', u'PROPERTIES']",http://ogrip-geohio.opendata.arcgis.com/datasets/e5b9e0902efe4406b375a1edb2be3030,STATE OWNED PROPERTIES 2018,"LISTING OF STATE OF OHIO PROPERTIES WITH LOCATIONS IF KNOWN AND REPLACEMENT COSTS, IF KNOWN.Data has been modified for purposes of mapping, to include geocoded/address matched and further checked against other sources.Gary PennThe list as of October 2017 is on our website:http://www.das.ohio.gov/Divisions/General-Services/Risk-Management/Statewide-Property-Insurance-Program?It is the excel file under the Documents section titled ?Property SOV.?Since coverage is not required in non-state buildings, our SOV will only included leased locations that the agencies requested be added to the insurance. DAS Office of Real Estate can probably give a full list of leased locations.The agencies are currently certifying their data for the July 1st renewal. They are supposed to have all of their changes made by April 6th. I can send you an update at that time, if that will help. You will notice that some locations have records for multiple agencies, since we are now required by our carrier to specify contents and equipment values for each entity within the state building. Those records will show a $0 value for the building except for the building owner. We also have added underground tanks and pipes when the agency requests coverage for them. If you want me to develop a report with only the data you require, please let me know.?Thanks,??Traci Brodie, ARM, AU, AINSRisk Manager, Underwriting  AnalyticsGeneral Services DivisionOffice of Risk Management614-466-6961traci.brodie@das.ohio.gov",2018-03-29T23:15:41.000Z,2018-04-04T15:23:18.953Z,http://ogrip-geohio.opendata.arcgis.com/datasets/e5b9e0902efe4406b375a1edb2be3030,https://www.arcgis.com/home/webmap/viewer.html?webmap=e5b9e0902efe4406b375a1edb2be3030,"-86.7679,38.668,-78.6545,42.1753"
Ohio Geographically Referenced Information Program,"[u'Stark County', u'Ohio', u'Survey', u'Section', u'Monument']",http://ogrip-geohio.opendata.arcgis.com/datasets/f5864432d3124f54876cff4009ffdcdd_1,Survey Section Corner Control Monument,"Section corner control monuments collected and observed by the Stark County Engineer's office. This data contains all section corner control monuments available in Stark County, OH.",2018-03-23T18:40:10.000Z,2018-03-23T19:44:56.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/f5864432d3124f54876cff4009ffdcdd_1,https://scgisa.starkcountyohio.gov/arcgis/rest/services/Engineer/SCSE_ControlPoints2014/MapServer/1,"-81.6513,40.629,-81.0818,40.9935"
Ohio Geographically Referenced Information Program,"[u'Ashtabula', u'Ohio', u'Centerlines', u'centerlines', u'Transportation', u'Trans']",http://ogrip-geohio.opendata.arcgis.com/datasets/0ede82e863a344eb8a2f6d36d64fe5ae_4,Ashtabula Centerlines LBRS,The State of Ohio Location Based Response System road centerlines depict center of pavement of public and private roads within participating Ohio Counties. Address Range data was developed from data collected by field observation of existing address locations at the time of collection.?View Full Metadata,2014-12-29T16:29:04.000Z,2014-12-29T16:29:46.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/0ede82e863a344eb8a2f6d36d64fe5ae_4,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Ashtabula_LBRS/FeatureServer/4,"-81.0479,41.463,-80.4673,41.9784"
Ohio Geographically Referenced Information Program,"[u'Butler', u'Ohio', u'Trans', u'Transportation', u'LBRS', u'Addresses']",http://ogrip-geohio.opendata.arcgis.com/datasets/5d63618f18564bfba8da3b328bc8a193_0,Butler Address Points LBRS,The State of Ohio Location Based Response System address points depict the access points to addressable structures along public and private roads within participating Ohio Counties. Address point data was developed from data collected by field observation of existing address locations at the time of collection.?View Full Metadata,2014-12-30T16:46:11.000Z,2014-12-30T16:46:44.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/5d63618f18564bfba8da3b328bc8a193_0,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Butler_LBRS/FeatureServer/0,"-84.828,39.2809,-84.3258,39.5923"
Ohio Geographically Referenced Information Program,"[u'FCPH', u'Rain Barrels']",http://ogrip-geohio.opendata.arcgis.com/datasets/da04e7cfaedd4d4ba2cc683ab59068b1,Rain Barrel Voucher Locations 2011 to 2017 For FCPH,"Locations of Rain Barrels acquired through FSWCD Backyards Programs from 2011 through 2017, excluding all City of Columbus locations.",2018-03-20T18:50:06.000Z,2018-03-21T19:09:37.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/da04e7cfaedd4d4ba2cc683ab59068b1,https://www.arcgis.com/home/webmap/viewer.html?webmap=da04e7cfaedd4d4ba2cc683ab59068b1,"-83.3393,39.7618,-82.6348,40.1881"
Ohio Geographically Referenced Information Program,"[u'Brown', u'Centerlines', u'Ohio', u'LBRS', u'Trans', u'Transportation']",http://ogrip-geohio.opendata.arcgis.com/datasets/3c9505809ab84b729014428ee78bd7e2_4,Brown Centerlines LBRS,The State of Ohio Location Based Response System road centerlines depict center of pavement of public and private roads within participating Ohio Counties. Address Range data was developed from data collected by field observation of existing address locations at the time of collection. ?View Full Metadata,2014-12-30T15:46:33.000Z,2014-12-30T15:47:12.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/3c9505809ab84b729014428ee78bd7e2_4,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Brown_LBRS/FeatureServer/4,"-84.0667,38.6373,-83.6481,39.2655"
Ohio Geographically Referenced Information Program,"[u'Stark County', u'Ohio', u'Sewer', u'Gravity Main']",http://ogrip-geohio.opendata.arcgis.com/datasets/7386f71c17834819bbaccdb50ded24b7_14,Sewer - Gravity Mains,"This dataset represents the gravity main sewer lines in the County's sewer system. Explicit elevation coordinate included with horizontal coordinates. Operational status -- active, abandoned, proposed. These lines are for REFERENCE ONLY and represent a close approximation to the actual location. Digital data can be made available as an ESRI geodatabase or shapefile. Users must have ArcGIS software to view data.",2018-03-26T15:33:15.000Z,2018-03-26T15:38:28.791Z,http://ogrip-geohio.opendata.arcgis.com/datasets/7386f71c17834819bbaccdb50ded24b7_14,https://scgisa.starkcountyohio.gov/arcgis/rest/services/SanitaryEngineer/SewerNetwork/MapServer/14,"-81.6198,40.6475,-81.1253,40.9905"
Ohio Geographically Referenced Information Program,"[u'Champaign', u'LBRS', u'Centerlines', u'Ohio', u'Trans', u'Transportation']",http://ogrip-geohio.opendata.arcgis.com/datasets/10de6cc0ae8e495bbc95e50be74f9ec2_4,Champaign Centerlines LBRS,The State of Ohio Location Based Response System road centerlines depict center of pavement of public and private roads within participating Ohio Counties. Address Range data was developed from data collected by field observation of existing address locations at the time of collection.?View Full Metadata,2014-12-31T15:46:20.000Z,2014-12-31T15:47:03.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/10de6cc0ae8e495bbc95e50be74f9ec2_4,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Champaign_LBRS/FeatureServer/4,"-84.0602,39.9872,-83.4673,40.2831"
Ohio Geographically Referenced Information Program,"[u'Ohio', u'Transportation', u'LBRS', u'Ashtabula', u'Addresses']",http://ogrip-geohio.opendata.arcgis.com/datasets/9a3a106fee05467e84f9728e85386d1f_0,Ashtabula Address Points LBRS,The State of Ohio Location Based Response System address points depict the access points to addressable structures along public and private roads within participating Ohio Counties. Address point data was developed from data collected by field observation of existing address locations at the time of collection.?View Full Metadata,2014-12-29T16:16:05.000Z,2014-12-29T16:18:45.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/9a3a106fee05467e84f9728e85386d1f_0,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Ashtabula_LBRS/FeatureServer/0,"-81.0102,41.4947,-80.5066,41.9759"
