publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
"City of Washington, DC","[u'2016', u'arrests', u'crime', u'criminal', u'DC', u'District of Columbia', u'dmpsj', u'felony', u'justice', u'may2018', u'mpd', u'police', u'policing', u'Washington DC']",http://opendata.dc.gov/datasets/c4164c33ab54463ab2f3585c6e9fbaf8_32,Felony Crime Incidents in 2016,The dataset contains records of felony crime incidents recorded by the District of Columbia Metropolitan Police Department in 2016.,2018-05-21T15:06:48.000Z,2018-05-21T18:16:01.635Z,http://opendata.dc.gov/datasets/c4164c33ab54463ab2f3585c6e9fbaf8_32,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Safety_WebMercator/MapServer/32,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'dc', u'district of columbia', u'juvenile arrest', u'juvenile arrests', u'may2018', u'mpd', u'public safety', u'safety', u'washington dc']",http://opendata.dc.gov/datasets/3154cd935c704e079ba56749b529a352_30,Juvenile Arrests,The data represents bi-annual reports on Juvenile Arrests in the District of Columbia from 2011 to 2017.,2018-05-21T14:35:30.000Z,2018-05-21T18:20:07.473Z,http://opendata.dc.gov/datasets/3154cd935c704e079ba56749b529a352_30,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Safety_WebMercator/MapServer/30,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'Open Data', u'Washington DC', u'Feeds', u'Building Permits', u'DC GIS', u'District of Columbia', u'cdw', u'dcra']",http://opendata.dc.gov/datasets/ffd15e5b0d4046c4b904b11360fe66bc_11,Building Permits in 2010,"The dataset is continuously updated and contains locations and attributes of building construction and alteration permits applied for and approved by the District of Columbia Department of Consumer and Regulatory Affairs. The building permit process is described on the DCRA website https://dcra.dc.gov/These data are shared via an automated process where addresses are batch matched (geocoded) to the District's Master Address Repository. Users may find that some data points will contain 0,0 for X,Y coordinates resulting in inconsistent spatial locations. Addresses for these data points could not be automatically geocoded and will need to be manually geocoded to 'best fit' locations in DC. Use the MAR Geocoder to help complete this.",2018-05-07T16:37:37.000Z,2018-05-08T16:21:55.000Z,http://opendata.dc.gov/datasets/ffd15e5b0d4046c4b904b11360fe66bc_11,https://maps2.dcgis.dc.gov/dcgis/rest/services/FEEDS/DCRA/MapServer/11,"-77.1178,38.8135,-76.771,41.2488"
"City of Washington, DC","[u'DC', u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc', u'june2018']",http://opendata.dc.gov/datasets/e70527c48ac04bf8839fec666b328b24_3,Moving Violations Issued in April 2018,"Moving citation locations in the District of Columbia. The Vision Zerodata contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-06-25T14:44:16.000Z,2018-06-25T15:44:29.240Z,http://opendata.dc.gov/datasets/e70527c48ac04bf8839fec666b328b24_3,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2018/MapServer/3,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'Clinic', u'DC', u'DC', u'DC GIS', u'DCGIS', u'District of Columbia', u'doh', u'Health', u'june2018', u'Open Data', u'opioid', u'Washington', u'Washington DC']",http://opendata.dc.gov/datasets/9e32b6bea7af491cb65796144e061d51_10,Opioid Dependence Treatment Facilities,The dataset contains locations and attributes of Opioid Dependency Treatment Centers and Needle Exchange Programs in the District of Columbia.,2018-06-01T14:40:59.000Z,2018-06-01T18:35:44.020Z,http://opendata.dc.gov/datasets/9e32b6bea7af491cb65796144e061d51_10,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Health_WebMercator/MapServer/10,"-77.0405,38.8291,-76.926,38.944"
"City of Washington, DC","[u'DC', u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc', u'june2018']",http://opendata.dc.gov/datasets/3d56bc3d7d8046c081159e57ed338f29_2,Moving Violations Issued in March 2018,"Moving citation locations in the District of Columbia. The Vision Zerodata contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-06-25T14:41:59.000Z,2018-06-25T15:43:57.741Z,http://opendata.dc.gov/datasets/3d56bc3d7d8046c081159e57ed338f29_2,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2018/MapServer/2,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'transportation', u'DDOT', u'violations', u'Vision Zero', u'VZ', u'DPW', u'DMV', u'dc', u'washington dc', u'MPD', u'police', u'enforcement', u'parking', u'parking violation', u'Parking Enforcement', u'Washington', u'District of Columbia', u'DC', u'District', u'june2018']",http://opendata.dc.gov/datasets/cc758488ebf94791a31bd8ec828ed109_2,Parking Violations Issued in March 2018,"Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, the District Department of Transportation's (DDOT)traffic control officers write parking violations to prevent congestion through enforcement and control at intersections.Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-06-25T14:01:42.000Z,2018-06-25T15:43:36.989Z,http://opendata.dc.gov/datasets/cc758488ebf94791a31bd8ec828ed109_2,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Parking_2018/MapServer/2,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'june2018', u'MPD', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'transportation', u'violations', u'Vision Zero', u'VZ', u'Washington', u'washington dc']",http://opendata.dc.gov/datasets/275b1ee8dc9a42a8a8f649572f1102cf_9,Parking Violations Issued in October 2017,"Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, the District Department of Transportation's (DDOT)traffic control officers write parking violations to prevent congestion through enforcement and control at intersections.Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-06-04T17:07:58.000Z,2018-06-18T15:51:26.197Z,http://opendata.dc.gov/datasets/275b1ee8dc9a42a8a8f649572f1102cf_9,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Parking_2017/MapServer/9,"-77.0436,38.9248,-77.0394,38.9262"
"City of Washington, DC","[u'DC', u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc', u'june2018']",http://opendata.dc.gov/datasets/87a2d2f6a8124b1e9d7406185d8fec80_4,Moving Violations Issued in May 2018,"Moving citation locations in the District of Columbia. The Vision Zerodata contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-06-25T14:46:07.000Z,2018-06-25T15:43:53.022Z,http://opendata.dc.gov/datasets/87a2d2f6a8124b1e9d7406185d8fec80_4,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2018/MapServer/4,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'june2018', u'MPD', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'transportation', u'violations', u'Vision Zero', u'VZ', u'Washington', u'washington dc']",http://opendata.dc.gov/datasets/34fed543751c4243b0c87681ec23040b_1,Parking Violations Issued in February 2018,"Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, the District Department of Transportation's (DDOT)traffic control officers write parking violations to prevent congestion through enforcement and control at intersections.Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-06-04T17:24:09.000Z,2018-06-18T15:54:57.000Z,http://opendata.dc.gov/datasets/34fed543751c4243b0c87681ec23040b_1,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Parking_2018/MapServer/1,"-77.136,38.786,-76.928,38.994"
