publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
State of Michigan,"[u'dnr', u'forest planning', u'Forestry']",http://gis-michigan.opendata.arcgis.com/datasets/0ff1565ef9c84f1aa2d18b40eb45b7b0_15,Ash Host Species 2010,Ash Host Species 2010 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:20:17.000Z,2018-05-16T14:13:39.000Z,http://gis-michigan.opendata.arcgis.com/datasets/0ff1565ef9c84f1aa2d18b40eb45b7b0_15,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/15,"-90.1146,42.3674,-82.7058,47.3987"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/00b84d92d52940a39b3dfe48fc48c530_24,Spruce Budworm 2003,Spruce Budworm 2003 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:28:50.000Z,2018-05-16T13:52:24.000Z,http://gis-michigan.opendata.arcgis.com/datasets/00b84d92d52940a39b3dfe48fc48c530_24,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/24,"-88.7774,41.7181,-82.2623,46.7765"
State of Michigan,"[u'Roads', u'  DNR', u'  NLP', u'  PA288']",http://gis-michigan.opendata.arcgis.com/datasets/7291b3541b244d329762e15f798f4d45_0,DNR ROADS NLP,DNR Road and ORV Status,2018-06-12T16:32:34.000Z,2018-06-14T11:29:24.180Z,http://gis-michigan.opendata.arcgis.com/datasets/7291b3541b244d329762e15f798f4d45_0,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/DNR_ROADS_NLP/FeatureServer/0,"-89.97969962161392,41.66808376639093,-82.20040397977928,47.42374718628782"
State of Michigan,"[u'dnr', u'forest planning', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/2e302d58277b493596b2a482579e3dfd_11,Hemlock Host Species 2014,Hemlock Host Species 2014 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:18:44.000Z,2018-05-16T13:54:03.000Z,http://gis-michigan.opendata.arcgis.com/datasets/2e302d58277b493596b2a482579e3dfd_11,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/11,"-90.258,43.477,-83.2547,48.1501"
State of Michigan,"[u'dnr', u'forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/baa14b73ba2f4d39b575713db8b42bb9_7,Forest Health Points,Point data derived from the coordinates or section centroid entered into the Forest Health Citrix App.,2015-10-29T16:26:14.000Z,2018-05-16T13:42:50.000Z,http://gis-michigan.opendata.arcgis.com/datasets/baa14b73ba2f4d39b575713db8b42bb9_7,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/7,"-90.2912,41.6947,-82.2932,46.9972"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/734325ff233845e68640af521f38bfa0_25,Spruce Budworm 2004,Spruce Budworm 2004 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:29:16.000Z,2018-05-16T13:51:57.000Z,http://gis-michigan.opendata.arcgis.com/datasets/734325ff233845e68640af521f38bfa0_25,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/25,"-88.662,44.042,-83.2305,46.7767"
State of Michigan,"[u'dnr', u'forest planning']",http://gis-michigan.opendata.arcgis.com/datasets/faadaddab44447f4b3d1df9c17c0611c_17,Ash Host Species 2012,Ash Host Species 2012 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:20:59.000Z,2018-05-16T13:58:16.000Z,http://gis-michigan.opendata.arcgis.com/datasets/faadaddab44447f4b3d1df9c17c0611c_17,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/17,"-89.1524,42.3454,-83.124,48.1604"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/c2cc749ef68343baacf7476a897a1232_35,Spruce Budworm 2014,Spruce Budworm 2014 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:34:01.000Z,2018-05-16T13:46:47.000Z,http://gis-michigan.opendata.arcgis.com/datasets/c2cc749ef68343baacf7476a897a1232_35,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/35,"-90.258,43.477,-83.2547,48.1501"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/c84dc34e49e94c2d942223bfa87268c7_22,Spruce Budworm 2001,Spruce Budworm 2001 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:27:58.000Z,2018-05-16T13:53:22.000Z,http://gis-michigan.opendata.arcgis.com/datasets/c84dc34e49e94c2d942223bfa87268c7_22,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/22,"-90.5379,42.2861,-83.1516,48.1735"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/4ddd5955087e477588c64b2c78779b3c_34,Spruce Budworm 2013,Spruce Budworm 2013 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:33:31.000Z,2018-05-16T13:47:15.000Z,http://gis-michigan.opendata.arcgis.com/datasets/4ddd5955087e477588c64b2c78779b3c_34,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/34,"-90.259,41.8739,-82.9865,48.1649"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/80e88bdd52d848108a1e68a774c91759_27,Spruce Budworm 2006,Spruce Budworm 2006 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:30:27.000Z,2018-05-16T13:50:51.000Z,http://gis-michigan.opendata.arcgis.com/datasets/80e88bdd52d848108a1e68a774c91759_27,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/27,"-90.335,43.6322,-83.1581,48.1456"
State of Michigan,"[u'dnr', u'forest planning', u'forestry']",http://gis-michigan.opendata.arcgis.com/datasets/1bd60670b4ca40158842f7cbed98a593_13,Ash Host Species 2007,Ash Host Species 2007 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:19:22.000Z,2018-05-16T14:14:55.000Z,http://gis-michigan.opendata.arcgis.com/datasets/1bd60670b4ca40158842f7cbed98a593_13,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/13,"-90.1571,42.3503,-83.2295,48.1063"
State of Michigan,"[u'dnr', u'forest planning', u'Forestry']",http://gis-michigan.opendata.arcgis.com/datasets/0a8afb65c5504224bee0bc2abac6090e_16,Ash Host Species 2011,Ash Host Species 2011 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:20:39.000Z,2018-05-16T14:13:09.000Z,http://gis-michigan.opendata.arcgis.com/datasets/0a8afb65c5504224bee0bc2abac6090e_16,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/16,"-90.0717,43.4747,-83.3599,46.9006"
State of Michigan,"[u'dnr', u'open data', u'Trails', u'Trail']",http://gis-michigan.opendata.arcgis.com/datasets/5373c26cc353475fa64bd8094af763c7_23,Non Motorized Trails,Non Motorized Trails,2018-06-08T19:13:17.000Z,2018-06-14T11:28:42.897Z,http://gis-michigan.opendata.arcgis.com/datasets/5373c26cc353475fa64bd8094af763c7_23,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_Trails/FeatureServer/23,"-90.8734,41.2904,-81.1089,48.4092"
State of Michigan,"[u'dnr', u'forest planning', u'Forestry']",http://gis-michigan.opendata.arcgis.com/datasets/5bb619704a384e44907284e9ed540114_18,Ash Host Species 2013,Ash Host Species 2013 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:21:19.000Z,2018-05-16T13:57:31.000Z,http://gis-michigan.opendata.arcgis.com/datasets/5bb619704a384e44907284e9ed540114_18,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/18,"-90.259,41.8739,-82.9865,48.1649"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/99dfcdf0b8e9456bb2e8fd08bff6218e_32,Spruce Budworm 2011,Spruce Budworm 2011 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:32:37.000Z,2018-05-16T13:55:54.000Z,http://gis-michigan.opendata.arcgis.com/datasets/99dfcdf0b8e9456bb2e8fd08bff6218e_32,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/32,"-90.0717,43.4747,-83.3599,46.9006"
State of Michigan,"[u'dnr', u'Forestry', u'Forest Health']",http://gis-michigan.opendata.arcgis.com/datasets/08c70007e32a40cca80c5c559bacbbcf_20,Ash Host Species 2015,Ash Host Species 2015 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2016-01-22T17:40:44.000Z,2018-05-16T13:56:28.000Z,http://gis-michigan.opendata.arcgis.com/datasets/08c70007e32a40cca80c5c559bacbbcf_20,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/20,"-90.2176,42.4499,-83.1354,48.0913"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/d4ed229624bd4f24896433a6994eb7b6_36,Spruce Budworm 2015,Spruce Budworm 2015 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2016-01-22T17:45:03.000Z,2018-05-16T13:46:19.000Z,http://gis-michigan.opendata.arcgis.com/datasets/d4ed229624bd4f24896433a6994eb7b6_36,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/36,"-90.2176,42.4499,-83.1354,48.0913"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/03eb45ec40e5417d963703f840ed7d44_31,Spruce Budworm 2010,Spruce Budworm 2010 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:32:13.000Z,2018-05-16T13:48:33.000Z,http://gis-michigan.opendata.arcgis.com/datasets/03eb45ec40e5417d963703f840ed7d44_31,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/31,"-90.1146,42.3674,-82.7058,47.3987"
State of Michigan,"[u'dnr', u'Forestry', u'Forest', u'Health']",http://gis-michigan.opendata.arcgis.com/datasets/36d7575d00724fe1b4dfde60222a814d_26,Spruce Budworm 2005,Spruce Budworm 2005 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:30:01.000Z,2018-05-16T13:51:25.000Z,http://gis-michigan.opendata.arcgis.com/datasets/36d7575d00724fe1b4dfde60222a814d_26,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/26,"-89.8694,42.4898,-83.2148,48.0902"
State of Michigan,"[u'dnr', u'forest planning', u'Forestry']",http://gis-michigan.opendata.arcgis.com/datasets/3bf8994feaba4da8ad3c0f18bda45bda_14,Ash Host Species 2009,Ash Host Species 2009 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,2015-12-10T16:19:47.000Z,2018-05-16T14:14:21.000Z,http://gis-michigan.opendata.arcgis.com/datasets/3bf8994feaba4da8ad3c0f18bda45bda_14,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/14,"-90.1635,41.679,-83.3611,48.1596"
