identifier,title,description,issued,modified,landingPage,webService,spatial
http://data-southbend.opendata.arcgis.com/datasets/a76ea36132d743ba961c8d01520341e4_0,Line Item Budget Estimate,There is no description available.,2016-05-27T00:34:06.000Z,2017-07-28T17:16:32.000Z,http://data-southbend.opendata.arcgis.com/datasets/a76ea36132d743ba961c8d01520341e4_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Line_Item_Budget_Estimate/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/a76ea36132d743ba961c8d01520341e4_0
http://data-southbend.opendata.arcgis.com/datasets/a8d3896adec0482bb305e2fff3ec8598_2,City Council Districts,The geographic boundaries of the Common Council's represented districts.?,2016-06-17T21:42:39.000Z,2017-06-08T18:59:21.214Z,http://data-southbend.opendata.arcgis.com/datasets/a8d3896adec0482bb305e2fff3ec8598_2,https://gis.southbendin.gov/arcgis/rest/services/LandRecords/PublicEssentials/MapServer/2,"-86.3612,41.5969,-86.1911,41.7609",http://data-southbend.opendata.arcgis.com/datasets/a8d3896adec0482bb305e2fff3ec8598_2
http://data-southbend.opendata.arcgis.com/datasets/608e7656582241b8b5ec4af244a4d205_0,South Bend Certified Realtors,"Through the South Bend Certified Realtors Program, the City offers a successful program aimed at helping real-estate agents provide more in-depth information to potential buyers. The South Bend Certified Realtors Program serves to educate Realtors about South Bend's neighborhoods, economy, schools, culture and history. This up-to-date information allows them to do a better job of selling homes in our neighborhoods and assisting their buyers in making better decisions when purchasing their new homes.South Bend Certified Realtors Program is an initiative of the City made up of a committee which includes local Realtors, representatives from the colleges and universities, Indiana Landmarks, Center for History, the media and the City.This initiative promotes the neighborhoods of South Bend to residents, newcomers, the business community, universities, Realtors and builders as it:1. ?Better informs these and other groups about the South Bend's assets.2. Provides these groups with information about housing options in South Bend's lovely neighborhoods.3. Offers a list of South Bend Certified Realtors to assist new and existing employees with their housing needs.4. Presents a series of classes to various groups and the general public to educate and inform them about the City's neighborhoods.5. Sponsors events and works in collaboration with other organizations to promote housing within certain target areas of the City.For more information about the South Bend Certified Realtors Program, to find a South Bend-certified Realtor, or to become certified, contact Sue Solmos, Residential Marketing Specialist in the Department of Neighborhood  Community Engagement, 574.235.5879, or ssolmos@southbendin.gov",2016-05-27T23:49:40.000Z,2017-07-28T16:37:01.000Z,http://data-southbend.opendata.arcgis.com/datasets/608e7656582241b8b5ec4af244a4d205_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/South_Bend_Certified_Realtors/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/608e7656582241b8b5ec4af244a4d205_0
http://data-southbend.opendata.arcgis.com/datasets/83b57ba14fc84f08aea0a540f07c6593_0,Fiscal Dashboard Debt As Of Net Assessed Value NAV,There is no description available.,2017-09-06T04:11:41.000Z,2017-09-06T04:11:56.000Z,http://data-southbend.opendata.arcgis.com/datasets/83b57ba14fc84f08aea0a540f07c6593_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_Debt_As_Of_Net_Assessed_Value_NAV/FeatureServer/0,"-180.0,-90.0,180.0,90.0",http://data-southbend.opendata.arcgis.com/datasets/83b57ba14fc84f08aea0a540f07c6593_0
http://data-southbend.opendata.arcgis.com/datasets/32f052c1d522452f8b66e17205185d7f_0,Detailed Disbursements For Funds With Departments,There is no description available.,2016-05-27T00:07:24.000Z,2017-07-28T17:13:17.000Z,http://data-southbend.opendata.arcgis.com/datasets/32f052c1d522452f8b66e17205185d7f_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Detailed_Disbursements_For_Funds_With_Departments/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/32f052c1d522452f8b66e17205185d7f_0
http://data-southbend.opendata.arcgis.com/datasets/195051eab7ed43eeb7d85645d3e69cd0,Employee Compensation (2012 - Current),"Report of public employment and compensation for years 2012 onward. For South Bend salary and compensation data, first choose?the year, then?choose St. Joseph for County, and South Bend Civil City for Reporting Unit.",2017-03-20T17:31:24.000Z,2017-07-28T17:17:19.000Z,http://data-southbend.opendata.arcgis.com/datasets/195051eab7ed43eeb7d85645d3e69cd0,https://gateway.ifionline.org/report_builder/Default3a.aspx?rptType=employComp=EmployComp=Employee%20Compensation,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/195051eab7ed43eeb7d85645d3e69cd0
http://data-southbend.opendata.arcgis.com/datasets/7176100434074f48adf40747b6bc1e70_0,Animal Care and Control Monthly Statistics,"Statistics reported by South Bend Animal Care and Control including pet adoptions, pets returned home, rescue/rehab, and bite cases",2016-05-26T23:50:59.000Z,2017-07-28T17:18:01.000Z,http://data-southbend.opendata.arcgis.com/datasets/7176100434074f48adf40747b6bc1e70_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Animal_Care_and_Control_Monthly_Statistics/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/7176100434074f48adf40747b6bc1e70_0
http://data-southbend.opendata.arcgis.com/datasets/0db4e6512c6f49f2a83d6512c00c25a6_0,311 Phone Call Log,This temporarily static table displays all call data from 311 from 9/29/16 through 4/14//2017.,2017-02-27T22:30:49.000Z,2017-07-28T17:19:42.703Z,http://data-southbend.opendata.arcgis.com/datasets/0db4e6512c6f49f2a83d6512c00c25a6_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/311_CRM_Phone_Calls/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/0db4e6512c6f49f2a83d6512c00c25a6_0
http://data-southbend.opendata.arcgis.com/datasets/c1e3085539504c0aac54a05813372416_0,Fiscal Dashboard City Real Personal Property Values,There is no description available.,2017-09-06T03:40:42.000Z,2017-09-07T15:19:13.010Z,http://data-southbend.opendata.arcgis.com/datasets/c1e3085539504c0aac54a05813372416_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_City_Real_Personal_Property_Values/FeatureServer/0,"-180.0,-90.0,180.0,90.0",http://data-southbend.opendata.arcgis.com/datasets/c1e3085539504c0aac54a05813372416_0
http://data-southbend.opendata.arcgis.com/datasets/a4097198825e493a839ff83e8cbd56c3_1,Community Complaints Reported to SBPD,"This dataset provides information about complaints filed by members of the public against South Bend Police Department. It includes the month and year of the complaint, the type, and the disposition or outcome. The dataset is for the full year of 2016.?",2016-12-16T18:28:03.000Z,2017-07-28T17:20:43.000Z,http://data-southbend.opendata.arcgis.com/datasets/a4097198825e493a839ff83e8cbd56c3_1,https://gis.southbendin.gov/arcgis/rest/services/OpenData/Police_Community_Complaints/MapServer/1,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/a4097198825e493a839ff83e8cbd56c3_1
http://data-southbend.opendata.arcgis.com/datasets/d3a08bd9b71e49bf81cb10e0914a3066_0,Fiscal Dashboard Debt Per Capita,There is no description available.,2017-09-06T03:48:01.000Z,2017-09-07T15:21:40.000Z,http://data-southbend.opendata.arcgis.com/datasets/d3a08bd9b71e49bf81cb10e0914a3066_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_Debt_Per_Capita/FeatureServer/0,"-180.0,-90.0,180.0,90.0",http://data-southbend.opendata.arcgis.com/datasets/d3a08bd9b71e49bf81cb10e0914a3066_0
http://data-southbend.opendata.arcgis.com/datasets/f5be6e01cdac4400a1b4ade4d14e0b03_0,Fiscal Dashboard Bond Rating,There is no description available.,2016-05-27T00:18:25.000Z,2017-09-07T15:19:13.090Z,http://data-southbend.opendata.arcgis.com/datasets/f5be6e01cdac4400a1b4ade4d14e0b03_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_Bond_Rating/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/f5be6e01cdac4400a1b4ade4d14e0b03_0
http://data-southbend.opendata.arcgis.com/datasets/bf58fdb20d4441ea97e4f051e88116d6_0,Code Enforcement Cases,There is no description available.,2016-05-27T00:05:00.000Z,2017-07-28T17:18:51.000Z,http://data-southbend.opendata.arcgis.com/datasets/bf58fdb20d4441ea97e4f051e88116d6_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Code_Enforcement_Cases/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/bf58fdb20d4441ea97e4f051e88116d6_0
http://data-southbend.opendata.arcgis.com/datasets/a25834e95fcd48e2a1ede162345ee506_1,Police Training,This dataset shows training completed by members of the South Bend Police Department. It starts in July 2016 and will be updated after the end of each quarter. It includes both on-site and off-site trainings.,2017-04-22T16:35:36.000Z,2017-07-28T17:20:58.000Z,http://data-southbend.opendata.arcgis.com/datasets/a25834e95fcd48e2a1ede162345ee506_1,https://gis.southbendin.gov/arcgis/rest/services/OpenData/Police_Training/MapServer/1,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/a25834e95fcd48e2a1ede162345ee506_1
http://data-southbend.opendata.arcgis.com/datasets/ea10cbcfa82f4735bdc151c217d70b9c,Code Enforcement Case Map,There is no description available.,2016-07-22T21:28:17.000Z,2016-08-30T14:25:49.000Z,http://data-southbend.opendata.arcgis.com/datasets/ea10cbcfa82f4735bdc151c217d70b9c,https://www.arcgis.com/home/webmap/viewer.html?webmap=ea10cbcfa82f4735bdc151c217d70b9c,"-86.2966,41.6443,-86.1699,41.701",http://data-southbend.opendata.arcgis.com/datasets/ea10cbcfa82f4735bdc151c217d70b9c
http://data-southbend.opendata.arcgis.com/datasets/7a50910bc067491b80c0b3d92a9a5598_0,Parks Locations and Features,"Parks managed by the City of South Bend Parks  Recreation Department, and features available at each location.",2016-05-27T00:35:14.000Z,2017-07-28T17:21:28.000Z,http://data-southbend.opendata.arcgis.com/datasets/7a50910bc067491b80c0b3d92a9a5598_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Parks_Locations_and_Features/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/7a50910bc067491b80c0b3d92a9a5598_0
http://data-southbend.opendata.arcgis.com/datasets/eefd640c11e04462b4192c33e16c7cb8_0,Estimate Of Miscellaneous Revenue,There is no description available.,2016-05-27T00:13:44.000Z,2017-07-28T17:13:42.000Z,http://data-southbend.opendata.arcgis.com/datasets/eefd640c11e04462b4192c33e16c7cb8_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Estimate_Of_Miscellaneous_Revenue/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/eefd640c11e04462b4192c33e16c7cb8_0
http://data-southbend.opendata.arcgis.com/datasets/28876423d5fd4a4b88fcdfd855ef4fc8_0,City of South Bend Electricity Usage,A list of electricity usage by department per month from 2012 - present.,2016-05-26T23:59:23.000Z,2017-07-28T16:39:11.000Z,http://data-southbend.opendata.arcgis.com/datasets/28876423d5fd4a4b88fcdfd855ef4fc8_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/City_of_South_Bend_Electricity_Usage/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/28876423d5fd4a4b88fcdfd855ef4fc8_0
http://data-southbend.opendata.arcgis.com/datasets/bb5aafb7e39445e6b9a8088b6717b5d4_2,Awarded Bids,A link to a color-descriptive version of this data can be found at?http://southbend.maps.arcgis.com/home/webmap/viewer.html?webmap=c37fbb8adc0e4f689c21fc9211c75c1e,2017-01-05T18:24:12.000Z,2017-09-05T21:15:29.978Z,http://data-southbend.opendata.arcgis.com/datasets/bb5aafb7e39445e6b9a8088b6717b5d4_2,https://gis.southbendin.gov/arcgis/rest/services/OpenData/VacantAbandoned/MapServer/2,"-86.3612,41.5969,-86.1912,41.7609",http://data-southbend.opendata.arcgis.com/datasets/bb5aafb7e39445e6b9a8088b6717b5d4_2
http://data-southbend.opendata.arcgis.com/datasets/f9aba33d28c6403796fa91e0d08ed666_0,Diversity Utilization Board Directory,Board Members and Liaisons that make up the Diversity Utilization Board.,2016-05-27T00:10:18.000Z,2017-07-28T16:37:37.000Z,http://data-southbend.opendata.arcgis.com/datasets/f9aba33d28c6403796fa91e0d08ed666_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Diversity_Utilization_Board_Directory/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/f9aba33d28c6403796fa91e0d08ed666_0
http://data-southbend.opendata.arcgis.com/datasets/8c145e5ee9104cf6abc1418655b6c5e8_0,Fiscal Dashboard Number Of Full Time Employees,There is no description available.,2017-09-06T03:14:22.000Z,2017-09-07T15:19:12.954Z,http://data-southbend.opendata.arcgis.com/datasets/8c145e5ee9104cf6abc1418655b6c5e8_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_Number_Of_Full_Time_Employees/FeatureServer/0,"-180.0,-90.0,180.0,90.0",http://data-southbend.opendata.arcgis.com/datasets/8c145e5ee9104cf6abc1418655b6c5e8_0
http://data-southbend.opendata.arcgis.com/datasets/b943dc9a3bb34808a0b8f99f62bb5306_0,General Ledger,There is no description available.,2016-08-29T20:18:50.000Z,2017-07-28T17:16:07.000Z,http://data-southbend.opendata.arcgis.com/datasets/b943dc9a3bb34808a0b8f99f62bb5306_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Budget/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/b943dc9a3bb34808a0b8f99f62bb5306_0
http://data-southbend.opendata.arcgis.com/datasets/588d7f8339d5448baf5ebfea5c300c15_0,Fiscal Dashboard Annual General Fund Expenditures Per Capita,There is no description available.,2017-09-06T03:57:20.000Z,2017-09-06T03:57:33.000Z,http://data-southbend.opendata.arcgis.com/datasets/588d7f8339d5448baf5ebfea5c300c15_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_Annual_General_Fund_Expenditures_Per_Capita/FeatureServer/0,"-180.0,-90.0,180.0,90.0",http://data-southbend.opendata.arcgis.com/datasets/588d7f8339d5448baf5ebfea5c300c15_0
http://data-southbend.opendata.arcgis.com/datasets/12725ccd9af940de8a13f1879720ca1e_0,Public Facilities,"Shows locations of public facilities including: fire stations, libraries, and police stations in St. Joseph County.",2016-05-27T00:36:37.000Z,2017-07-28T16:39:59.000Z,http://data-southbend.opendata.arcgis.com/datasets/12725ccd9af940de8a13f1879720ca1e_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Public_Facilities/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/12725ccd9af940de8a13f1879720ca1e_0
http://data-southbend.opendata.arcgis.com/datasets/786ddb32b2c147c89cd24858ccf738d4_0,City of South Bend Natural Gas Usage,Natural gas usage by department per month from 2012 - present.,2016-05-27T00:02:59.000Z,2017-07-28T16:38:29.000Z,http://data-southbend.opendata.arcgis.com/datasets/786ddb32b2c147c89cd24858ccf738d4_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/City_of_South_Bend_Natural_Gas_Usage/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/786ddb32b2c147c89cd24858ccf738d4_0
http://data-southbend.opendata.arcgis.com/datasets/32aa9bed5ea34cd4bfd7611eff2ce037_0,Fund Cash Balances Monthly,There is no description available.,2016-05-27T00:31:20.000Z,2017-07-28T17:15:54.000Z,http://data-southbend.opendata.arcgis.com/datasets/32aa9bed5ea34cd4bfd7611eff2ce037_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fund_Cash_Balances_Monthly/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/32aa9bed5ea34cd4bfd7611eff2ce037_0
http://data-southbend.opendata.arcgis.com/datasets/26021bbc3c0541e09cb9c449fc7041f3_0,Traffic Restrictions,Traffic restrictions in the City of South Bend. This data may not include all road restrictions. Locations and dates are subject to change.,2016-05-27T00:44:01.000Z,2017-08-22T16:34:39.539Z,http://data-southbend.opendata.arcgis.com/datasets/26021bbc3c0541e09cb9c449fc7041f3_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Traffic_Restrictions/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/26021bbc3c0541e09cb9c449fc7041f3_0
http://data-southbend.opendata.arcgis.com/datasets/3b9f35e775044203b89189b5352c0878_0,Summary Cash Investments Combined Statement,There is no description available.,2016-05-27T00:43:00.000Z,2017-07-28T17:16:40.000Z,http://data-southbend.opendata.arcgis.com/datasets/3b9f35e775044203b89189b5352c0878_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Summary_Cash_Investments_Combined_Statement/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/3b9f35e775044203b89189b5352c0878_0
http://data-southbend.opendata.arcgis.com/datasets/db81d24cee6a4612aea9cb044df33046_0,Budget Summary Report,There is no description available.,2016-05-27T01:04:33.000Z,2017-07-28T17:12:54.000Z,http://data-southbend.opendata.arcgis.com/datasets/db81d24cee6a4612aea9cb044df33046_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Budget_Summary_Report/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/db81d24cee6a4612aea9cb044df33046_0
http://data-southbend.opendata.arcgis.com/datasets/8b6aa5948d614272b9673ba34287f207_0,Business Licenses,"A list of all licensed businesses issued in South Bend with the current status of their license, the business type, and?the business address.",2016-05-26T23:57:42.000Z,2017-07-28T16:37:13.000Z,http://data-southbend.opendata.arcgis.com/datasets/8b6aa5948d614272b9673ba34287f207_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Business_Licenses/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/8b6aa5948d614272b9673ba34287f207_0
http://data-southbend.opendata.arcgis.com/datasets/3bc26b9f05a345ec906f1cc0c09060fc_1,Police Use of Force Incidents,This dataset provides incident-level information on use of force incidents involving South Bend Police Officers. Incident-level data is released beginning in 2017 and updated after the end of each quarter. The location of the incident is rounded to the 100-block in order to protect the privacy and anonymity of residents involved.,2017-04-25T21:12:26.000Z,2017-06-08T18:59:16.225Z,http://data-southbend.opendata.arcgis.com/datasets/3bc26b9f05a345ec906f1cc0c09060fc_1,https://gis.southbendin.gov/arcgis/rest/services/OpenData/Police_UOF_Incidents/MapServer/1,"-86.2936,41.6463,-86.2255,41.7181",http://data-southbend.opendata.arcgis.com/datasets/3bc26b9f05a345ec906f1cc0c09060fc_1
http://data-southbend.opendata.arcgis.com/datasets/81c41421e2a445e883a37ca63091c402_0,311 Contact Management Cases,"Historical data on 311 Contact Management Cases including call type, call status, and work group fields.",2016-05-26T23:42:36.000Z,2017-07-28T17:19:54.000Z,http://data-southbend.opendata.arcgis.com/datasets/81c41421e2a445e883a37ca63091c402_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/311_Contact_Management_Cases/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/81c41421e2a445e883a37ca63091c402_0
http://data-southbend.opendata.arcgis.com/datasets/10eeeaddb4424406b9282303a057ee7a_1,Police Officer Commendations,"View commendations made by members of the community regarding behavior or service of South Bend Police Officers. The dataset starts on January 1, 2017 and is updated quarterly.",2017-04-12T18:53:24.000Z,2017-07-28T17:20:36.000Z,http://data-southbend.opendata.arcgis.com/datasets/10eeeaddb4424406b9282303a057ee7a_1,https://gis.southbendin.gov/arcgis/rest/services/OpenData/Police_Officer_Commendations/MapServer/1,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/10eeeaddb4424406b9282303a057ee7a_1
http://data-southbend.opendata.arcgis.com/datasets/9c40cfab21044116aef4fbdcc9aa3e2b_0,Building Department Monthly Valuation Report,There is no description available.,2016-05-26T23:54:08.000Z,2017-07-28T17:13:04.000Z,http://data-southbend.opendata.arcgis.com/datasets/9c40cfab21044116aef4fbdcc9aa3e2b_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Building_Department_Monthly_Valuation_Report/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/9c40cfab21044116aef4fbdcc9aa3e2b_0
http://data-southbend.opendata.arcgis.com/datasets/33139a778f2d4271b710b81c27ca17bf_0,Grant Disbursements,There is no description available.,2016-05-27T00:32:04.000Z,2017-07-28T17:16:16.000Z,http://data-southbend.opendata.arcgis.com/datasets/33139a778f2d4271b710b81c27ca17bf_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Grant_Disbursements/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/33139a778f2d4271b710b81c27ca17bf_0
