publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
ArcGIS Online for Maryland,"[u'MDOT', u' SHA', u' Transportation', u' Maryland', u' NHS', u' Bridge']",http://data.imap.maryland.gov/datasets/e2e509a2ac3b490baf4fd1138b7ec0df_0,Bridge Condition NHS 2016,"National Highway System (NHS) subset
of Maryland?s 2017 National Bridge Inventory submission reporting conditions
for 2016, with national transportation performance measure infrastructure
conditions. This data will assist MPOs in analyzing the baseline conditions of
the NHS in each planning area and inform 2-year and 4-year performance targets.MDOT SHA Website",2018-06-04T17:56:48.000Z,2018-06-04T20:00:48.313Z,http://data.imap.maryland.gov/datasets/e2e509a2ac3b490baf4fd1138b7ec0df_0,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/Bridge_Condition_NHS_2016/FeatureServer/0,"-79.42391466554162,37.99266122171757,-75.05851757003816,39.7179441995508"
ArcGIS Online for Maryland,"[u'MD', u'MD iMAP', u'Maryland', u'DHCD', u'Maryland Department of Housing and Community Development', u'Dynamic', u'Vector', u'Multifamily Sites', u'housing', u'WMS', u'WFS', u'KML']",http://data.imap.maryland.gov/datasets/9fc36236780b40d68fd774f7394c3058_0,Maryland Multifamily Sites,"This is a MD iMAP hosted service layer. Find more information at?http://imap.maryland.gov.CDA Multifamily Housing expands quality, affordable rental and transitional housing opportunities for Marylanders by financing the development, rehabilitation, and preservation of rental communities and transitional housing, and by administering rental assistance programs and the Federal Low Income Housing Tax Credit program.Last Updated: 05/11/2018Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/BusinessEconomy/MD_MultiFamilySites/MapServer/0",2018-05-11T18:11:46.000Z,2018-05-14T12:09:43.000Z,http://data.imap.maryland.gov/datasets/9fc36236780b40d68fd774f7394c3058_0,https://geodata.md.gov/imap/rest/services/BusinessEconomy/MD_MultiFamilySites/MapServer/0,"-79.4172,38.069,-75.1075,39.7104"
ArcGIS Online for Maryland,"[u'TAP', u'MDOT', u'SHA', u'Transportation', u'Alternative', u'Program', u'MDOT Open Data Portal']",http://data.imap.maryland.gov/datasets/ca8e61bd7b2549babbc2321f9b8fc5c3_0,TAP LINES ALL ,"As part of the Federal Highway Administration Surface Transportation Program, the Transportation Alternatives Program (TAP) is a reimbursable federal aid funding program for transportation related community projects designed to strengthen the intermodal transportation system.It provides funding for projects that enhance the cultural, aesthetic, historic, and environmental aspects of the intermodal transportation system. The program can assist in funding projects that create bicycle and pedestrian facilities, restore historic transportation buildings, convert abandoned railway corridors to pedestrian trails, mitigate highway runoff, and other transportation related enhancements.",2018-06-25T16:05:57.000Z,2018-06-25T16:11:45.503Z,http://data.imap.maryland.gov/datasets/ca8e61bd7b2549babbc2321f9b8fc5c3_0,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA___Transportation_Alternatives_Program__TAP/FeatureServer/0,"-79.47690618383417,38.15273930420511,-75.17017632930079,39.70470651743389"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'environment', u'ENVL', u'DNR', u'Maryland Department of Natural Resources', u'vector', u'dynamic', u'WMS', u'WFS', u'Rural Legacy', u'Maryland Environmental Trust', u'MET', u'MALPF', u'Maryland Agricultural Land Preservation Foundation', u'POS', u'Program Open Space', u'protected lands']",http://data.imap.maryland.gov/datasets/2deb2b64efa641f3a48e556e5bde78e2_80,Maryland Archived Protected Lands Acquisitions - Maryland Environmental Trust 2017 Land Acquisitions General,"This is a MD iMAP hosted service. Find more information on?http://imap.maryland.gov.The Maryland Environmental Trust (MET) is a statewide local land trust governed by a citizen Board of Trustees. Since its creation by the General Assembly in 1967, MET's main goal is the preservation of open land, such as farmland, forest land, and significant natural resources. The primary tool for doing this is the conservation easement, a voluntary agreement between a landowner and the MET Board of Trustees.Last Updated: 12/31/2017Feature Service Link:?https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/80",2018-05-11T12:48:33.000Z,2018-06-13T16:32:10.383Z,http://data.imap.maryland.gov/datasets/2deb2b64efa641f3a48e556e5bde78e2_80,https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/80,"-76.8697,38.7767,-75.8611,39.716"
ArcGIS Online for Maryland,"[u'MDOT', u'  SHA', u'  Transportation', u'  Pavement', u'  Maryland', u'  NHS']",http://data.imap.maryland.gov/datasets/e40442093c9e4169888bb92ecd03c4d1_0,Pavement Condition NHS 2016,"

National Highway System (NHS) subset of Maryland?s 2016 HPMS data, with national transportation performance measure infrastructure conditions.
This data will assist MPOs in analyzing the baseline conditions of the NHS in
each planning area and inform 2-year and 4-year performance targets. 

MDOT SHA Website",2018-05-10T17:07:40.000Z,2018-06-04T20:02:49.263Z,http://data.imap.maryland.gov/datasets/e40442093c9e4169888bb92ecd03c4d1_0,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/Pavement_Condition_NHS_2016/FeatureServer/0,"-79.44266918170085,37.98482449747693,-75.01713260756722,39.72741333728547"
ArcGIS Online for Maryland,"[u'TAP', u'MDOT', u'SHA', u'Transportation', u'Alternative', u'Program', u'MDOT Open Data Portal']",http://data.imap.maryland.gov/datasets/ca8e61bd7b2549babbc2321f9b8fc5c3_1,TAP POINTS ALL ,"As part of the Federal Highway Administration Surface Transportation Program, the Transportation Alternatives Program (TAP) is a reimbursable federal aid funding program for transportation related community projects designed to strengthen the intermodal transportation system.It provides funding for projects that enhance the cultural, aesthetic, historic, and environmental aspects of the intermodal transportation system. The program can assist in funding projects that create bicycle and pedestrian facilities, restore historic transportation buildings, convert abandoned railway corridors to pedestrian trails, mitigate highway runoff, and other transportation related enhancements.",2018-06-25T16:05:57.000Z,2018-06-25T16:11:45.550Z,http://data.imap.maryland.gov/datasets/ca8e61bd7b2549babbc2321f9b8fc5c3_1,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA___Transportation_Alternatives_Program__TAP/FeatureServer/1,"-79.47690618383417,38.15273930420511,-75.17017632930079,39.70470651743389"
ArcGIS Online for Maryland,"[u'MD', u'MBSS', u'Maryland', u'Maryland Biological Stream Survey', u'DNR', u'Maryland Department of Natural Resources', u'streams', u'hydrology', u'HYDR', u'MD iMAP', u'vector', u'WMS', u'WFS', u'KML']",http://data.imap.maryland.gov/datasets/a65536275f064080a04efce90f862933_2,Maryland Stream Health - Md Biological Stream Survey Stream Reach File,"This is a MD iMAP hosted service. Find more information on?http://imap.maryland.gov.Under contract with the State of Maryland?s Department of Natural Resources (MDNR),Versar provides support to the Maryland Biological Stream Survey (MBSS) - a comprehensive survey to assess the status of biological resources in Maryland?s non-tidal streams, identify stresses and impacts, and establish a means to monitor the condition of the streams. Round One of the MBSS (a three-year study, 1995 to 1997) was based on a stream network derived from a GIS data set at a 1:250,000 scale. Round Two of the project, conducted in 2000-2004, required a finer scale in the base stream network, and a refined sampling design focusing on Maryland's 8-digit watersheds. Stream data at a 1:100,000 scale were selected as an suitable base for the second round of the project.Feature Service Link:?https://geodata.md.gov/imap/rest/services/Hydrology/MD_StreamHealth/FeatureServer/2",2018-06-28T12:56:30.000Z,2018-06-28T13:02:06.649Z,http://data.imap.maryland.gov/datasets/a65536275f064080a04efce90f862933_2,https://geodata.md.gov/imap/rest/services/Hydrology/MD_StreamHealth/FeatureServer/2,"-79.4872,37.9253,-75.0636,39.7228"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'environment', u'ENVL', u'DNR', u'Maryland Department of Natural Resources', u'vector', u'dynamic', u'WMS', u'WFS', u'Rural Legacy', u'Maryland Environmental Trust', u'MET', u'MALPF', u'Maryland Agricultural Land Preservation Foundation', u'POS', u'Program Open Space', u'protected lands']",http://data.imap.maryland.gov/datasets/4ded22ed5725440d97dc4305102758e3_81,Maryland Archived Protected Lands Acquisitions - Maryland Environmental Trust 2017 Land Acquisitions Detail,"This is a MD iMAP hosted service. Find more information on?http://imap.maryland.gov.The Maryland Environmental Trust (MET) is a statewide local land trust governed by a citizen Board of Trustees. Since its creation by the General Assembly in 1967, MET's main goal is the preservation of open land, such as farmland, forest land, and significant natural resources. The primary tool for doing this is the conservation easement, a voluntary agreement between a landowner and the MET Board of Trustees.Last Updated: 12/31/2017Feature Service Link:?https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/81",2018-05-11T12:53:55.000Z,2018-06-13T16:32:41.249Z,http://data.imap.maryland.gov/datasets/4ded22ed5725440d97dc4305102758e3_81,https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/81,"-76.8721,38.7713,-75.8501,39.7195"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'environment', u'ENVL', u'DNR', u'Maryland Department of Natural Resources', u'vector', u'dynamic', u'WMS', u'WFS', u'Rural Legacy', u'Maryland Environmental Trust', u'MET', u'MALPF', u'Maryland Agricultural Land Preservation Foundation', u'POS', u'Program Open Space', u'protected lands']",http://data.imap.maryland.gov/datasets/4f7dab0ddb814b91bfa6bc3ff31413ed_83,Maryland Archived Protected Lands Acquisitions - Maryland Agricultural Land Preservation Foundation 2017 Land Acquisitions Detail,"This is a MD iMAP hosted service. Find more information on?http://imap.maryland.gov.The Maryland Agricultural Land Preservation Foundation (MALPF), housed within the Maryland Department of Agriculture (MDA), protects agricultural lands through the use of perpetual easements. This program was created by the Maryland General Assembly in 1977, is governed by the Agricultural Article, Sections 2-515 through 2-516 of the Annotated Code of Maryland. Easements may be donated or purchased, protecting in perpetuity the land for agricultural purposes. There is a formal process for obtaining these designations, including the Maryland Board of Public Works approval. These data are intended for general guidance and use only.Last Updated: 12/31/2017Feature Service Link:?https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/83",2018-05-11T13:04:08.000Z,2018-06-13T16:12:16.008Z,http://data.imap.maryland.gov/datasets/4f7dab0ddb814b91bfa6bc3ff31413ed_83,https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/83,"-79.3222,38.3304,-75.6029,39.7027"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'environment', u'ENVL', u'DNR', u'Maryland Department of Natural Resources', u'vector', u'dynamic', u'WMS', u'WFS', u'Rural Legacy', u'Maryland Environmental Trust', u'MET', u'MALPF', u'Maryland Agricultural Land Preservation Foundation', u'POS', u'Program Open Space', u'protected land']",http://data.imap.maryland.gov/datasets/faa39200e7fb498ab35397ae6205019a_85,Maryland Archived Protected Lands Acquisitions - Program Open Space 2017 Land Acquisitions Detail,"This is a MD iMAP hosted service. Find more information on?http://imap.maryland.gov.Program Open Space (POS) acquires recreation and open space areas for public use. The Program administers funds made available to local communities for open and recreational space through the State real estate transfer tax and from federal programs, such as the Land and Water Conservation Fund of the National Park Service, U.S. Department of the Interior. The Program coordinates the acquisition of lands for the use of all units of DNR. Stateside POS funds are allocated to purchase land for state parks, forests, wildlife habitat, natural, scenic and cultural resources for public use. A portion of stateside funds are also dedicated to capital improvements, critical maintenance, and operations in state parks. Stateside POS projects are now being driven by a new Targeting System, which uses the best scientific information available to target the program's limited funds. In the case of a project with multiple parcels, the Identify results will indicate the total acreage and BPW amount for the project. Hence, you will see the same acreage, BPW amount and TEA result for each part of the project. This file consists of stateside POS projects only.Last Updated: 12/31/2017Feature Service Link:?https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/85",2018-05-11T13:10:44.000Z,2018-06-13T16:25:07.143Z,http://data.imap.maryland.gov/datasets/faa39200e7fb498ab35397ae6205019a_85,https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/85,"-79.2313,38.1891,-75.6764,39.7116"
