publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://data-dauphinco.opendata.arcgis.com/datasets/54fc7f24423c4c1698058c7e904c5209_0,Parcel Boundaries,"This data product has a county-wide coverage and is intended to provide a useful representation of the geometry and topology of tax parcels. The maps were derived from a variety of source documents including certified survey maps, deed descriptions, subdivision plans, and condominium plats. This product is intended for graphical representation and the information contained herein should not be relied upon for determination of ownership or market value.",2016-05-03T18:15:05.000Z,2018-10-17T18:37:31.225Z,http://data-dauphinco.opendata.arcgis.com/datasets/54fc7f24423c4c1698058c7e904c5209_0,https://services2.arcgis.com/EEtiX55QzkHKYQKY/arcgis/rest/services/DC_Parcels/FeatureServer/0,"-84.83106379211442,39.12089605117987,-76.53275860692052,40.666738915935866",http://data-dauphinco.opendata.arcgis.com/datasets/54fc7f24423c4c1698058c7e904c5209_0
publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://data.imap.maryland.gov/datasets/75869962455a42a09844b14d037cc28e_0,MDOT SHA - Road Ready Projects,"Road Ready is MDOT SHA's comprehensive electronic construction brochure to major road construction projects across the State of Maryland on State maintained roadways.? This information is updated daily throughout the roadway construction season during the Spring, Summer and Fall. ?As road projects are completed icons on the map change to show completion status as complete for 60 days. ?Upon 60 days occurring, the project icons turn gray to still show all projects completed during the construction season.(Projects displayed are from January 2018 to current)MDOT SHA Website",2018-04-17T15:57:48.000Z,2018-11-01T15:29:35.758Z,http://data.imap.maryland.gov/datasets/75869962455a42a09844b14d037cc28e_0,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Road_Ready_Project/FeatureServer/0,"-79.47489078286893,37.99493453241521,-75.0706268439467,39.721977233542894",http://data.imap.maryland.gov/datasets/75869962455a42a09844b14d037cc28e_0
http://data.imap.maryland.gov/datasets/1ed516132a5b4a028dd7e42511fd552c_0,MDOT - Dedications,"MDOT DedicationsIf you have feedback regarding?the accuracy of the information provided in our MDOT Dedications application and/or you know of a dedication we've inadvertently?missed, please?Contact Us.? In your email, please provide as much information as possible related to the specific?dedication(s), including any digital/scanned photos and/or links to information that may be available online.",2017-09-14T16:14:08.000Z,2018-09-27T18:44:48.273Z,http://data.imap.maryland.gov/datasets/1ed516132a5b4a028dd7e42511fd552c_0,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_Dedications_Master_(VIEW)/FeatureServer/0,"-79.612,37.841,-74.932,39.818",http://data.imap.maryland.gov/datasets/1ed516132a5b4a028dd7e42511fd552c_0
publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://data-peoriacountygis.opendata.arcgis.com/datasets/13a41c1879094c2c91761a9fffed0dae_0,Cartographic,"The Peoria County Supervisor of Assessments department maintains the cartographic feature class. This feature class contains parcel hooks, arrows, and other miscellaneous symbols for identifying property tax boundaries and annotation.",2017-10-11T19:47:14.000Z,2018-10-27T08:19:13.484Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/13a41c1879094c2c91761a9fffed0dae_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Cartographic/FeatureServer/0,"-89.98875574352766,40.51525373690648,-89.45021786536222,40.973216188865585",http://data-peoriacountygis.opendata.arcgis.com/datasets/13a41c1879094c2c91761a9fffed0dae_0
publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://maps-semcog.opendata.arcgis.com/datasets/5a893b703dcd4ccb83ea06b97d2b33fa_0,2000 Census Tracts,2000 Census Tracts,2015-09-29T13:15:09.000Z,2018-09-28T16:19:03.000Z,http://maps-semcog.opendata.arcgis.com/datasets/5a893b703dcd4ccb83ea06b97d2b33fa_0,https://arcgisserver.semcog.org/arcgis/rest/services/OpenData/2000CensusTracts/MapServer/0,"-84.161655,41.70893,-82.412548,43.183855",http://maps-semcog.opendata.arcgis.com/datasets/5a893b703dcd4ccb83ea06b97d2b33fa_0
http://maps-semcog.opendata.arcgis.com/datasets/f4cd0b1cacb34338a0a2aa7d494c0f04_0,2000 Census Blocks,2000?Census?Blocks,2015-10-05T18:53:50.000Z,2018-09-28T16:19:17.000Z,http://maps-semcog.opendata.arcgis.com/datasets/f4cd0b1cacb34338a0a2aa7d494c0f04_0,https://arcgisserver.semcog.org/arcgis/rest/services/OpenData/2000CensusBlocks/MapServer/0,"-84.161655,41.70893,-82.412548,43.183855",http://maps-semcog.opendata.arcgis.com/datasets/f4cd0b1cacb34338a0a2aa7d494c0f04_0
http://maps-semcog.opendata.arcgis.com/datasets/fc2641bd899441e2b63382b3c012feb8_0,2000 Traffic Analysis Zones,The 2000 Traffic Analysis Zones (TAZs) for Southeast Michigan were created using the Michigan Geographic Framework (MGF) Census geography.,2015-10-05T18:55:01.000Z,2018-09-28T16:18:54.000Z,http://maps-semcog.opendata.arcgis.com/datasets/fc2641bd899441e2b63382b3c012feb8_0,https://arcgisserver.semcog.org/arcgis/rest/services/OpenData/2000TrafficAnalysisZones/MapServer/0,"-84.161655,41.70893,-82.412549,43.183855",http://maps-semcog.opendata.arcgis.com/datasets/fc2641bd899441e2b63382b3c012feb8_0
http://maps-semcog.opendata.arcgis.com/datasets/c4612a72d7854d948e103d139c27b662_0,2000 Census Block Groups,2000 Census Block Groups,2015-10-05T18:51:40.000Z,2018-09-28T16:19:28.000Z,http://maps-semcog.opendata.arcgis.com/datasets/c4612a72d7854d948e103d139c27b662_0,https://arcgisserver.semcog.org/arcgis/rest/services/OpenData/2000CensusBlockGroup/MapServer/0,"-84.161655,41.70893,-82.412548,43.183855",http://maps-semcog.opendata.arcgis.com/datasets/c4612a72d7854d948e103d139c27b662_0
publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://data1-indygis.opendata.arcgis.com/datasets/cb62d4b431274870b026973734f7bba0,2004 Primary Election Results By Precinct,"2004 Primary Election Results By Precinct

Contest and precinct results are presented here in an
     Excel document. Marion County reduced its number of precincts from 917
     to 590 in December 2007. Therefore, the precinct results for those
     elections occurring after December 2007 are not comparable with those
     elections?occurring before December 2007. Marion County increased the number of precincts from
     590 to 600 in December 2011. Therefore, the precinct results for those
     elections occurring after December 2011 are not comparable with those
     election occurring between December 2007 through December 2011.",2018-10-23T14:28:14.000Z,2018-10-23T15:23:51.000Z,http://data1-indygis.opendata.arcgis.com/datasets/cb62d4b431274870b026973734f7bba0,https://xmaps.indy.gov/ODP/Download/Elections/2004PrimaryElectionByPrecinct.xls,"-180.0,-90.0,180.0,90.0",http://data1-indygis.opendata.arcgis.com/datasets/cb62d4b431274870b026973734f7bba0
