identifier,title,description,issued,modified,landingPage,webService,spatial
http://data1-indygis.opendata.arcgis.com/datasets/c1c78ca5722c487ab8ad7c90ba633ac4,City of Indianapolis Contracts,"Welcome to the portal for viewing and searching City  County Contracts!?? This application provides easy and convenient access to public contracts electronically and includes a searchable index feature.?? Contracts dating back to January 1, 2007, are available for review by clicking the links below.? Once inside the search application, you may easily search for contracts based on contracting entity, vendor name, and other search criteria.? Sec. 141-105 of the Revised Code of the Consolidated City and County requires that all contracts entered into by the City of Indianapolis and Marion County be made freely available to the public within twenty-one (21) days of final approval of the contract.? Therefore, you will see new contracts continually added to this tool.Please note that contracts available electronically are redacted as required by state law.? The City and County strive to improve the transparency of government operations and services, and endeavor to make information more accessible to all citizens.? We hope you find the search application useful and visit this site frequently.To Review the City / County Contracts electronically Click Here*Note: Please click on Guest Sign In to log in.How to Use the City / County Contracts PortalFrequently Asked Questions ?",2016-04-25T18:17:16.000Z,2016-05-04T18:22:21.000Z,http://data1-indygis.opendata.arcgis.com/datasets/c1c78ca5722c487ab8ad7c90ba633ac4,http://www.indy.gov/eGov/City/OCC/contracts/Pages/Contracts.aspx,"-180.0,-90.0,180.0,90.0",http://data1-indygis.opendata.arcgis.com/datasets/c1c78ca5722c487ab8ad7c90ba633ac4
http://data1-indygis.opendata.arcgis.com/datasets/8ae3935e72a447108db77c5f800a862c_1,Indianapolis Intersections,"Point file containing Indianapolis and Marion County, Indiana street intersection locations.",2015-08-06T17:38:38.000Z,2016-12-06T18:18:32.966Z,http://data1-indygis.opendata.arcgis.com/datasets/8ae3935e72a447108db77c5f800a862c_1,http://imaps.indy.gov/arcgis/rest/services/OpenData_Transportation/FeatureServer/1,"-86.3293,39.6267,-85.935,39.9418",http://data1-indygis.opendata.arcgis.com/datasets/8ae3935e72a447108db77c5f800a862c_1
http://data1-indygis.opendata.arcgis.com/datasets/8ae3935e72a447108db77c5f800a862c_5,Indianapolis Intersections,"Point file containing Indianapolis and Marion County, Indiana street intersection locations.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",2015-08-06T17:38:38.000Z,2017-07-14T17:02:28.828Z,http://data1-indygis.opendata.arcgis.com/datasets/8ae3935e72a447108db77c5f800a862c_5,http://imaps.indy.gov/arcgis/rest/services/OpenData_Transportation/FeatureServer/5,"-86.3293,39.6267,-85.935,39.9418",http://data1-indygis.opendata.arcgis.com/datasets/8ae3935e72a447108db77c5f800a862c_5
http://data1-indygis.opendata.arcgis.com/datasets/da361b686b4f405d89ad9572bcb3e1c1_1,Railroad Crossings,"Point file representing railroad crossings in Indianapolis and Marion County, Indiana.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",2015-12-14T19:43:40.000Z,2016-06-22T19:09:24.000Z,http://data1-indygis.opendata.arcgis.com/datasets/da361b686b4f405d89ad9572bcb3e1c1_1,http://imaps.indy.gov/arcgis/rest/services/OpenData_Transportation/FeatureServer/1,"-86.3284,39.634,-85.9371,39.9277",http://data1-indygis.opendata.arcgis.com/datasets/da361b686b4f405d89ad9572bcb3e1c1_1
http://data1-indygis.opendata.arcgis.com/datasets/1449faf233704544bdadeedc4d284d32_9,Trails,"Line file representing trails in Indianapolis and Marion County, Indiana.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",2015-12-16T20:26:39.000Z,2017-07-14T16:48:21.471Z,http://data1-indygis.opendata.arcgis.com/datasets/1449faf233704544bdadeedc4d284d32_9,http://imaps.indy.gov/arcgis/rest/services/OpenData_Transportation/FeatureServer/9,"-86.2821,39.7349,-86.0403,39.948",http://data1-indygis.opendata.arcgis.com/datasets/1449faf233704544bdadeedc4d284d32_9
http://data1-indygis.opendata.arcgis.com/datasets/c8495f704bf04ce69cb366a3ebde785f_1,Marion County Survey Section Lines,Line file depicting survey section lines as recorded by the Marion County Surveyor's Office.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet),2015-12-07T18:54:27.000Z,2017-07-14T17:07:31.698Z,http://data1-indygis.opendata.arcgis.com/datasets/c8495f704bf04ce69cb366a3ebde785f_1,http://imaps.indy.gov/arcgis/rest/services/OpenData_Survey/FeatureServer/1,"-86.3291,39.6322,-85.9369,39.9278",http://data1-indygis.opendata.arcgis.com/datasets/c8495f704bf04ce69cb366a3ebde785f_1
http://data1-indygis.opendata.arcgis.com/datasets/b155bb381e724f8ab2b4d15089694be4,1984 Adult Entertainment Analysis,1984 Adult Entertainment Analysis in Indianapolis,2016-04-28T17:09:10.000Z,2016-04-28T17:10:07.000Z,http://data1-indygis.opendata.arcgis.com/datasets/b155bb381e724f8ab2b4d15089694be4,http://www.indy.gov/eGov/City/DMD/Planning/Documents/1984-AdultEntertainmentAnalysis.pdf,"-180.0,-90.0,180.0,90.0",http://data1-indygis.opendata.arcgis.com/datasets/b155bb381e724f8ab2b4d15089694be4
http://data1-indygis.opendata.arcgis.com/datasets/db8edeffc7904d85b18a2165f9feb6f2,City of Indianapolis Budget and Spending Information,Documents related to the City of Indianapolis budget and finance.,2016-04-26T18:48:58.000Z,2016-05-04T18:20:33.000Z,http://data1-indygis.opendata.arcgis.com/datasets/db8edeffc7904d85b18a2165f9feb6f2,http://www.indy.gov/eGov/City/OFM/Pages/home.aspx,"-180.0,-90.0,180.0,90.0",http://data1-indygis.opendata.arcgis.com/datasets/db8edeffc7904d85b18a2165f9feb6f2
http://data1-indygis.opendata.arcgis.com/datasets/bba987ced0cf4b7086650e3656b30d69_7,ZIP Code Boundaries,"Polygon file representing the ZIP code boundaries in Indianapolis and Marion County, Indiana.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",2015-12-18T18:39:48.000Z,2016-06-30T15:49:31.000Z,http://data1-indygis.opendata.arcgis.com/datasets/bba987ced0cf4b7086650e3656b30d69_7,http://imaps.indy.gov/arcgis/rest/services/OpenData_Boundaries/FeatureServer/7,"-86.3641,39.5973,-85.933,39.9998",http://data1-indygis.opendata.arcgis.com/datasets/bba987ced0cf4b7086650e3656b30d69_7
http://data1-indygis.opendata.arcgis.com/datasets/d2fda038f9c1448a985fb55647593499_3,Mayor's Action Center Service Cases,Table containing the Indianapolis Mayor's Action Center (MAC) service case data.,2016-03-31T15:02:52.000Z,2017-07-14T17:10:55.924Z,http://data1-indygis.opendata.arcgis.com/datasets/d2fda038f9c1448a985fb55647593499_3,http://imaps.indy.gov/arcgis/rest/services/OpenData_NonSpatial/MapServer/3,"-86.336,39.629,-85.941,39.943",http://data1-indygis.opendata.arcgis.com/datasets/d2fda038f9c1448a985fb55647593499_3
