identifier,title,description,issued,landingPage,webService,spatial
http://data-popecounty.opendata.arcgis.com/datasets/b613c2de4ecd4945a7080d798c8b9d68_21,Ditches,"The open drains, sometimes called ditches, that are a part of the stormwater network.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:35:39.000Z,http://data-popecounty.opendata.arcgis.com/datasets/b613c2de4ecd4945a7080d798c8b9d68_21,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/21,"-95.7511,45.3866,-95.0647,45.8009",http://data-popecounty.opendata.arcgis.com/datasets/b613c2de4ecd4945a7080d798c8b9d68_21
http://data-popecounty.opendata.arcgis.com/datasets/1ac3a5799ec445a4bb03f6031125cbb0_33,Wildlife Management Areas,"Wildlife management areas (WMAs) are part of Minnesota's outdoor recreation system and are established to protect those lands and waters that have a high potential for wildlife production, public hunting, trapping, fishing, and other compatible recreational uses.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:24:34.000Z,http://data-popecounty.opendata.arcgis.com/datasets/1ac3a5799ec445a4bb03f6031125cbb0_33,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/33,"-95.7638,45.4111,-95.1937,45.7589",http://data-popecounty.opendata.arcgis.com/datasets/1ac3a5799ec445a4bb03f6031125cbb0_33
http://data-popecounty.opendata.arcgis.com/datasets/25ed836de0c94f8781299b9b16f6b196_26,Tax Parcels,"The published representation of real property areas, combined with assessing and tax information from CAMA and Tax systems, and organized for consumption in desktop and web applications. This feature class contains redundant geometry in cases where there are multiple condominium units on a given tax parcel.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:13:33.000Z,http://data-popecounty.opendata.arcgis.com/datasets/25ed836de0c94f8781299b9b16f6b196_26,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/26,"-95.7602,45.4108,-95.1313,45.7616",http://data-popecounty.opendata.arcgis.com/datasets/25ed836de0c94f8781299b9b16f6b196_26
http://data-popecounty.opendata.arcgis.com/datasets/aeb7d6fd70b7407b9eee53fb78f8150b_20,Minor Watersheds,"Drainage area delineated to nest in a multi-level, hierarchical drainage system.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:40:06.000Z,http://data-popecounty.opendata.arcgis.com/datasets/aeb7d6fd70b7407b9eee53fb78f8150b_20,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/20,"-95.694,45.323,-95.2,45.811",http://data-popecounty.opendata.arcgis.com/datasets/aeb7d6fd70b7407b9eee53fb78f8150b_20
http://data-popecounty.opendata.arcgis.com/datasets/ccf308d83eb7466691f64625426f58a8_36,Soils,"Polygons that represent the extent of soil classifications or types.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-12-08T22:29:51.000Z,http://data-popecounty.opendata.arcgis.com/datasets/ccf308d83eb7466691f64625426f58a8_36,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/36,"-95.7602,45.4108,-95.1313,45.7616",http://data-popecounty.opendata.arcgis.com/datasets/ccf308d83eb7466691f64625426f58a8_36
http://data-popecounty.opendata.arcgis.com/datasets/55e99f2631fe4c34b1c713cd73e76b0a_29,PLSS Sections,"The first division of the PLSS and commonly called a section.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:21:07.000Z,http://data-popecounty.opendata.arcgis.com/datasets/55e99f2631fe4c34b1c713cd73e76b0a_29,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/29,"-95.7602,45.4108,-95.1313,45.7616",http://data-popecounty.opendata.arcgis.com/datasets/55e99f2631fe4c34b1c713cd73e76b0a_29
http://data-popecounty.opendata.arcgis.com/datasets/0fa898407fa24ed08160c8608b38f5dc_27,PLSS Boundaries,"A spatial representation of Public Land Survey System (PLSS) boundaries.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:16:56.000Z,http://data-popecounty.opendata.arcgis.com/datasets/0fa898407fa24ed08160c8608b38f5dc_27,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/27,"-95.694,45.323,-95.206,45.811",http://data-popecounty.opendata.arcgis.com/datasets/0fa898407fa24ed08160c8608b38f5dc_27
http://data-popecounty.opendata.arcgis.com/datasets/c1f01876cb8d41ef9c5917cc3f3646ae_25,Waterbodies,"Polygon features representing waterbodies.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:32:14.000Z,http://data-popecounty.opendata.arcgis.com/datasets/c1f01876cb8d41ef9c5917cc3f3646ae_25,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/25,"-95.76,45.411,-95.1314,45.7615",http://data-popecounty.opendata.arcgis.com/datasets/c1f01876cb8d41ef9c5917cc3f3646ae_25
http://data-popecounty.opendata.arcgis.com/datasets/f77f473319ee41f8a9135f27a606fd1b_28,Road Centerlines,"Road segments representing centerlines of all roadways or carriageways in a local government. Typically, this information is compiled from orthoimagery or other aerial photography sources. This representation of the road centerlines support address geocoding and mapping. It also serves as a source for public works and other agencies that are responsible for the active management of the road network.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:22:44.000Z,http://data-popecounty.opendata.arcgis.com/datasets/f77f473319ee41f8a9135f27a606fd1b_28,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/28,"-95.694,45.323,-95.206,45.811",http://data-popecounty.opendata.arcgis.com/datasets/f77f473319ee41f8a9135f27a606fd1b_28
http://data-popecounty.opendata.arcgis.com/datasets/8537fe03b1c94ead977a096a1374df4d_31,PLSS Townships,"In the Public Land Survey System a Township refers to a unit of land, that is nominally six miles on a side, usually containing 36 sections.Contact for more informationTel: (320) 634-7788Fax: (320)?Email:?Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",2016-10-25T17:18:44.000Z,http://data-popecounty.opendata.arcgis.com/datasets/8537fe03b1c94ead977a096a1374df4d_31,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/31,"-95.7602,45.4108,-95.1313,45.7616",http://data-popecounty.opendata.arcgis.com/datasets/8537fe03b1c94ead977a096a1374df4d_31
