identifier,title,description,issued,modified,landingPage,webService,spatial
http://opendata.minneapolismn.gov/datasets/7b64b556fefc46df87d6502a46b9521a_0,Snow Emergency Olive Tows 2018,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies.??Disclaimer: There is an expected address error rate of between 8 and 14 percent.?Snow Emergency Tows ? 2017/2018 Season #1 Olive (1/15/17 thru 1/17/17)?Field NameField TypeField DescriptionFIDObject IDObject IDCall_TakenTextDate and time tag writtenCustomerTextSnow EmergencyLocation?TextAddressLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeNeighborhoTextName of NeighborhoodWardTextWard number 1 - 13CommunityTextName of CommunityDay_identiTextDay of EventTowDistTextTow District",2018-01-23T23:47:55.000Z,2018-01-30T17:13:05.000Z,http://opendata.minneapolismn.gov/datasets/7b64b556fefc46df87d6502a46b9521a_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Olive_Tows_2018/FeatureServer/0,"-93.3188959995507,44.892158000191614,-93.21274000005093,45.04945500004828",http://opendata.minneapolismn.gov/datasets/7b64b556fefc46df87d6502a46b9521a_0
http://opendata.minneapolismn.gov/datasets/ef54df646b4946d986a3d7a80abf0844_0,Public 311 2011,"For questions about this data please contact?311OpenData@minneapolismn.gov

The
data provided are public-facing service requests that were taken by 311 contact
center agents, or through online and mobile applications, and entered the Lagan
CRM system during 2011. The two main identifiers of data, with which users of
the open data should converse with 311, are the Case ID and the Type Name
field. Type name is the common used title for a service request among city
staff, 311, and the community at large.

?

Attribute Descriptions

Case ID - Gives a
unique identifying number associated with each case.?

Subject - This is the
top level hierarchy definition of a service request. It is most closely
associated with a department designation.?

Enquiry Type ID - An
additional identification number .

Reason - This is the
2nd level classification of a service request and reflects a program name or a
division assigned to perform the service request.?

Type - This is the 3rd
level classification describing what the service request specifically is for.
It is the most common designation description used in the city.?

Title - Similar to the
Type column, this describes more details about the incident.?

Open Date Time - This
is the date and time stamp when the department, program, or division assigned
to complete the task in a service request starts working that service
request.?

Case Status - If case
status = 0, it means the case is closed. If case status =
1, the case is still considered open. All cases with a case status
of 1 should not have a closed date.

Closed Date Time - The
date a resolving department, division or program completed the service
request.?

XCoord  YCoord -
This is the coordinate the city provides of where the service request occurred
in the WGS 84 web Mercator auxilliary sphere coordinate system.

?

Service Request
Definition List

Abandoned Vehicle
??a vehicle parked in a public right of way (street) that appears to have
been left by its owner in excess of 72 consecutive hours or lacking vital
component parts (City Ordinance 478.250).

Abandoned Vehicle ?
Open311?? vehicle reported abandoned via the Minneapolis Mobile
Application.

Abandoned/Illegally
Parked Bicycle ??This is a report of an abandoned (or missing parts) bike
by owner or someone else

Air Pollution
Complaint ??air contaminants, fumes, or other offensive odors that occur
outdoors and impacts the environment.

Animal Complaint ?
Livability ??nuisance conditions such as barking dog, stray pets

Animal Complaint ?
Public Health ? abandoned, mistreated or uncared for animal, excessive feces in
yard causing health risks.

Barricade
Pickup/Placement ??request for City staff to deploy or remove barricades
from city street and or sidewalks.

Bicycle Lane Issue??
complaint for users of bike paths to report off-street bike path trail issues
such as pavement, lighting, fencing, signs, debris, overgrown vegetation, etc.
phones or other nuisance conditions on city bicycle paths.

Bridge Complaint
??structural issue that needs attention

Chemical Spill??
chemical contaminant spilled in any non-authorized location in the city.

Commercial Food
Safety/Sanitation Complaint ??unclean or unhealthy conditions suspected at
an eating establishment

Debris in the Street
or Alley?? branches, appliances, or general objects that are blocking an
alleyway or street.

Debris Alley/Street ?
Open 311?? Debris in street or alley reported via the Minneapolis Mobile
Application.

Emergency Pollution
Complaint?same as land, air, water but emergency requiring contact with
911

Exterior Nuisance
Complaint ??nuisance conditions located on the exterior of a building,
such as long grass, debris or trash, or long weeds.

Exterior Nuisance ?
Self Service?? nuisance conditions reportable on the 311 online
applications on the website

Fence or Guardrail
Maintenance?? report about a fence or guardrail along a city street that
may be in disrepair

Fire Hydrant Snow
Issue ??snow is impeding the normal operation of a fire hydrant?.needs to
be shoveled out.

General Street
Complaint?? non-specific problem with a street that does not fit in any
other type of street complaint

Graffiti
complaint/reporting?? tagger or gang graffiti on properties, public signs,
or any surface

Graffiti ? Open
311?? graffiti complaint made via Minneapolis Mobile Application

Hydrant Issue??
hydrant out of service, leaking water, damaged, etc

Illegal Dumping
Complaint?? report of waste being disposed at a location other than where
it was generated and there is proof of the dumping

Land Pollution
Complaint?? contaminant suspected in land that may require environmental
remediation to restore

Licensing
Complaint?? complaints or concerns about a business either licensed by
Minneapolis, or operating without a license.

Newspaper Box
Complaint ??newspaper boxes for community newspapers, shoppers, or even
major dailies in a state of disrepair, or not used, or obstructing the public
right of way.

Noise Pollution
Complaint?? excessive noise that disrupts peace and tranquility of
neighborhoods.

Parking Meter Citation
Issue?report that a defective meter/pay station may have cause the vehicle
owner to get a ticket

Parking Meter
Problem?? parking meter in need of attention or maintenance?possibly
malfunctioning

Parking Meter ?
Open311?? parking meter problem reported via Minneapolis Mobile
Application.

Parking Ramp/Lot
Issue?? problem with ramp such as lights out affecting safety, mechanical
problems with equipment, cluttered or unsafe stairwells.

Parking Violation
Complaint?? someone parked in a no parking zone, fire lane, etc.

Parking Violation ?
Open311 ??parking violation made via Minneapolis Mobile Application

Permitted Work
-?report of concerns about construction work being done on private
property after a permit has been obtained

Pothole?? report
of pavement depression/defect

Pothole ?
Open311?? pothole reported via Minneapolis Mobile Application

Residential Conditions
Complaint?? a structural problem with a residential property with 1-3
dwelling units, such as stairwell needing repair, or a chimney in disrepair, or
a broken window.?

Residential Conditions
Complaint HOD (High Occupancy Dwelling) ??a conditions complaint for
properties with 4 or more residential dwelling units, or a mixed commercial and
residential building, or a commercial building complaint.

Residential Conditions
Complaint Tenant ??a complaint in which the tenant of a 1-3 unit
residential dwelling unit is adversely affected by a condition in a property,
such as nuisance conditions like pests, or heat issues, or malfunctioning equipment.

Residential Conditions
Complaint HOD Tenant -?this is a tenant complaint in a residential
building with 4 or more units, a mixed commercial and residential building, or
a commercial building complaint.

Residential Disability
Zone ??a vehicle parked in a zone reserved for disabled citizens
illegally, or periodically can be reported here.

Sand Barrell
??request to have a sand barrel placed at a location in the City of
Minneapolis

Sewer Issues
??report of sewer issues such as missing grate,?odor, plugged basin,
manhole cover issue, sewer backup, etc.

Sidewalk Obstruction
Complaint ??an object or overhanging bush or tree that prevents public
right of way on the sidewalk

Sidewalk Snow 
Ice Complaint ??sidewalk that has not been maintained after a snow event
or in a melt refreeze cycle.

Sidewalk Snow and Ice
? SS ??sidewalk snow and ice complaint that is reported on the 311
website.

Sidewalk Snow 
Ice ? Open311 ??sidewalk snow  ice report via Minneapolis Mobile
Application

Sidewalk Structural
Complaint ??a sidewalk that is uneven, or fractured can be reported on
this service request.

Sidewalk Structural ?
Open311?? a sidewalk structural complaint made via Minneapolis Mobile
Application

Sign Complaint??
a sign that is not permitted in the city, like a bandit sign for real estate
purchasing companies, or other unwanted signs.

Snow ? Illegal
Dumping?? complaint about snow being shoveled and dumped back into the
street or public right of way.

Snow  Ice
Complaint?? this is a snow and ice complaint in a city street or alley

Special Sweep??
customer can request a street sweep of their street due to dirt or loose debris
in the street

Speed Wagon?? a
request for a speed indicator to be deployed on a city right of way (street) to
indicate vehicle speeds

Sports Equipment in
Street?? items that create obstructions for right of way in streets like
portable basketball hoops.

Street Light ?
New?? a request for the city to deploy a new street light in a given city
street/alley

Street Light
Trouble?? street lights no longer working that need to be replaced

Street Light Trouble ?
Open311 ??street light issues reported via Minneapolis Mobile Application

Streets Snow  Ice
? Open311?? snow and ice complaint via Minneapolis Mobile Application

Traffic Sign ? New
??request for a new traffic sign at an intersection, or somewhere
in??or near the public right of way

Traffic Sign ?
Removal?? request for an existing traffic sign to be removed

Traffic Sign ? Repair
??request for a sign in some level of reported disrepair to be repaired or
restored to fully functional condition

Traffic Sign Repair ?
Open311?? sign repair requested via Minneapolis Mobile Application

Traffic Signal ?
New/Modification?? a request for a new traffic light at an intersection

Traffic Signal Timing
Issue?? a problem with a light that causes delays or spillover traffic in
other intersections due to poorly or disproportionate time given to one right
of way over another.

Traffic Signal
Trouble?? signal has lights out or is malfunctioning in some way

Traffic Signal Trouble
? Open311 ??traffic signal trouble reported via Minneapolis Mobile
Application

Trees Down??
report about a tree or tree branch that is obstruction the public right of way

Unpermitted
Work?? report that indicates concern that a citizen or contractor is performing
work on properties that requires a city of Minneapolis permit

Urgent Pollution
Complaint ??land, air, water pollution complaints that need immediate
attention

Water Main Break
??Report about water leaking or gushing from a main water pipe

Water Pollution
Complaint?? can report concerns about suspected water pollution

Water Quality Issues
??reports about water having color, or fishy taste, or some other concern
about the quality of water.

Water Service Issue
??report about frozen water pipes, leaks, low pressure, no water, etc.

Zoning Ordinance
Complaint?? complaints about zoning regulations",2018-03-01T15:29:15.000Z,2018-03-01T15:31:19.649Z,http://opendata.minneapolismn.gov/datasets/ef54df646b4946d986a3d7a80abf0844_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Public_311_2011/FeatureServer/0,"-93.28819738571332,44.93950172531731,-93.28819738571332,44.93950172531731",http://opendata.minneapolismn.gov/datasets/ef54df646b4946d986a3d7a80abf0844_0
http://opendata.minneapolismn.gov/datasets/5a01f0714ecf474081a733f13281377e_0,Fires Confirmed 2014,For questions about this data please contact?FireOpenData@minneapolismn.govConfirmed fires in the City of Minneapolis for 2014 Year-to-date.,2015-03-11T15:59:35.000Z,2015-12-02T17:02:34.614Z,http://opendata.minneapolismn.gov/datasets/5a01f0714ecf474081a733f13281377e_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/FiresConfirmed2014/FeatureServer/0,"-93.32977600026693,44.8685999999213,-93.19858399969337,45.05680200010466",http://opendata.minneapolismn.gov/datasets/5a01f0714ecf474081a733f13281377e_0
http://opendata.minneapolismn.gov/datasets/7076d964eeab481bb37632b28b8cdcbd_0,PW Bike Trails,"For questions about this
data please contact?PublicWorksOpenData@minneapolismn.gov
?

Attribute Overview :

Bike Trail centerline, Text.

Fields:


 
 
 
 
  Field
  Name
  Field Type
  Field
  Description
 
 
  OBJECTID
  Object ID
  Unique ID
 
 
  TRAIL_NAME
  Text
  Trail
  name
 
 
  SYMBOL_NAME
  Text
  Graphic
  symbol name
 
 
  SEGMENT_LENGTH
  Double
  Graphic
  length
 
 
  BIKE_TRAIL_CLINE_CREATED
  Date
  Graphic
  creation date
 
 
  BIKE_TRAIL_CLINE_REVD
  Date
  Graphic
  revision date
 
 
  TRAIL_F_NAME
  Text
  Trail
  from name
 
 
  TRAIL_T_NAME
  Text
  Trail
  to name
 
 
  Shape
  Geometry
  Geometry
 
 
  Shape.STLength()
  Double
  Graphic
  length
 Symbol Name Definitions:
 
  
  Symbol
  Name
  
  
  Definition
  
 
 
  
  TRAIL_BIKE
  
  
  Bike
  Trail Centerline
  
 
",2018-02-21T20:38:14.000Z,2018-02-21T21:30:08.030Z,http://opendata.minneapolismn.gov/datasets/7076d964eeab481bb37632b28b8cdcbd_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PW_Bike_Trails/FeatureServer/0,"-93.329074333923,44.90153658175143,-93.19781133928889,45.05127217202352",http://opendata.minneapolismn.gov/datasets/7076d964eeab481bb37632b28b8cdcbd_0
http://opendata.minneapolismn.gov/datasets/77c3283978464432b9a391b8b9cf7885_0,Air Quality Survey,"For questions about this data please contact?HealthOpenData@minneapolismn.govFor more information about Air Quality in the City of Minneapolis, check the?Health Department's page?on the City websiteAttribute InformationDate?? The month and year during which this sample was collected. Each sample is collected over a period of 72-hours. The exact dates of collection are not specified on this dataset.Can ID ??A unique identifier for this sample and is determined by concatenating the collecting Summa canister?s identification number with the month and year of collection.Parameter ??The chemical (for this study, all are Volatile Organic Compounds, or VOCs) for which the result is reported.Results ??The amount of the particular VOC (parameter) detected in this sample. All results above the detection limit are reported in this dataset.Units ??The units in which the result is reported. All results are reported in units of micrograms per cubic meter (?g/m3).CAS ??The CAS Registry Number, also referred to as CASRN or CAS Number, is a unique numerical identifier assigned by Chemical Abstracts Service to every chemical substance described in the open scientific literature.HRV ??A Health Risk Value (HRV) is the concentration of a chemical that is likely to pose little or no risk to human health and is being used by our study as a reference level for comparing the results. Most HRVs are expressed as concentrations of micrograms of chemical per cubic meter of air (?g/m3). HRVs are developed to protect human health for a specified length of exposure (e.g., one hour, 13 weeks, a lifetime). In cases where an HRV promulgated using the public process described in the Administrative Procedures Act (Minnesota Statutes Chapter 14) was not available as a reference level, we instead used the recommended exposure limit (REL) from the National Institute for Occupational Safety and Health (NIOSH) or the permissible exposure limit (PEL) from the Occupational Safety and Health Administration (OSHA), selecting the most conservative level. For purposes of our study, all reference levels (HRVs, RELs, and PELs) will be referred to as a Health Risk Value.Units -?The units associated with the HRV, REL, or PEL reference level. All reference levels have been converted to units of micrograms per cubic meter (?g/m3).HRV Types ??The type (HRV, REL, or PEL) of reference level selected. For the purpose of this study, all are referred to as a Health Risk Value. The value selected was the lowest, most conservative value.Name ??The name of the location. Volunteer names and business names are left blank.Description ??The type of location where the canister was placed. Volunteer locations are typically residential sites where the property owner/occupant hosts a sampling Summa canister. Business locations, which are also VOC emitters, who are voluntarily participating in the study. ?MPCA locations are sites of existing Minnesota Pollution Control Agency air monitors sampling for VOCs where a sampling Summa canister is placed for data comparison. MPRB locations are Minneapolis Park and Recreation Board properties. Sponsored locations are sites where the community has paid for additional sampling Summa canisters to be placed.Address ??The address at or near where the sampling Summa canister was placed.City ??For mapping purposes, we have included the city where the sampling Summa canister was placed (all are within the Minneapolis boundary).State ??For mapping purposes, we have included the state where the sampling Summa canister was placed.Zip ??For mapping purposes, we have included the zip code where the sampling Summa canister was placed.",2015-04-27T17:25:16.000Z,2015-12-02T17:28:23.390Z,http://opendata.minneapolismn.gov/datasets/77c3283978464432b9a391b8b9cf7885_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/AirQualitySurvey2015Update/FeatureServer/0,"-93.32676124159701,44.89270886631688,-93.208779105617,45.04759052202385",http://opendata.minneapolismn.gov/datasets/77c3283978464432b9a391b8b9cf7885_0
http://opendata.minneapolismn.gov/datasets/944cbb45a5fd4f6dbee2f7136f166184_0,Police Incidents 2013,For questions about this data please contact?PoliceOpenData@minneapolismn.govPolice Incidents for 2013,2017-03-06T14:42:41.000Z,2018-06-29T16:42:44.745Z,http://opendata.minneapolismn.gov/datasets/944cbb45a5fd4f6dbee2f7136f166184_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PoliceOffense2013/FeatureServer/0,"-93.329,44.89,-93.2,45.051",http://opendata.minneapolismn.gov/datasets/944cbb45a5fd4f6dbee2f7136f166184_0
http://opendata.minneapolismn.gov/datasets/16aa315d624d4f988f2d0c49d0ea1be5_0,Activity Centers,"For questions about this data please contact?CPEDOpenData@minneapolismn.gov



?

Designated land use
features from the City's adopted comprehensive plan.",2017-03-17T14:25:54.000Z,2017-03-17T14:27:09.011Z,http://opendata.minneapolismn.gov/datasets/16aa315d624d4f988f2d0c49d0ea1be5_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Activity_Centers/FeatureServer/0,"-93.32902535322283,44.910718812062626,-93.2132016367271,45.01492409567304",http://opendata.minneapolismn.gov/datasets/16aa315d624d4f988f2d0c49d0ea1be5_0
http://opendata.minneapolismn.gov/datasets/0f8cd532bc9a48518d6e69d681a0ffb9_0,Community Corridors,For questions about this data please contact?CPEDOpenData@minneapolismn.govDesignated land use features from the City's Adopted comprehensive plan.,2014-12-10T14:41:38.000Z,2015-12-02T18:44:29.658Z,http://opendata.minneapolismn.gov/datasets/0f8cd532bc9a48518d6e69d681a0ffb9_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Community_Corridors/FeatureServer/0,"-93.32911431400622,44.889803287071096,-93.20333176078049,45.04393324382811",http://opendata.minneapolismn.gov/datasets/0f8cd532bc9a48518d6e69d681a0ffb9_0
http://opendata.minneapolismn.gov/datasets/215b4b543d894750aef86c725b56ee2a_0,Police Stop Data,"Field Descriptions

?

PoliceStopDataID = unique internal identifier from the database table

MasterIncidentNumber =? ?a concatenation of the
2-digit year in which the incident was created, followed by a dash and then a 6-digit
number of sequence for the agency.

ResponseDate
= the timestamp of when the incident was created into the system.

Reason = the
purpose that prompted the creation of the incident.

Problem =
the nature of the incident that was created.

CallDisposition
= the code that was used to
clear a call. This code is determined by the last primary police unit to leave
the scene.

Citation Issued
= a boolean value of whether a citation was issued during the incident.

Person Search
= a boolean value of whether there was a person searched during the incident.

Vehicle Search
= a boolean value of whether there was a vehicle searched during the incident.

Pre-Race = a
potential predetermination of the subjects?s racial makeup. This value could be
determined before incident created (dispatched or self-initiated) or
afterwards.

Race = the
determined racial makeup of the subject of the incident.

Gender = the
determined gender of the subject of the incident.

Lat = The
anonymized latitude of the incident.

Long = The
anonymized longitude of the incident.

X = The
anonymized Web Mercator X coordinate of the incident.

Y = The
anonymized Web Mercator Y coordinate of the incident.

Police Precinct
= The police precinct of the incident. Note that occasionally due to the
anonymization process, if a point is on the boundary of a precinct, it may fall
into either precinct.

Neighborhood
= The neighborhood of the incident. Note that occasionally due to the
anonymization process, if a point is on the boundary of a neighborhood, it may
fall into either neighborhood.

Last Update Date = the date the row was last updated in Open Data.",2017-08-01T18:59:46.000Z,2018-07-19T13:46:34.345Z,http://opendata.minneapolismn.gov/datasets/215b4b543d894750aef86c725b56ee2a_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Stop_Data/FeatureServer/0,"-93.3291541298334,0.0,0.0,45.05124483103548",http://opendata.minneapolismn.gov/datasets/215b4b543d894750aef86c725b56ee2a_0
http://opendata.minneapolismn.gov/datasets/ec8f6413eaf4406b97e8bef6fe32b7a7_0,Fire Districts,For questions about this data please contact?FireOpenData@minneapolismn.govMap service showing the Fire Districts for the Minneapolis Fire Department.,2015-04-14T14:29:42.000Z,2018-06-29T16:42:43.502Z,http://opendata.minneapolismn.gov/datasets/ec8f6413eaf4406b97e8bef6fe32b7a7_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/FireDistricts/FeatureServer/0,"-93.32910836426294,44.89015200184134,-93.18961599873607,45.051246260236795",http://opendata.minneapolismn.gov/datasets/ec8f6413eaf4406b97e8bef6fe32b7a7_0
