identifier,title,description,issued,landingPage,webService,spatial
http://data-carrollco-md.opendata.arcgis.com/datasets/c92bb935166041c9b054afd52a80b9fd_0,CorporateLimits CarrollCounty,Corporate Limits for Carroll County Maryland,2016-06-20T19:31:02.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/c92bb935166041c9b054afd52a80b9fd_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/CorporateLimits_CarrollCounty/FeatureServer/0,"-77.19437341860119,39.357911976501825,-76.83261393285315,39.68353441704176",http://data-carrollco-md.opendata.arcgis.com/datasets/c92bb935166041c9b054afd52a80b9fd_0
http://data-carrollco-md.opendata.arcgis.com/datasets/c3f142681bbf403eaa3ddb2a3958cacd_0,Parcels CarrollCounty,"Parcels for Carroll County, Maryland",2016-06-27T11:54:53.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/c3f142681bbf403eaa3ddb2a3958cacd_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/Parcels_CarrollCounty/FeatureServer/0,"-77.31009319737697,39.347972488185654,-76.78867625960676,39.72076775934461",http://data-carrollco-md.opendata.arcgis.com/datasets/c3f142681bbf403eaa3ddb2a3958cacd_0
http://data-carrollco-md.opendata.arcgis.com/datasets/895f7234aabe4b00879abeef2d07a149_0,ObservationWells,Observation Wells,2016-08-23T16:56:37.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/895f7234aabe4b00879abeef2d07a149_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/ObservationWells/FeatureServer/0,"-77.1828988938075,39.36246268167257,-76.83863189612694,39.66645230889927",http://data-carrollco-md.opendata.arcgis.com/datasets/895f7234aabe4b00879abeef2d07a149_0
http://data-carrollco-md.opendata.arcgis.com/datasets/7c1505d2b61d4511a0d3237b5ac0ec36_0,ForestConservation CarrollCounty,Forest Conservation Easements for Carroll County Maryland,2016-06-23T12:58:55.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/7c1505d2b61d4511a0d3237b5ac0ec36_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/ForestConservation_CarrollCounty/FeatureServer/0,"-77.29335936576204,39.35440964848274,-76.8011127120865,39.71948007968819",http://data-carrollco-md.opendata.arcgis.com/datasets/7c1505d2b61d4511a0d3237b5ac0ec36_0
http://data-carrollco-md.opendata.arcgis.com/datasets/a6536d66ac494db58009d88d35b1864c_0,AddressPoints CarrollCounty,Address Points for Carroll County Maryland,2016-06-20T19:57:33.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/a6536d66ac494db58009d88d35b1864c_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/AddressPoints_CarrollCounty/FeatureServer/0,"-77.30410843326338,39.349284465250015,-76.78884167409053,39.72048607536487",http://data-carrollco-md.opendata.arcgis.com/datasets/a6536d66ac494db58009d88d35b1864c_0
http://data-carrollco-md.opendata.arcgis.com/datasets/e062d63ee91f49728fe9638a32663da5_0,Park Sites,"Park Sites and Trails in Carroll County, Maryland",2016-09-29T11:52:52.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/e062d63ee91f49728fe9638a32663da5_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/Parks_CarrollCounty/FeatureServer/0,"-77.26761317911816,39.36150304520184,-76.83779518309517,39.68365595581781",http://data-carrollco-md.opendata.arcgis.com/datasets/e062d63ee91f49728fe9638a32663da5_0
http://data-carrollco-md.opendata.arcgis.com/datasets/e062d63ee91f49728fe9638a32663da5_1,Park Trails,"Park Sites and Trails in Carroll County, Maryland",2016-09-29T11:52:52.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/e062d63ee91f49728fe9638a32663da5_1,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/Parks_CarrollCounty/FeatureServer/1,"-77.26761317911816,39.36150304520184,-76.83779518309517,39.68365595581781",http://data-carrollco-md.opendata.arcgis.com/datasets/e062d63ee91f49728fe9638a32663da5_1
http://data-carrollco-md.opendata.arcgis.com/datasets/0229965192da4d48b38fc61668b71615_0,WaterServiceAreas CarrollCounty,Water Service Areas for Carroll County Maryland,2016-06-24T14:52:29.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/0229965192da4d48b38fc61668b71615_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/WaterServiceAreas_CarrollCounty/FeatureServer/0,"-77.19564684682784,39.35790986467227,-76.83261273692504,39.68353441534746",http://data-carrollco-md.opendata.arcgis.com/datasets/0229965192da4d48b38fc61668b71615_0
http://data-carrollco-md.opendata.arcgis.com/datasets/ecaf023ded474b6f8e1248e0a37f291f_0,AgPreservation CarrollCounty,Ag Preservation easements for Carroll County Maryland,2016-11-14T14:30:16.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/ecaf023ded474b6f8e1248e0a37f291f_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/AgPreservation_CarrollCounty/FeatureServer/0,"-77.30963429726715,39.35308988931402,-76.79703127428253,39.720580861224335",http://data-carrollco-md.opendata.arcgis.com/datasets/ecaf023ded474b6f8e1248e0a37f291f_0
http://data-carrollco-md.opendata.arcgis.com/datasets/85c16092982d4e16bb97d495e5167fe5_0,Buildings CarrollCounty,Buildings for Carroll County Maryland,2016-06-21T19:48:26.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/85c16092982d4e16bb97d495e5167fe5_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/Buildings_CarrollCounty/FeatureServer/0,"-77.30541936358989,39.34920737583918,-76.78613263558609,39.72151993474959",http://data-carrollco-md.opendata.arcgis.com/datasets/85c16092982d4e16bb97d495e5167fe5_0
http://data-carrollco-md.opendata.arcgis.com/datasets/6c924cbfc858475ab4136284b9ed22ef_0,SurveyControl CarrollCounty,"Suvery Control Monuments in Carroll County, Maryland",2016-06-30T18:03:44.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/6c924cbfc858475ab4136284b9ed22ef_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/SurveyControl_CarrollCounty/FeatureServer/0,"-77.29821747418193,39.35213274986338,-76.78961791400842,39.720674811241274",http://data-carrollco-md.opendata.arcgis.com/datasets/6c924cbfc858475ab4136284b9ed22ef_0
http://data-carrollco-md.opendata.arcgis.com/datasets/dc97df18b0e940ab991feeda596269b1_0,Boundary CarrollCounty,Boundary for Carroll County Maryland,2016-06-21T19:42:35.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/dc97df18b0e940ab991feeda596269b1_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/Boundary_CarrollCounty/FeatureServer/0,"-77.3100941379461,39.34798081345877,-76.78867852849878,39.720775719164195",http://data-carrollco-md.opendata.arcgis.com/datasets/dc97df18b0e940ab991feeda596269b1_0
http://data-carrollco-md.opendata.arcgis.com/datasets/9cfc1afecc1549df8ed57a3356a59e88_0,SewerServiceAreas CarrollCounty,Sewer Service Areas for Carroll County Maryland,2016-06-24T13:18:55.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/9cfc1afecc1549df8ed57a3356a59e88_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/SewerServiceAreas_CarrollCounty/FeatureServer/0,"-77.19564565906255,39.358324807486156,-76.83261393284461,39.68353442064429",http://data-carrollco-md.opendata.arcgis.com/datasets/9cfc1afecc1549df8ed57a3356a59e88_0
http://data-carrollco-md.opendata.arcgis.com/datasets/059240c4135b411eb2aef4af356a485d_0,Roads CarrollCounty,Road Centerlines for Carroll County Maryland,2016-06-21T20:01:08.000Z,http://data-carrollco-md.opendata.arcgis.com/datasets/059240c4135b411eb2aef4af356a485d_0,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/Roads_CarrollCounty/FeatureServer/0,"-77.30100668543491,39.339216745783474,-76.78580313996527,39.72294490543953",http://data-carrollco-md.opendata.arcgis.com/datasets/059240c4135b411eb2aef4af356a485d_0
