publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
   Harford County Government,"[u'Harford', u'Maryland', u'Environment', u'Environmental', u'Base', u'Basemap', u'Soils']",http://planning-harfordgis.opendata.arcgis.com/datasets/89f1459f2ad74be09652f1641f26ede2_0,Soil Classifications,Soil classifications based upon NRCS Soil Survey.,2018-11-16T18:18:50.000Z,2018-11-16T21:11:00.067Z,http://planning-harfordgis.opendata.arcgis.com/datasets/89f1459f2ad74be09652f1641f26ede2_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/SoilClassifications/FeatureServer/0,"-76.57128001784756,39.3903504072688,-76.0822437515879,39.72027593950578",http://planning-harfordgis.opendata.arcgis.com/datasets/89f1459f2ad74be09652f1641f26ede2_0
   Harford County Government,"[u'Chesapeake Harford Critical', u'Environmental', u'Planning', u'Harford', u'Maryland', u'Environment', u'Land Preservation', u'Land Use']",http://planning-harfordgis.opendata.arcgis.com/datasets/d680cc00449d47ed95d1ee069cbf31e3_0,Chesapeake Bay Critical Area,"Designations along the Chesapeake Bay and tidal water
shoreline to manage land use.",2018-11-14T21:04:55.000Z,2018-11-14T21:19:22.105Z,http://planning-harfordgis.opendata.arcgis.com/datasets/d680cc00449d47ed95d1ee069cbf31e3_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/ChesapeakeBayCriticalArea/FeatureServer/0,"-76.37773345539901,39.389094391577736,-76.08255853390409,39.626678313720035",http://planning-harfordgis.opendata.arcgis.com/datasets/d680cc00449d47ed95d1ee069cbf31e3_0
   Harford County Government,"[u'Harford', u'Maryland', u'Planning', u'Development', u'Land Use', u'Boundaries', u'Land Preservation']",http://planning-harfordgis.opendata.arcgis.com/datasets/400b656046c4405a840e3710f31f71f2_0,Development Envelope,"Targeted area for growth to maximize efficient use of public
infrastructure.",2018-11-15T16:39:38.000Z,2018-11-16T19:46:56.557Z,http://planning-harfordgis.opendata.arcgis.com/datasets/400b656046c4405a840e3710f31f71f2_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/DevelopmentEnvelope/FeatureServer/0,"-76.40545281108714,39.39279030047798,-76.08312516336613,39.58304737020138",http://planning-harfordgis.opendata.arcgis.com/datasets/400b656046c4405a840e3710f31f71f2_0
   Harford County Government,"[u'Harford', u'Maryland', u'Zoning', u'Planning', u'Boundaries']",http://planning-harfordgis.opendata.arcgis.com/datasets/06c161a4fba24d638306d6d72fc325b1_0,Zoning Designations,"Harford County 2017 Zoning Map.All official Zoning Maps shall be permanently
kept on file with the Harford County Council Administrator and a copy of the maps
shall be on file in the Department of Planning and Zoning. The maps
shall be made available to the public for public inspection during
normal County business hours, and the Department of Planning and Zoning
shall provide for the sale of the maps to the general public.",2018-11-16T18:38:56.000Z,2018-11-16T19:12:47.105Z,http://planning-harfordgis.opendata.arcgis.com/datasets/06c161a4fba24d638306d6d72fc325b1_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/2017Zoning/FeatureServer/0,"-76.57145245008658,39.39255236474649,-76.0812757866282,39.72017130890418",http://planning-harfordgis.opendata.arcgis.com/datasets/06c161a4fba24d638306d6d72fc325b1_0
   Harford County Government,"[u'Harford', u'Maryland', u'Agriculture', u'Agricultural Preservation', u'Planning', u'Preservation', u'Land Preservation', u'Land Use']",http://planning-harfordgis.opendata.arcgis.com/datasets/bfb572a96ee949e9b310e97460bc276c_0,Sustainable Growth and Agricultural Preservation Act of 2012,"Tier 1: Locally designated growth area; Designated S1 in County Water 
 Sewerage Master Plan; Existing sewerage service area. Tier 2: 
Locally designated growth area; Planned to be served by public sewerage 
systems as noted in the County Water  Sewerage Master Plan. Tier 3:
 (9) Designated Rural Villages; Parcels zoned RR, VR, VB; (83) Parcels 
zoned AG but entirely surrounded by Tier 3. Tier 4: Priority 
Preservation Area; Rural Legacy Areas; Parks, MET  MHT Easements 
 Agricultural Preservation Easements (outside of Development 
Envelope); Parcels zoned AG (outside of Development Envelope); Parcels 
zoned B1, B2, B3, CI, GI  LI (outside of Development Envelope).",2018-11-16T16:55:28.000Z,2018-11-16T21:13:58.060Z,http://planning-harfordgis.opendata.arcgis.com/datasets/bfb572a96ee949e9b310e97460bc276c_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/SB236/FeatureServer/0,"-76.57142959927704,39.3924548185821,-76.0812973292986,39.72017147633303",http://planning-harfordgis.opendata.arcgis.com/datasets/bfb572a96ee949e9b310e97460bc276c_0
   Harford County Government,"[u'Harford', u'Maryland', u'Zip', u'Zipcode', u'Boundaries']",http://planning-harfordgis.opendata.arcgis.com/datasets/30da3a6d0a194876b03afc86845553fe_0,Zip Code Boundaries,Harford County Zip Code boundaries.,2018-11-16T18:36:05.000Z,2018-11-16T20:33:27.386Z,http://planning-harfordgis.opendata.arcgis.com/datasets/30da3a6d0a194876b03afc86845553fe_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/ZipCodes/FeatureServer/0,"-76.57214988736362,39.276031915888844,-76.05669994013695,39.71987356610136",http://planning-harfordgis.opendata.arcgis.com/datasets/30da3a6d0a194876b03afc86845553fe_0
   Harford County Government,"[u'Harford', u'Maryland', u'Environmental', u'Environment', u'Conservation', u'Planning']",http://planning-harfordgis.opendata.arcgis.com/datasets/714fdcdaa7994bb1b774714df6ab34bc_0,SourceWaterProtectionAreas,"Designated areas surrounding
public wells to help protect water supply sources.",2018-11-16T18:22:11.000Z,2018-11-16T21:01:56.951Z,http://planning-harfordgis.opendata.arcgis.com/datasets/714fdcdaa7994bb1b774714df6ab34bc_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/SourceWaterProtectionAreas/FeatureServer/0,"-76.53939216293082,39.41902776098139,-76.0951752885672,39.72201303557934",http://planning-harfordgis.opendata.arcgis.com/datasets/714fdcdaa7994bb1b774714df6ab34bc_0
   Harford County Government,"[u'Harford', u'Maryland', u'Planning', u'Land Use', u'Boundaries', u'Zoning']",http://planning-harfordgis.opendata.arcgis.com/datasets/ad82a09994264c8383759f0ad2e01ce0_0,Land Use Designations,"Designated areas for future development and conservation
practices in Harford County Maryland.",2018-11-16T16:24:26.000Z,2018-11-16T19:53:15.846Z,http://planning-harfordgis.opendata.arcgis.com/datasets/ad82a09994264c8383759f0ad2e01ce0_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/2016LandUse/FeatureServer/0,"-76.57232971087093,39.24336982985947,-76.00415742779693,39.719546780412365",http://planning-harfordgis.opendata.arcgis.com/datasets/ad82a09994264c8383759f0ad2e01ce0_0
   Harford County Government,"[u'Harford', u'Maryland', u'Environmental', u'Environment', u'Water', u'Planning']",http://planning-harfordgis.opendata.arcgis.com/datasets/4de1bc56c7164a27be9411166e00628d_0,Watersheds,Watersheds and subwatersheds of Harford County.,2018-11-16T18:32:51.000Z,2018-11-16T20:42:19.382Z,http://planning-harfordgis.opendata.arcgis.com/datasets/4de1bc56c7164a27be9411166e00628d_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/Watersheds/FeatureServer/0,"-76.57199929709975,39.300738627762435,-76.05666937328299,39.719895022530494",http://planning-harfordgis.opendata.arcgis.com/datasets/4de1bc56c7164a27be9411166e00628d_0
   Harford County Government,"[u'Harford', u'Maryland', u'Planning', u'Development', u'Land Use']",http://planning-harfordgis.opendata.arcgis.com/datasets/17dfd30af2954aada011e8064981009e_0,Enterprise Zones,"Areas to foster redevelopment in underutilized areas, promote job
creation and business retention.",2018-11-16T14:31:26.000Z,2018-11-16T19:39:34.477Z,http://planning-harfordgis.opendata.arcgis.com/datasets/17dfd30af2954aada011e8064981009e_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/EnterpriseZones/FeatureServer/0,"-76.37457605514889,39.40485334790738,-76.08328368132085,39.569159958219906",http://planning-harfordgis.opendata.arcgis.com/datasets/17dfd30af2954aada011e8064981009e_0
