publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://ogrip-geohio.opendata.arcgis.com/datasets/4a84ec5d58a345f5b4ea0ef494819df1_3,Colleges,"Polygon layer showing the locations of colleges throughout Stark County, Ohio.",2015-01-12T15:11:14.000Z,2018-02-12T19:10:04.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/4a84ec5d58a345f5b4ea0ef494819df1_3,https://scgisa.starkcountyohio.gov/arcgis/rest/services/RegionalPlanningCommission/CommunityFeatures/MapServer/3,"-81.4931,40.7606,-81.1058,40.9107"
http://ogrip-geohio.opendata.arcgis.com/datasets/a7f8a76cd5d2459eab4a45edb28dddfe_0,Combined Parcels View State Plane NAD83,"Combined Tax Parcels featureclass with CAMA Real Property characteristics within Cuyahoga County, Ohio. Native State Plane NAD83 Projected Coordinate System. (Please note: When downloading from our Open Data portal, it will be converted to WGS84.) LAST UPDATED NOVEMBER 2017.",2017-05-24T16:14:20.000Z,2018-03-27T15:39:09.448Z,http://ogrip-geohio.opendata.arcgis.com/datasets/a7f8a76cd5d2459eab4a45edb28dddfe_0,https://utility.arcgis.com/usrsvcs/servers/a7f8a76cd5d2459eab4a45edb28dddfe/rest/services/CUYAHOGA_BASE/Combined_Parcels_View_CAMA_RP_SP_NAD83/MapServer/0,"-81.9717,41.2713,-81.3712,41.6349"
http://ogrip-geohio.opendata.arcgis.com/datasets/42698b87fb2e46e3afd9ea1c8180a13f_1,Churches,"Point layer consisting of church locations throughout Stark County, Ohio.",2015-01-12T15:08:48.000Z,2018-02-12T19:08:28.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/42698b87fb2e46e3afd9ea1c8180a13f_1,https://scgisa.starkcountyohio.gov/arcgis/rest/services/RegionalPlanningCommission/CommunityFeatures/MapServer/1,"-81.6506,40.6402,-81.0821,40.9886"
http://ogrip-geohio.opendata.arcgis.com/datasets/ce4a8d53bc084a82adb3ed7972b479b6_6,Venues,"Point layer showing the location of venues throughout Stark County, Ohio. The venues consist of museums, libraries, stadiums, shopping areas, and venue seating areas.",2015-01-12T15:17:46.000Z,2018-02-12T19:34:48.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/ce4a8d53bc084a82adb3ed7972b479b6_6,https://scgisa.starkcountyohio.gov/arcgis/rest/services/RegionalPlanningCommission/CommunityFeatures/MapServer/6,"-81.6419,40.6488,-81.0912,40.975"
http://ogrip-geohio.opendata.arcgis.com/datasets/037c3d5dc4a749fbb3f8ed628646c254_13,Park Facilities,The City of Dublin's main recreation map layers.,2013-09-09T15:24:53.000Z,2015-06-19T21:44:53.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/037c3d5dc4a749fbb3f8ed628646c254_13,http://mapping.dublin.oh.us/ArcGIS/rest/services/Recreation/MapServer/13,"-83.2492,40.0024,-83.0498,40.1961"
http://ogrip-geohio.opendata.arcgis.com/datasets/bbaef06e8a9c4ca1ba0fee6e6dca33a8_8,Zoning Districts,"Data used for community planning in the City of Dublin, OH",2015-06-17T15:39:07.000Z,2017-09-09T13:55:13.742Z,http://ogrip-geohio.opendata.arcgis.com/datasets/bbaef06e8a9c4ca1ba0fee6e6dca33a8_8,http://mapping.dublin.oh.us/arcgis/rest/services/Planning/MapServer/8,"-83.2509,39.8281,-82.7706,40.1997"
http://ogrip-geohio.opendata.arcgis.com/datasets/cde2a6d7bed4411993d0b8eefc35406b_4,Jurisdictions,Boundary layer that showing all 31 jurisdictions within Summit County.,2015-01-08T15:58:21.000Z,2018-02-13T13:42:30.773Z,http://ogrip-geohio.opendata.arcgis.com/datasets/cde2a6d7bed4411993d0b8eefc35406b_4,http://summitmaps.summitoh.net/arcgis/rest/services/Fiscal_Mercator/MapServer/4,"-81.6898,40.9062,-81.3872,41.3519"
http://ogrip-geohio.opendata.arcgis.com/datasets/bbaef06e8a9c4ca1ba0fee6e6dca33a8_2,Zoning Districts,"Data used for community planning in the City of Dublin, OH",2015-06-17T15:39:07.000Z,2016-10-27T14:35:04.904Z,http://ogrip-geohio.opendata.arcgis.com/datasets/bbaef06e8a9c4ca1ba0fee6e6dca33a8_2,http://mapping.dublin.oh.us/arcgis/rest/services/Planning/MapServer/2,"-83.2509,39.8281,-82.7706,40.1997"
http://ogrip-geohio.opendata.arcgis.com/datasets/bbaef06e8a9c4ca1ba0fee6e6dca33a8_3,Future Land Use,"Data used for community planning in the City of Dublin, OH",2015-06-17T15:39:07.000Z,2017-09-09T13:54:20.279Z,http://ogrip-geohio.opendata.arcgis.com/datasets/bbaef06e8a9c4ca1ba0fee6e6dca33a8_3,http://mapping.dublin.oh.us/arcgis/rest/services/Planning/MapServer/3,"-83.2509,39.8281,-82.7706,40.1997"
http://ogrip-geohio.opendata.arcgis.com/datasets/5abcc257d6734f1e8b3d8717cd049bb6_4,Health Clinics,"Point layer showing locations of hospitals and clinics throughout Stark County, Ohio.",2015-01-12T15:15:51.000Z,2018-02-12T19:13:33.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/5abcc257d6734f1e8b3d8717cd049bb6_4,https://scgisa.starkcountyohio.gov/arcgis/rest/services/RegionalPlanningCommission/CommunityFeatures/MapServer/4,"-81.5191,40.7639,-81.0968,40.9711"
http://ogrip-geohio.opendata.arcgis.com/datasets/48a34310312440c29745d00e788b17aa_2,Schools,"Point layer showing locations of schools within Stark County, Ohio. Types of schools consist of elementary, middle, high, alternative, parochial, learning/development, juvenile facilities, and academies.",2015-01-12T15:09:37.000Z,2018-02-12T19:26:45.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/48a34310312440c29745d00e788b17aa_2,https://scgisa.starkcountyohio.gov/arcgis/rest/services/RegionalPlanningCommission/CommunityFeatures/MapServer/2,"-81.6346,40.635,-81.0887,40.9807"
http://ogrip-geohio.opendata.arcgis.com/datasets/bf033059620f4eda81d06f26c1318568_8,Zoning Districts,"?This map includes City of Dublin zoning district classifications?approved by Dublin City Council as of April 9, 2012 and effective on May 9, 2012. The Zoning Map is updated as additional properties are rezoned in the city. For the latest zoning applicable to your property, please contact Planning at 614.410.4600.",2013-09-10T11:23:21.000Z,2017-09-09T13:44:51.570Z,http://ogrip-geohio.opendata.arcgis.com/datasets/bf033059620f4eda81d06f26c1318568_8,http://mapping.dublin.oh.us/arcgis/rest/services/Planning/MapServer/8,"-83.2026,40.0629,-83.0889,40.1635"
