publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
ArcGIS Online for Maryland,"[u'MD', u'MD iMAP', u'Maryland', u'Biomass', u'BIOT', u'Nature', u'Biota', u'Raster', u'Dynamic', u'WMS', u'WCS', u'Image Service', u'UMD', u'NASA']",http://data.imap.maryland.gov/datasets/267d3537cce44526ae51e7993fc8c447,Maryland Canopy Height - Image Service,This is a MD iMAP hosted service. Find more information at?http://imap.maryland.gov.Statewide tree canopy height at 30 meter resolution.Last Updated: 11/2013Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Biota/MD_CanopyHeight/ImageServer,2018-02-20T18:34:27.000Z,2018-02-20T18:39:00.000Z,http://data.imap.maryland.gov/datasets/267d3537cce44526ae51e7993fc8c447,https://geodata.md.gov/imap/rest/services/Biota/MD_CanopyHeight/ImageServer,"-79.5203,37.8322,-75.0486,39.8076"
ArcGIS Online for Maryland,"[u'WAC', u'Property boundary', u'Boundary', u'Boundaries', u'Property Boundary Polygon', u'Washington College', u'Maryland', u'MD', u'BNDY', u'MD iMAP', u'Structure', u'STRU', u'Vector', u'Dynamic', u'Admin Boundary', u'Administrative Boundary', u'School Boundary', u'Washington College Boundaries', u'WMS', u'WFS', u'KML']",http://data.imap.maryland.gov/datasets/d77de5073eed47a497e3cfa79bfc4ca9_11,Maryland Campus Facilities - WAC Administrative Area Boundaries,This is a MD iMAP hosted service layer. Find more information at?http://imap.maryland.gov.Polygon layer representing the administrative boundary of Washington College property.?Last Updated: 11/01/2017Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Structure/MD_CampusFacilities/FeatureServer/11,2017-11-01T18:08:58.000Z,2018-02-21T20:05:31.000Z,http://data.imap.maryland.gov/datasets/d77de5073eed47a497e3cfa79bfc4ca9_11,https://geodata.md.gov/imap/rest/services/Structure/MD_CampusFacilities/FeatureServer/11,"-76.0732,39.204,-75.9833,39.222"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'Image Service', u'Raster', u'Dynamic', u'WMS', u'WCS', u'DoIT', u'Department of Information Technology', u'USDA', u'Imagery', u'Three Inch', u'Rockville', u'Gaithersburg', u'Annapolis', u'Easton', u'Aerial', u'IMAG']",http://data.imap.maryland.gov/datasets/696f34fa05784ac6b1db6238c2c82425,Maryland Three Inch Imagery - Image Service,"This is a MD iMAP hosted service. Find more information at?http://imap.maryland.gov.This image service provides Three Inch resolution aerial imagery for the State of Maryland. The imagery for this service is composed of imagery flown in 2014 (Annapolis, Rockville and Gaithersburg) and 2016 (Easton).?Last Updated: 05/2017Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Imagery/MD_ThreeInchImagery/ImageServer",2018-02-20T19:38:58.000Z,2018-02-22T02:54:18.288Z,http://data.imap.maryland.gov/datasets/696f34fa05784ac6b1db6238c2c82425,https://geodata.md.gov/imap/rest/services/Imagery/MD_ThreeInchImagery/ImageServer,"-77.255,38.72,-76.0222,39.1739"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'environment', u'ENVL', u'DNR', u'Maryland Department of Natural Resources', u'vector', u'dynamic', u'WMS', u'WFS', u'Rural Legacy', u'protected lands']",http://data.imap.maryland.gov/datasets/42561cb1eecf460da35825fc974517cf_72,Maryland Rural Legacy 2016 Acquisitions General,"This is a MD iMAP hosted service. Find more information on?http://imap.maryland.gov.The Rural Legacy Program provides the focus and funding necessary to protect large, contiguous tracts of land and other strategic areas from sprawl development and to enhance natural resource, agricultural, forestry and environmental protection through cooperative efforts among state and local governments and land trusts. Protection is provided through the acquisition of easements and fee estates from willing landowners and the supporting activities of Rural Legacy Sponsors and local governments.This file consists of properties that have been protected using Rural Legacy funds. In the case of a project with multiple parcels, the Identify results will indicate the total acreage and BPW amount for the project. Hence, you will see the same acreage, BPW amount and TEA result for each part of the project.?Last Updated: 3/31/2016Feature Service Link:?https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/72",2016-04-28T18:17:08.000Z,2018-02-22T14:40:15.367Z,http://data.imap.maryland.gov/datasets/42561cb1eecf460da35825fc974517cf_72,https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/72,"-77.698,38.1297,-75.3594,39.632"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'Biomass', u'BIOT', u'Nature', u'Biota', u'Raster', u'Dynamic', u'WMS', u'WCS', u'Image Service', u'UMD', u'NASA']",http://data.imap.maryland.gov/datasets/f70ada30bd29428395186ce5f3a618c5,Maryland Canopy Cover - Image Service,"This is a MD iMAP hosted service. Find more information at?http://imap.maryland.gov.Statewide (30m) and individual County (1m, 1.2m, 2m) high resolution tree canopy cover showing forest vs non-forest land. High Resolution Carbon Monitoring and Modeling: A NASA CMS Phase II StudyLast Updated: 11/2013Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Biota/MD_CanopyCover/ImageServer",2018-02-20T18:13:10.000Z,2018-02-22T02:54:15.478Z,http://data.imap.maryland.gov/datasets/f70ada30bd29428395186ce5f3a618c5,https://geodata.md.gov/imap/rest/services/Biota/MD_CanopyCover/ImageServer,"-79.4903,37.9098,-75.0487,39.7448"
ArcGIS Online for Maryland,"[u'Residential', u'Parcel', u'Points', u'Property', u'View', u'Cadastral', u'MDP', u'Maryland Department of Planning', u'State Department of Assessments and Taxation', u'Tax', u'Maps', u'Raster', u'Dynamic', u'WMS', u'Maryland', u'SDAT', u'MD iMap', u'MD']",http://data.imap.maryland.gov/datasets/351ef2fd456942919a5c1641608e8197,Maryland Property Data - Image Service,This is a MD iMAP hosted service. Find more information at?http://imap.maryland.gov.This Image Service of Maryland Property Data allows for the manipulation of the display properties of the Statewide Tax Maps dataset.??Last Updated: 09/2017Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/PlanningCadastre/MD_PropertyData/ImageServer,2018-02-20T20:01:44.000Z,2018-02-22T02:54:04.027Z,http://data.imap.maryland.gov/datasets/351ef2fd456942919a5c1641608e8197,https://geodata.md.gov/imap/rest/services/PlanningCadastre/MD_PropertyData/ImageServer,"-79.5474,37.8873,-74.9899,39.755"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'Image Service', u'Raster', u'Dynamic', u'WMS', u'WCS', u'DoIT', u'Department of Information Technology', u'USDA', u'NAIP', u'Imagery', u'IMAG', u'Agriculture']",http://data.imap.maryland.gov/datasets/c0e7ccc5fa25443490517c47d2b2e275,Maryland NAIP Imagery - Image Service,This is a MD iMAP hosted service. Find more information at?http://imap.maryland.gov.The National Agriculture Imagery Program (NAIP) acquires aerial imagery during the agricultural growing seasons in the continental United States. This service contains NAIP imagery from 2017 in the Web Mercator projection.Last Updated: 2017Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Imagery/MD_NAIPImagery/ImageServer,2018-02-20T19:00:45.000Z,2018-02-26T13:30:28.000Z,http://data.imap.maryland.gov/datasets/c0e7ccc5fa25443490517c47d2b2e275,https://geodata.md.gov/imap/rest/services/Imagery/MD_NAIPImagery/ImageServer,"-79.5157,37.8702,-74.9964,39.778"
ArcGIS Online for Maryland,"[u'Parking', u'Parking Lot', u'Transportation', u'Street Pavement', u'WAC Parking', u'Washington College Parking', u'Washington College', u'Maryland', u'MD', u'TRAN', u'MD iMAP', u'Structure', u'STRU', u'Vector', u'Dynamic', u'WMS', u'WFS', u'KML']",http://data.imap.maryland.gov/datasets/1471e1170fa5460bb16dad7d02cf0bc0_9,Maryland Campus Facilities - WAC Parking Lots,This is a MD iMAP hosted service layer. Find more information at?http://imap.maryland.gov.Polygon layer of parking lots at Washington College.Last Updated: 11/01/2017Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Structure/MD_CampusFacilities/FeatureServer/9,2017-11-01T17:47:39.000Z,2018-02-21T20:04:56.000Z,http://data.imap.maryland.gov/datasets/1471e1170fa5460bb16dad7d02cf0bc0_9,https://geodata.md.gov/imap/rest/services/Structure/MD_CampusFacilities/MapServer/9,"-76.0776,39.2067,-76.0631,39.2224"
ArcGIS Online for Maryland,"[u'MD', u'Maryland', u'MD iMAP', u'Image Service', u'Raster', u'Dynamic', u'WMS', u'WCS', u'DoIT', u'Department of Information Technology', u'USDA', u'Imagery', u'Six Inch', u'IMAG']",http://data.imap.maryland.gov/datasets/7ff8fee809dd4afcab7fbea0916e4ebe,Maryland Six Inch Imagery - Image Service,This is a MD iMAP hosted service. Find more information at?http://imap.maryland.gov.This image service provides Six Inch resolution aerial imagery for the State of Maryland. The imagery for this service is composed of imagery flown in 2014 (Western Shore) and 2016 (Eastern Shore and Howard County).?Last Updated: 05/2017Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Imagery/MD_SixInchImagery/ImageServer,2018-02-20T19:15:41.000Z,2018-02-22T02:54:17.417Z,http://data.imap.maryland.gov/datasets/7ff8fee809dd4afcab7fbea0916e4ebe,https://geodata.md.gov/imap/rest/services/Imagery/MD_SixInchImagery/ImageServer,"-79.5074,37.8809,-75.0314,39.7373"
ArcGIS Online for Maryland,"[u'Buildings', u'Building', u'Washington College', u'WAC', u'Maryland', u'MD', u'Structure', u'STRU', u'MD iMAP', u'Vector', u'Dynamic', u'Building Outlines', u'WMS', u'WFS', u'KML']",http://data.imap.maryland.gov/datasets/558a969daa8a4b4a8170f3b3fca133d5_10,Maryland Campus Facilities - WAC Buildings,This is a MD iMAP hosted service layer. Find more information at?http://imap.maryland.gov.Polygon layer of buildings at Washington College.Last Updated: 11/01/2017Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Structure/MD_CampusFacilities/FeatureServer/10,2017-11-01T18:00:36.000Z,2018-02-21T20:03:32.000Z,http://data.imap.maryland.gov/datasets/558a969daa8a4b4a8170f3b3fca133d5_10,https://geodata.md.gov/imap/rest/services/Structure/MD_CampusFacilities/FeatureServer/10,"-76.0768,39.2027,-76.0637,39.2217"
