publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
"City of Washington, DC","[u'public service', u'DC', u'DC GIS', u'District of Columbia', u'Environment', u'Community', u'society', u'environment', u'Garden', u'Washington', u'DC', u'planning', u'mar2018', u'food', u'market', u'grocery']",http://opendata.dc.gov/datasets/7fa33d79592c412a95a1f14c026c6dc0_54,Community Gardens,"Points in this layer represent active community gardens in the District of Columbia. These generally fall into three operating categories: DC Department of Parks and Recreation (DPR), National Parks Service (NPS), and independent.",2018-03-19T16:08:18.000Z,2018-03-22T19:06:57.783Z,http://opendata.dc.gov/datasets/7fa33d79592c412a95a1f14c026c6dc0_54,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Environment_WebMercator/MapServer/54,"-77.104642,38.826597,-76.923606,38.970531"
"City of Washington, DC","[u'public service', u'mar2018', u'aging', u'meal', u'food', u'health', u'washington dc', u'dc', u'dcgis', u'senior', u'dcoa', u'care', u'group meal']",http://opendata.dc.gov/datasets/ea55d753bf504345af6effac9063aa1a_58,Group Meal Centers,"Represents group meal centers in the District of Columbia which are funded by the DC Office on Aging (DCOA). These serve nutritious, well-balanced congregate meals at the center daily, or will arrange for meal delivery to a homebound person.Layer was compiled by the Office of Planning based on DCOA's publicly available listing. Visit?https://dcoa.dc.gov/service/group-meals?for the most up-to-date list of centers.Fields include:Name: Name of the group meal center.Address: Address of the group meal center.Phone: Phone # of the group meal center.Ward: Ward in which the group meal center is located.Last updated November 2017.",2018-03-19T16:31:23.000Z,2018-03-26T15:18:45.485Z,http://opendata.dc.gov/datasets/ea55d753bf504345af6effac9063aa1a_58,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/58,"-77.072459,38.830503,-76.932097,38.970273"
"City of Washington, DC","[u'apr2018', u'barbershop', u'book', u'books and barbershops', u'cfmb', u'culture', u'dc', u'father', u'hair', u'men', u'read']",http://opendata.dc.gov/datasets/c8cdad4136fa4cdf8aa796fd3877b975_36,Books and Barber Shops,"Barbershops that participate CFMB?s Books and Barbershops program. Barbershops have always been a culturally significant place for men to gather and discuss current events, politics, and sports. It?s a place where fathers spend time with their children and where boys learn to become men. Now it is a place for reading and learning too. CFMB?s Books and Barbershops is a community visibility program that raises awareness on the value of academic mentoring, specifically in the area of early childhood literacy. We encourage you to ask one of the barbers for a book and read it to the children next to you. For more information, please visit https://cfmb.dc.gov/page/books-and-barbershops.",2018-03-29T18:04:44.000Z,2018-04-02T18:13:11.495Z,http://opendata.dc.gov/datasets/c8cdad4136fa4cdf8aa796fd3877b975_36,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Business_and_Economic_Development_WebMercator/MapServer/36,"-77.0273,38.8433,-76.9351,38.9525"
"City of Washington, DC","[u'DC', u'dc', u'DC', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'feb2016', u'January 2009  June 2015', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc']",http://opendata.dc.gov/datasets/8e5c785effcd4660a54ce39fb79f3aa1_1,Moving Violations Issued in February 2010,"Moving citation locations in the District of Columbia. The Vision Zerodata contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2016-02-12T02:02:09.000Z,2018-03-26T15:38:44.505Z,http://opendata.dc.gov/datasets/8e5c785effcd4660a54ce39fb79f3aa1_1,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2010/MapServer/1,"-77.1113,38.8204,-76.9096,38.9923"
"City of Washington, DC","[u'environment', u'DC', u'DC GIS', u'District of Columbia', u'Community', u'society', u'Garden', u'Washington', u'DC', u'planning', u'mar2018', u'food', u'market', u'grocery', u'agriculture', u'urban']",http://opendata.dc.gov/datasets/0db40814c3e443e4aee240c3978cc351_52,Urban Agriculture Sites,"Represents urban agriculture sites in the District of Columbia. These are distinguished from community gardens in that they are generally not intended for the public to use the space for their own growing activities, and in that many have a commercial focus. Polygons were drawn by the Office of Planning based on ESRI satellite basemap imagery compared against the Urban Agriculture points layer. Note that, because many locations are small (or indoors) and could not be located through this satellite view, and because acreage as calculated by these polygons differs, sometimes significantly, from producers' self-reported acreage (indicating the presence of other, less visible growing space, or out-of-date satellite imagery), this layer should not be considered complete and should be used for internal purposes only. Fields include:Company: Company or organization in charge of the site.GrowingAddress: Address at which growing and food production operations take place.Status: Type of organization (for-profit or non-profit).Acreage: Number of acres under cultivation at site. In most cases, numbers are as they were self-reported by growers in mid-2016.Last updated in December 2017.",2018-03-19T16:41:21.000Z,2018-03-22T19:28:20.000Z,http://opendata.dc.gov/datasets/0db40814c3e443e4aee240c3978cc351_52,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Environment_WebMercator/MapServer/52,"-77.063598,38.836181,-76.915793,38.97192"
"City of Washington, DC","[u'public service', u'food', u'kitchen', u'wic', u'grocery', u'pharmacy', u'mar2018', u'dc', u'dcgis', u'washington dc', u'doh', u'health']",http://opendata.dc.gov/datasets/cd60551c99f0421da412f79d2c7fe52b_55,WIC Benefits,"Represents stores in the District of Columbia which accept DC WIC benefits, including both grocery stores and pharmacies (special formula only). Note that stores which can accept DC WIC benefits but are not located within the District, such as those in Prince George's County, MD, are not included. Data were mapped by the Office of Planning based on publicly-posted store listings from the D.C. Department of Health (DOH) and DC WIC State Agency (DC WIC). Please visit?https://www.dcwic.org/vendors?for the most up-to-date information. Fields include:Organization: Name of business accepting WIC benefits.Address: Address of business.Type: Indicates the type of business (i.e., grocery store, pharmacy) and restrictions it may have on its WIC benefits (i.e., military only, special formula only).Last updated in November 2017.",2018-03-19T16:48:45.000Z,2018-03-26T15:12:15.522Z,http://opendata.dc.gov/datasets/cd60551c99f0421da412f79d2c7fe52b_55,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/55,"-77.073033,38.842596,-76.937441,38.969524"
"City of Washington, DC","[u'environment', u'DC', u'DC GIS', u'District of Columbia', u'Community', u'Garden', u'Washington', u'DC', u'planning', u'mar2018', u'food', u'market', u'grocery', u'school', u'osse', u'dcps']",http://opendata.dc.gov/datasets/7cccd408ea084d91a30d6a0bc97bb3cb_51,School Gardens,"Represents public, public charter, and private schools which have an active school garden. Compiled by the Office of Planning based on data from the School Garden Coordinator at the Office of the State Superintendent of Education (OSSE).",2018-03-19T16:58:25.000Z,2018-03-22T19:33:27.000Z,http://opendata.dc.gov/datasets/7cccd408ea084d91a30d6a0bc97bb3cb_51,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Environment_WebMercator/MapServer/51,"-77.105913,38.828149,-76.919827,38.984818"
"City of Washington, DC","[u'public service', u'Food Policy', u'Capital Area Food Bank', u'CAFB', u'Food Access', u'Hunger', u'Food Insecurity', u'dc', u'dcgis', u'washington dc', u'mar2018']",http://opendata.dc.gov/datasets/5a357128cf2b490e9c716e03dcc03a3e_62,Capital Area Food Bank Hunger Estimates,"Polygons in this layer represent Census Tracts in the DMV (DC, Maryland, and Virginia). Data are included for each tract which estimate hunger and food insecurity. Data were compiled by the CAFB through internal tracking, and the layer was shared with the DC government as a courtesy.?Fields include (all available for 2015 and 2014):15_FI_Rate: The estimated portion of the population in the census tract experiencing food insecurity (by CAFB standards). 15/14 indicates year measured.15_FI_Pop: The estimated number of people in the census tract experiencing food insecurity (by CAFB standards). 15/14 indicates year measured.15_LB_Need: The estimated pounds of food needed by the food insecure population in the census tract. 15/14 indicates year measured.15_Distrib: The number of pounds of food distributed by CAFB and partners in the census tract. 15/14 indicates year in which the distribution took place.15_LB_Unme: The difference between the estimated pounds of food needed and the real pounds of food distributed by CAFB and partners, representing the unmet need for food assistance in the census tract. 15/14 indicates year.The layer was shared with the DC government in May 2016 and is based on 2015 and 2014 data.",2018-03-19T15:48:46.000Z,2018-03-26T15:13:55.070Z,http://opendata.dc.gov/datasets/5a357128cf2b490e9c716e03dcc03a3e_62,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/62,"-77.720719,38.497899,-76.667423,39.353623"
"City of Washington, DC","[u'public service', u'Food Policy', u'Capital Area Food Bank', u'CAFB', u'Food Access', u'Hunger', u'Food Insecurity', u'dc', u'dcgis', u'washington dc', u'mar2018']",http://opendata.dc.gov/datasets/29e09e03cf204bcd9ab63c4878a7210e_26,Capital Area Food Bank Emergency Food Provider,"Points in this layer represent the locations of Capital Area Food Bank (CAFB) programs and public partners in the DMV (DC, Maryland, and Virginia). Data were compiled by the CAFB through internal tracking, and the layer was shared with the DC government as a courtesy. Sensitive locations were removed from the layer, prior to CAFB sharing it with the DC government, for privacy reasons. Fields include:Agency_Nam: Name of the feeding program or service provider.Agency_N_1: Supplemental name information (parent organization, location housing the program, etc.).Address: Street addressCityStateZipProgram: Type of program (Direct Distributions, Shopping, or combination).Several fields (Shopping_L, Brown_Bag_, Kids_Cafe_, etc.) listing the pounds of food distributed under the auspices of a specific program.Total_Poun: Total pounds of food distributed at the location.The layer was shared with the DC government in May 2016 and is based on 2015 data.",2018-03-19T16:22:44.000Z,2018-03-26T15:13:23.529Z,http://opendata.dc.gov/datasets/29e09e03cf204bcd9ab63c4878a7210e_26,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Safety_WebMercator/MapServer/26,"-77.675405,38.295422,-76.697697,39.191471"
"City of Washington, DC","[u'transportation', u'DDOT', u'violations', u'Vision Zero', u'VZ', u'DPW', u'DMV', u'dc', u'washington dc', u'MPD', u'police', u'enforcement', u'parking', u'parking violation', u'Parking Enforcement', u'Washington', u'DC', u'District of Columbia', u'DC', u'feb2016']",http://opendata.dc.gov/datasets/e0e59dfa9dc24c3491120036de78bc12_9,Parking Violations Issued in October 2016,"Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, the District Department of Transportation's (DDOT)traffic control officers write parking violations to prevent congestion through enforcement and control at intersections.Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2017-02-21T14:02:50.000Z,2018-03-13T14:31:12.000Z,http://opendata.dc.gov/datasets/e0e59dfa9dc24c3491120036de78bc12_9,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Parking_2016/MapServer/9,"-77.176,38.755,-76.896,39.035"
