identifier,title,description,issued,landingPage,webService,spatial
http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_5,Forest (2005),There is no description available.,2017-01-02T20:26:32.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_5,http://maps.evansvillegis.com/arcgis_server/rest/services/URBAN_FORESTRY/ENVIRONMENTAL/MapServer/5,"-87.6924,37.9093,-87.4498,38.113",http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_5
http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_4,Canopy,There is no description available.,2017-01-02T20:26:32.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_4,http://maps.evansvillegis.com/arcgis_server/rest/services/URBAN_FORESTRY/ENVIRONMENTAL/MapServer/4,"-87.6924,37.9093,-87.4498,38.113",http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_4
http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_6,Forest (2000),There is no description available.,2017-01-02T20:26:32.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_6,http://maps.evansvillegis.com/arcgis_server/rest/services/URBAN_FORESTRY/ENVIRONMENTAL/MapServer/6,"-87.6924,37.9093,-87.4498,38.113",http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_6
http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_1,Significant Trees,There is no description available.,2017-01-02T20:26:32.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_1,http://maps.evansvillegis.com/arcgis_server/rest/services/URBAN_FORESTRY/ENVIRONMENTAL/MapServer/1,"-87.6924,37.9093,-87.4498,38.113",http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_1
http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_0,Champion Trees,There is no description available.,2017-01-02T20:26:32.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_0,http://maps.evansvillegis.com/arcgis_server/rest/services/URBAN_FORESTRY/ENVIRONMENTAL/MapServer/0,"-87.6924,37.9093,-87.4498,38.113",http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_0
http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_3,Trees,There is no description available.,2017-01-02T20:26:32.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_3,http://maps.evansvillegis.com/arcgis_server/rest/services/URBAN_FORESTRY/ENVIRONMENTAL/MapServer/3,"-87.6924,37.9093,-87.4498,38.113",http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_3
http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_2,Parks,There is no description available.,2017-01-02T20:26:32.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_2,http://maps.evansvillegis.com/arcgis_server/rest/services/URBAN_FORESTRY/ENVIRONMENTAL/MapServer/2,"-87.6924,37.9093,-87.4498,38.113",http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59_2
http://dev-evansvilleapc.opendata.arcgis.com/datasets/e9d1c62614ef487ab49c6e219975d7fa_0,Home Construction 2007-2015,"2015 Single Family Residential permit data processed and maintained by?Area Plan Commission. Data is exported directly from the Munis permit database and geocoded for use within GIS applications.

",2016-02-12T21:58:36.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/e9d1c62614ef487ab49c6e219975d7fa_0,https://services1.arcgis.com/1vlgiUCSf9FiT4I0/arcgis/rest/services/SFR_HISTORY_2015/FeatureServer/0,"-87.69852534442776,37.90306249150011,-87.45122293669843,38.16459161867182",http://dev-evansvilleapc.opendata.arcgis.com/datasets/e9d1c62614ef487ab49c6e219975d7fa_0
http://dev-evansvilleapc.opendata.arcgis.com/datasets/d5547cb8cfc94cfd96adc92bb147b9ab_0,Promise Zone,Promise Zone,2016-02-11T18:46:49.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/d5547cb8cfc94cfd96adc92bb147b9ab_0,https://services1.arcgis.com/1vlgiUCSf9FiT4I0/arcgis/rest/services/Promise_Zone_Boundary/FeatureServer/0,"-87.59019361040683,37.9354217698244,-87.49290725258564,38.000888143690986",http://dev-evansvilleapc.opendata.arcgis.com/datasets/d5547cb8cfc94cfd96adc92bb147b9ab_0
http://dev-evansvilleapc.opendata.arcgis.com/datasets/886c9c96fff84b63b4a55ca6d9a556af_0,Flood Zones,"Flood zones?are land areas identified by the Federal Emergency Management Agency (FEMA). Each?flood?zone describes that land area in terms of its risk of?flooding. Everyone lives in a?flood?zone?it's just a question of whether you live in a low, moderate, or high risk area. Data maintained by Building Commission.",2015-07-01T17:50:08.000Z,http://dev-evansvilleapc.opendata.arcgis.com/datasets/886c9c96fff84b63b4a55ca6d9a556af_0,http://maps.evansvillegis.com/arcgis_server/rest/services/HYDROLOGY/FLOODZONES_DYNAMIC/MapServer/0,"-87.7027,37.8258,-87.449,38.1694",http://dev-evansvilleapc.opendata.arcgis.com/datasets/886c9c96fff84b63b4a55ca6d9a556af_0
