publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
"City of Washington, DC","[u'vpmdata', u'wdcep', u'business', u'economic development', u'construction', u'feb2018', u'dcgis', u'dc', u'washington dc']",http://opendata.dc.gov/datasets/02a4002bf9d542ccba267cfec4aebd7a_71,WDCEP Development Report,"The Development Report 2016-2017 is a summary of the major development and construction projects in the District of Columbia. The?Washington DC Economic Partnership (WDCEP)?tracks major development and construction projects throughout the year and performs an annual ?development census? in the month of August. This research and outreach receives contribution from more than 100 developers, architects, contractors, and economic development organizations and results in updates to more than 400 projects. Although every attempt is made to ensure the quality of the information contained in the DC Development Report, WDCEP makes no warranty or guarantee as to its accuracy, completeness, or usefulness for any given purpose.",2018-02-12T18:15:30.000Z,2018-02-26T16:11:48.078Z,http://opendata.dc.gov/datasets/02a4002bf9d542ccba267cfec4aebd7a_71,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Property_and_Land_WebMercator/MapServer/71,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'data inventory', u'dc', u'edi', u'enterprise dataset inventory', u'octo', u'washington dc', u'District of Columbia', u'cdo', u'data policy', u'inventory']",http://opendata.dc.gov/datasets/4993cddd63c54f29adcbddbb7420e19c_11,Enterprise Dataset Inventory Level 0 Not on Open Data DC,"The following datasets are not published in?Open Data DC?as of March 11, 2018. They will be prioritized for publication in FY18. Mayor's Order 2017-115 establishes a comprehensive data policy for the District government. The data created and managed by the District government are valuable assets and are independent of the information systems in which the data reside. As such, the District government shall:Maintain an inventory of its enterprise datasets;Classify enterprise datasets by level of sensitivity;Regularly publish the inventory, including the classifications, as an open dataset; andStrategically plan and manage its investment in data.The greatest value from the District?s investment in data can only be realized when enterprise datasets are freely shared among District agencies, with federal and regional governments, and with the public to the fullest extent consistent with safety, privacy, and security. For more information, please visit https://octo.dc.gov/page/district-columbia-data-policy.",2018-03-11T17:06:28.000Z,2018-03-11T18:18:17.000Z,http://opendata.dc.gov/datasets/4993cddd63c54f29adcbddbb7420e19c_11,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Government_Operations/MapServer/11,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'budget', u'capital', u'capital projects', u'dc', u'DC GIS', u'development', u'District of Columbia', u'government', u'june2015', u'projects', u'pubic service', u'Public', u'Public Service', u'Service', u'Washington DC']",http://opendata.dc.gov/datasets/5c525849a7334cf5bf2b93cb6c945929_22,Capital Projects in 2013,"Capital Projects 2014 locations. The dataset contains locations and attributes of Capital Projects 2014, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by the Executive office of the mayor identified Capital Projects 2014locations. The project information was used in the DC 2014 budget document. All DC GIS data is stored and exported in Maryland State Plane coordinates NAD 83 meters",2018-02-27T18:58:00.000Z,2018-02-27T19:00:38.000Z,http://opendata.dc.gov/datasets/5c525849a7334cf5bf2b93cb6c945929_22,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/22,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'Open Data', u'Washington DC', u'DC GIS', u'District of Columbia', u'Property', u'Land', u'Cadastral', u'DCGIS', u'Square', u'Lot', u'DC', u'location', u'Washington', u'DC', u'planningCadastre']",http://opendata.dc.gov/datasets/333a674a1a1748ffad283fca523b5a49_32,Parcel Lots (Historical),"The dataset contains locations and attributes of historical or retired Parcel Lot polygons, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. These features are created when a property transaction occurs that changes the lot. Please visit http://vpm.dc.gov/ for additional information. All DC GIS data is stored and exported in Maryland State Plane coordinates NAD 83 meters.",2015-02-27T21:10:02.000Z,2018-03-10T18:54:22.901Z,http://opendata.dc.gov/datasets/333a674a1a1748ffad283fca523b5a49_32,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Property_and_Land_WebMercator/MapServer/32,"-77.0995637226,38.8105782305,-76.9317415995,38.9876984375"
"City of Washington, DC","[u'basemap', u'DC GIS', u'dc', u'district of columbia', u'washington dc']",http://opendata.dc.gov/datasets/3e65b5542eb1494ba63be31f334adafa_0,Basemap of DC,The DC Basemap web service provides a reference map for the District of Columbia projected in Web Mercator. Access the?ArcGIS Rest endpoint?or?view a preview?in a web map.?The basemap utilizes the most current planimetric and reference data available. The service is provided by the Office of the Chief Technology Officer.,2018-02-20T20:01:23.000Z,2018-02-21T18:20:53.000Z,http://opendata.dc.gov/datasets/3e65b5542eb1494ba63be31f334adafa_0,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/DC_Basemap_WebMercator/MapServer/0,"-77.1199,38.7915,-76.909,38.996"
"City of Washington, DC","[u'basemap', u'DC GIS', u'dc', u'district of columbia', u'washington dc']",http://opendata.dc.gov/datasets/b7f690e85a5f498a87ee76ab9768996d_0,Basemap of DC in Light Gray,The Light Gray DC Basemap web service provides a reference map for the District of Columbia projected in Web Mercator. Access the?ArcGIS Rest endpoint?or?view a preview?in a web map. The basemap utilizes the most current planimetric and reference data available. The service is provided by the Office of the Chief Technology Officer.,2018-02-20T20:07:53.000Z,2018-02-21T18:23:13.000Z,http://opendata.dc.gov/datasets/b7f690e85a5f498a87ee76ab9768996d_0,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/DC_Basemap_LightGray_WebMercator/MapServer/0,"-77.1199,38.7915,-76.909,38.996"
"City of Washington, DC","[u'agencies', u'cdo', u'dc', u'dcgis', u'disctric of columbia', u'distict agency', u'district goverment', u'district of columbia', u'edi', u'enterprise dataset inventory', u'government operations', u'interagency data team', u'octo', u'open data', u'washington dc']",http://opendata.dc.gov/datasets/f2dec43c7c69466a9ff0ca8a9e207f1c_6,District Government Agencies,"This table represents agencies defined by DC law or mayors order, as well as some established by the mayor. There will be a separate boards, commissions, and alliances table published after this one.",2018-03-10T12:54:57.000Z,2018-03-10T20:21:31.000Z,http://opendata.dc.gov/datasets/f2dec43c7c69466a9ff0ca8a9e207f1c_6,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Government_Operations/MapServer/6,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'data inventory', u'dc', u'edi', u'enterprise dataset inventory', u'octo', u'washington dc', u'District of Columbia', u'cdo', u'data policy', u'inventory']",http://opendata.dc.gov/datasets/30b4cd6058c74de889a02ae3c54eba46_7,Enterprise Dataset Inventory Updated in FY17,"Datasets updated in the inventory in Fiscal Year 2018.?Mayor's Order 2017-115 establishes a comprehensive data policy for the District government. The data created and managed by the District government are valuable assets and are independent of the information systems in which the data reside. As such, the District government shall:Maintain an inventory of its enterprise datasets;Classify enterprise datasets by level of sensitivity;Regularly publish the inventory, including the classifications, as an open dataset; andStrategically plan and manage its investment in data.The greatest value from the District?s investment in data can only be realized when enterprise datasets are freely shared among District agencies, with federal and regional governments, and with the public to the fullest extent consistent with safety, privacy, and security. For more information, please visit https://octo.dc.gov/page/district-columbia-data-policy.",2018-03-11T13:47:21.000Z,2018-03-11T16:49:43.000Z,http://opendata.dc.gov/datasets/30b4cd6058c74de889a02ae3c54eba46_7,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Government_Operations/MapServer/7,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'Property', u'Condo', u'Washington DC', u'DC GIS', u'District of Columbia', u'Land', u'Cadastral', u'feb2018', u'vpmdata', u'DC', u'DCGIS', u'Lot', u'planningCadastre', u'Square']",http://opendata.dc.gov/datasets/26a7301df1c847ce90193274c0741509_55,Condo One to Many,The table represents documentation (Book  Page) approved for condominium development. Projects can be built in multiple phases and thus the potential for several condo subdivisions per on dwelling. Users can join this table with the following map and table layers:Common Ownership LotsVector Property Map LayersCondo Approval Lots?Condo Relate Table?to view all related condo subdivsions,2018-02-21T20:57:55.000Z,2018-02-23T22:04:28.684Z,http://opendata.dc.gov/datasets/26a7301df1c847ce90193274c0741509_55,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Property_and_Land_WebMercator/MapServer/55,"-180.0,-90.0,180.0,90.0"
"City of Washington, DC","[u'data inventory', u'dc', u'edi', u'enterprise dataset inventory', u'octo', u'washington dc', u'District of Columbia', u'cdo', u'data policy', u'inventory']",http://opendata.dc.gov/datasets/f05273d67ab74d2f8fb59115b5786531_10,Enterprise Dataset Inventory Updated in FY18,"Datasets updated in the inventory in Fiscal Year 2018.?Mayor's Order 2017-115 establishes a comprehensive data policy for the District government. The data created and managed by the District government are valuable assets and are independent of the information systems in which the data reside. As such, the District government shall:Maintain an inventory of its enterprise datasets;Classify enterprise datasets by level of sensitivity;Regularly publish the inventory, including the classifications, as an open dataset; andStrategically plan and manage its investment in data.The greatest value from the District?s investment in data can only be realized when enterprise datasets are freely shared among District agencies, with federal and regional governments, and with the public to the fullest extent consistent with safety, privacy, and security. For more information, please visit https://octo.dc.gov/page/district-columbia-data-policy.",2018-03-11T13:52:42.000Z,2018-03-11T16:47:20.379Z,http://opendata.dc.gov/datasets/f05273d67ab74d2f8fb59115b5786531_10,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Government_Operations/MapServer/10,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'basemap', u'DC GIS', u'dc', u'district of columbia', u'washington dc']",http://opendata.dc.gov/datasets/0c34f6dd309d41d6a9ad7eea2f12883c_0,Basemap of DC in Dark Gray,The Dark Gray DC Basemap web service provides a reference map for the District of Columbia projected in Web Mercator. Access the?ArcGIS Rest endpoint?or?view a preview?in a web map. The basemap utilizes the most current planimetric and reference data available. The service is provided by the Office of the Chief Technology Officer.,2018-02-20T20:10:30.000Z,2018-02-21T18:24:42.000Z,http://opendata.dc.gov/datasets/0c34f6dd309d41d6a9ad7eea2f12883c_0,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/DC_Basemap_DarkGray_WebMercator/MapServer/0,"-77.1199,38.7915,-76.909,38.996"
"City of Washington, DC","[u'data inventory', u'dc', u'edi', u'enterprise dataset inventory', u'octo', u'washington dc', u'District of Columbia', u'cdo', u'data policy', u'inventory']",http://opendata.dc.gov/datasets/7c0e3d8f3ea1400cb952cfd3e3251f9e_9,Enterprise Dataset Inventory New in FY17,"Datasets added to the inventory in Fiscal Year 2017.?Mayor's Order 2017-115 establishes a comprehensive data policy for the District government. The data created and managed by the District government are valuable assets and are independent of the information systems in which the data reside. As such, the District government shall:Maintain an inventory of its enterprise datasets;Classify enterprise datasets by level of sensitivity;Regularly publish the inventory, including the classifications, as an open dataset; andStrategically plan and manage its investment in data.The greatest value from the District?s investment in data can only be realized when enterprise datasets are freely shared among District agencies, with federal and regional governments, and with the public to the fullest extent consistent with safety, privacy, and security. For more information, please visit https://octo.dc.gov/page/district-columbia-data-policy.",2018-03-11T13:51:52.000Z,2018-03-11T16:45:08.561Z,http://opendata.dc.gov/datasets/7c0e3d8f3ea1400cb952cfd3e3251f9e_9,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Government_Operations/MapServer/9,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'Administrative', u'boundary', u'council', u'dc', u'DC GIS', u'District of Columbia', u'political', u'Politics', u'Wards', u'Washington', u'Washington DC']",http://opendata.dc.gov/datasets/0ef47379cbae44e88267c01eaec2ff6e_31,Ward from 2012,"Ward boundaries from 2012. The dataset contains polygons representing boundaries of District of Columbia 2012 election wards, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. The DC Office of Planning provided the boundaries to the DC GIS program.",2015-02-27T19:20:34.000Z,2018-03-01T19:24:20.247Z,http://opendata.dc.gov/datasets/0ef47379cbae44e88267c01eaec2ff6e_31,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Administrative_Other_Boundaries_WebMercator/MapServer/31,"-77.1198964251,38.7915818465,-76.9090163369,38.9959674016"
