identifier,title,description,issued,landingPage,webService,spatial
http://data-peoriacountygis.opendata.arcgis.com/datasets/aafc3d381ee8407ab63ca47131ed9a54_0,Polling Places,"Point feature class containing polling places within Peoria County, Illinois.  Attributes include:  polling place, polling place address, polling place hours, handicap accessible (Yes/No), next election date, voter registration deadline, contact name, contact phone, contact email, polling place wait time (minutes), township, precinct names, precinct building photos.",2017-10-12T13:16:29.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/aafc3d381ee8407ab63ca47131ed9a54_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Polling_Places/FeatureServer/0,"-89.97984918465784,40.56786047851615,-89.48767522277493,40.93991417402266",http://data-peoriacountygis.opendata.arcgis.com/datasets/aafc3d381ee8407ab63ca47131ed9a54_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/7747fabb9f8e41c2a19fe6459f1601f4_0,Library Districts,"This polygon feature class represents library tax district boundaries in Peoria County, Illinois.  Boundaries reflect the 2016 tax year.",2017-10-12T16:53:14.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/7747fabb9f8e41c2a19fe6459f1601f4_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Library_Districts/FeatureServer/0,"-89.98926590242651,40.514555532334086,-89.44928858580201,40.97322748326806",http://data-peoriacountygis.opendata.arcgis.com/datasets/7747fabb9f8e41c2a19fe6459f1601f4_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/9227f80a761c4185a1fd016ee843f8c7_0,County Boundary,Peoria County administrative boundary in Illinois.,2017-10-11T21:06:29.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/9227f80a761c4185a1fd016ee843f8c7_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/County_Boundary/FeatureServer/0,"-89.98926877616992,40.51346524651747,-89.4478430232097,40.973222842760165",http://data-peoriacountygis.opendata.arcgis.com/datasets/9227f80a761c4185a1fd016ee843f8c7_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/c9acd6c3a9ef4a95b8f8b51c6151f39d_0,Leaseholds,"Farmland leaseholds within Peoria County, Illinois.",2017-10-11T19:53:49.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/c9acd6c3a9ef4a95b8f8b51c6151f39d_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Leaseholds/FeatureServer/0,"-89.9617131896863,40.5440869394298,-89.46504255061302,40.95859706267737",http://data-peoriacountygis.opendata.arcgis.com/datasets/c9acd6c3a9ef4a95b8f8b51c6151f39d_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/38218df2135646a2976762e45df65d3e_0,Subdivisions and Condos,"The Peoria County Supervisor of Assessments department maintains subdivision and condo boundaries using recorded plats. Attributes contained in this feature class include subdivision and condo plat names, type, plat number, and page.",2017-10-11T20:09:55.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/38218df2135646a2976762e45df65d3e_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Subdivisions_and_Condos/FeatureServer/0,"-89.9884569322621,40.55207485707104,-89.46695047327559,40.97276108897568",http://data-peoriacountygis.opendata.arcgis.com/datasets/38218df2135646a2976762e45df65d3e_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/f2d3eedc14ed4ff58d0c956d7f6217d8_0,Libraries,"Point feature class representing locations of libraries throughout Peoria County, Illinois.  Attribute information includes library names, addresses, and phone numbers.",2017-10-12T17:02:34.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/f2d3eedc14ed4ff58d0c956d7f6217d8_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Libraries/FeatureServer/0,"-89.96885077681704,40.64663313230987,-89.49953099214618,40.93003913815729",http://data-peoriacountygis.opendata.arcgis.com/datasets/f2d3eedc14ed4ff58d0c956d7f6217d8_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/d2148bd9e083435bac1dca6ee8ba9fdf_0,Rural Enterprise Zones,"Latest rural enterprise zone boundaries in Peoria County, Illinois.  This polygon feature class contains names of each zone, acres, and square miles.City of Chillicothe:  Ordinance #15-12-25Village of Princeville:  Ordinance #15-12-07City of Elmwood:  Ordinance #2015-19Village of Hanna City:  Ordinance #15-12-03",2017-10-13T21:04:13.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/d2148bd9e083435bac1dca6ee8ba9fdf_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Rural_Enterprise_Zones/FeatureServer/0,"-89.98571386795142,40.68944032396872,-89.47242498437222,40.957096718459226",http://data-peoriacountygis.opendata.arcgis.com/datasets/d2148bd9e083435bac1dca6ee8ba9fdf_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/61f8a512e74e4b149db652f93946e95e_0,Water,"Updates to Peoria County, water features were finished in June 2018 by the Peoria County GIS - IT Services Department. The dataset was screen digitized using 6 inch resolution orthophotography which was captured during the spring of 2015 by Kucera International Inc.? Original data was compiled by Sanborn Mapping Company in 2008.",2017-10-12T13:41:09.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/61f8a512e74e4b149db652f93946e95e_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Water/FeatureServer/0,"-89.99367953412147,40.510234096299286,-89.44302343864149,40.97681578094964",http://data-peoriacountygis.opendata.arcgis.com/datasets/61f8a512e74e4b149db652f93946e95e_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/07e64a31b69740fa86e20ac5de13b9fb_0,Urban Enterprise Zones,"Urban enterprise zone boundaries in Peoria County, Illinois.  This polygon feature class contains names of each enterprise zone, acres, and square miles.  This feature class was updated on October 13, 2017 to include amendments 3  4.",2017-10-13T17:05:32.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/07e64a31b69740fa86e20ac5de13b9fb_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Urban_Enterprise_Zones/FeatureServer/0,"-89.75099382448714,40.557220710255116,-89.54382397425256,40.86453989211256",http://data-peoriacountygis.opendata.arcgis.com/datasets/07e64a31b69740fa86e20ac5de13b9fb_0
http://data-peoriacountygis.opendata.arcgis.com/datasets/9f19a0f25d27491895c0c248b0b2005f_0,Driveways,"Updates to Peoria County, driveways were finished in June 2018 by the Peoria County GIS - IT Services Department. The dataset was screen digitized using 6 inch resolution orthophotography which was captured during the spring of 2015 by Kucera International Inc.? Original data was compiled by Sanborn Mapping Company in 2008.",2017-10-11T21:09:09.000Z,http://data-peoriacountygis.opendata.arcgis.com/datasets/9f19a0f25d27491895c0c248b0b2005f_0,https://services.arcgis.com/iPiPjILCMYxPZWTc/arcgis/rest/services/Driveways/FeatureServer/0,"-89.98919268327838,40.51933164199129,-89.45728158670222,40.97343159257606",http://data-peoriacountygis.opendata.arcgis.com/datasets/9f19a0f25d27491895c0c248b0b2005f_0
