identifier,title,description,issued,landingPage,webService,spatial
http://gisdata-dupage.opendata.arcgis.com/datasets/923e5892ee924123a6c62ecdaeb0907e_0,CountyBoard2YTDist1Election2016Results,"The County Board District 1?(2-Year Term)?Election 2016 Results data
contains election results totals by precinct for the Nov 8, 2016 County Board
District 1?(2-Year Term)?election. This data only contains Republican, Democratic,
Libertarian and Green Party totals. Other parties, independent and write-in
candidates are not displayed. To view other DuPage County party information
totals, please use the dynamic election results summary web site.?http://electionresults.dupageco.org/dynamicresults/Summary.aspx?ElectionID=24


",2017-02-09T16:52:15.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/923e5892ee924123a6c62ecdaeb0907e_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/CountyBoard2YTDist1Election2016Results/FeatureServer/0,"-88.11516447173462,41.883032158457496,-87.91979995314558,41.99443576853471",http://gisdata-dupage.opendata.arcgis.com/datasets/923e5892ee924123a6c62ecdaeb0907e_0
http://gisdata-dupage.opendata.arcgis.com/datasets/4eddbc9f5fd042edb82d6a23d191d8d2_0,Election Precincts,"Election Precincts for DuPage County IL.?Election Precincts where approved?on July 26,?2017?",2017-05-25T14:21:47.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/4eddbc9f5fd042edb82d6a23d191d8d2_0,https://gis.dupageco.org/arcgis/rest/services/DuPage_County_IL/Election_Precincts/MapServer/0,"-88.2633,41.6849,-87.9125,41.9946",http://gisdata-dupage.opendata.arcgis.com/datasets/4eddbc9f5fd042edb82d6a23d191d8d2_0
http://gisdata-dupage.opendata.arcgis.com/datasets/19fd14e775b84bc9957ef65005f6b3fc_0,Municipalities,"Municipalities in DuPage Co., Illinois",2018-03-26T13:24:46.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/19fd14e775b84bc9957ef65005f6b3fc_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Municipalities/FeatureServer/0,"-88.2632599859106,41.68564149022075,-87.91248053941091,41.99387235691626",http://gisdata-dupage.opendata.arcgis.com/datasets/19fd14e775b84bc9957ef65005f6b3fc_0
http://gisdata-dupage.opendata.arcgis.com/datasets/5296348471b64d8f80ad3323de360eea,WNV Positive Pool Pct 2018,There is no description available.,2018-05-16T13:02:45.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/5296348471b64d8f80ad3323de360eea,https://www.arcgis.com/home/webmap/viewer.html?webmap=5296348471b64d8f80ad3323de360eea,"-88.6598,41.4554,-87.4897,42.2349",http://gisdata-dupage.opendata.arcgis.com/datasets/5296348471b64d8f80ad3323de360eea
http://gisdata-dupage.opendata.arcgis.com/datasets/70432d9f3bbd44539cdc78b6d6e1cd89_0,Bond Districts,"Bond districts in DuPage Co., Illinois",2016-04-01T13:35:22.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/70432d9f3bbd44539cdc78b6d6e1cd89_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Bond_Districts/FeatureServer/0,"-88.09195561125175,41.93565716842418,-87.9395818107805,41.96723263148266",http://gisdata-dupage.opendata.arcgis.com/datasets/70432d9f3bbd44539cdc78b6d6e1cd89_0
http://gisdata-dupage.opendata.arcgis.com/datasets/e5d233b27324452d8c226b8cdaa263ff_0,Community College Districts,"Community or junior colleges districts in DuPage Co., Illinois",2017-05-23T16:54:16.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/e5d233b27324452d8c226b8cdaa263ff_0,https://gis.dupageco.org/arcgis/rest/services/DuPage_County_IL/Community_College_Districts/MapServer/0,"-88.2633,41.6849,-87.9125,41.9946",http://gisdata-dupage.opendata.arcgis.com/datasets/e5d233b27324452d8c226b8cdaa263ff_0
http://gisdata-dupage.opendata.arcgis.com/datasets/8e0dfd4306e847ed97fb9d5c8acfe9b3_0,Lighting District,"Lighting district in DuPage Co., Illinois",2016-04-01T12:55:50.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/8e0dfd4306e847ed97fb9d5c8acfe9b3_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Lighting_District/FeatureServer/0,"-88.1459419599676,41.748196425739906,-87.97315584293281,41.988468440347454",http://gisdata-dupage.opendata.arcgis.com/datasets/8e0dfd4306e847ed97fb9d5c8acfe9b3_0
http://gisdata-dupage.opendata.arcgis.com/datasets/d1c42366ae574dac89d8890e8099d7bc_0,CountyBoard4YTDist6Election2016Results,"The County Board District 6 (4-Year Term) Election 2016 Results data contains election results
totals by precinct for the Nov 8, 2016 County Board District 6 (4-Year Term) election. This data only contains Republican,
Democratic, Libertarian and Green Party totals. Other parties, independent and
write-in candidates are not displayed. To view other DuPage County party
information totals, please use the dynamic election results summary web site.?http://electionresults.dupageco.org/dynamicresults/Summary.aspx?ElectionID=24
",2017-02-10T17:42:00.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/d1c42366ae574dac89d8890e8099d7bc_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/CountyBoard4YTDist6Election2016Results/FeatureServer/0,"-88.26313158153862,41.80337580877883,-88.07962070853229,41.98977549361706",http://gisdata-dupage.opendata.arcgis.com/datasets/d1c42366ae574dac89d8890e8099d7bc_0
http://gisdata-dupage.opendata.arcgis.com/datasets/fdeddf03c9174b758cc46bd085226d78,WNV Results 2017,There is no description available.,2017-07-25T14:17:22.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/fdeddf03c9174b758cc46bd085226d78,https://www.arcgis.com/home/webmap/viewer.html?webmap=fdeddf03c9174b758cc46bd085226d78,"-88.4305,41.5497,-87.6779,42.086",http://gisdata-dupage.opendata.arcgis.com/datasets/fdeddf03c9174b758cc46bd085226d78
http://gisdata-dupage.opendata.arcgis.com/datasets/05cca93be75d4714b3570264d27d7b14,"Reported Human Cases of WNV, 2018",There is no description available.,2018-06-20T17:21:00.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/05cca93be75d4714b3570264d27d7b14,https://www.arcgis.com/home/webmap/viewer.html?webmap=05cca93be75d4714b3570264d27d7b14,"-88.512,41.4506,-87.5384,42.28",http://gisdata-dupage.opendata.arcgis.com/datasets/05cca93be75d4714b3570264d27d7b14
http://gisdata-dupage.opendata.arcgis.com/datasets/0de749cb449b4d41b54a53f731876ee0_0,CountyBoard4YTDist3Election2016Results,"The County Board District 3 (4-Year Term) Election 2016 Results data contains election results
totals by precinct for the Nov 8, 2016 County Board District 3 (4-Year Term) election. This data only contains Republican,
Democratic, Libertarian and Green Party totals. Other parties, independent and
write-in candidates are not displayed. To view other DuPage County party
information totals, please use the dynamic election results summary web site.?http://electionresults.dupageco.org/dynamicresults/Summary.aspx?ElectionID=24",2017-02-09T20:56:45.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/0de749cb449b4d41b54a53f731876ee0_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/CountyBoard4YTDist3Election2016Results/FeatureServer/0,"-88.10983341302735,41.6848998364115,-87.91363750311972,41.8180267593468",http://gisdata-dupage.opendata.arcgis.com/datasets/0de749cb449b4d41b54a53f731876ee0_0
http://gisdata-dupage.opendata.arcgis.com/datasets/879c81e410844840a660a37be85b553c,Tick Reports 2018,"Tick Reports map shows locations and counts of public-reported ticks in DuPage Co for the 2018 season. Depending on the species, ticks can transmit Lyme disease, Rocky Mountain spotted fever or other illness to humans.? ?DuPage County Health Department uses a suite of maps - Tick Reports, Bird Deaths, and Mosquito pools infected with West Nile virus to track the potential for human illness to increase due to mosquitoes and tics.? These maps will be updated weekly throughout the season to promote public awareness and education.",2018-05-11T13:16:47.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/879c81e410844840a660a37be85b553c,https://www.arcgis.com/home/webmap/viewer.html?webmap=879c81e410844840a660a37be85b553c,"-88.5938,41.39,-87.6201,42.2202",http://gisdata-dupage.opendata.arcgis.com/datasets/879c81e410844840a660a37be85b553c
http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_3,results Pos,"WNV test results received to date for mosquito traps in 2018 in DuPage Co are given.  Traps with positive tests are shown in red.  Test results for all traps are given as a percentage of positive pool counts to total counts in column graph, as well as figures.  Note:  Trap locations on this map are generalized.  ",2018-08-15T20:40:18.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_3,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/WNV_Pos_Pool_Pcts_2018/FeatureServer/3,"-88.2632599859106,41.68564149022075,-87.91247990701025,41.993872354597826",http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_3
http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_2,DuPage Co,"WNV test results received to date for mosquito traps in 2018 in DuPage Co are given.  Traps with positive tests are shown in red.  Test results for all traps are given as a percentage of positive pool counts to total counts in column graph, as well as figures.  Note:  Trap locations on this map are generalized.  ",2018-08-15T20:40:18.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_2,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/WNV_Pos_Pool_Pcts_2018/FeatureServer/2,"-88.2632599859106,41.68564149022075,-87.91247990701025,41.993872354597826",http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_2
http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_1,Trap Counts,"WNV test results received to date for mosquito traps in 2018 in DuPage Co are given.  Traps with positive tests are shown in red.  Test results for all traps are given as a percentage of positive pool counts to total counts in column graph, as well as figures.  Note:  Trap locations on this map are generalized.  ",2018-08-15T20:40:18.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_1,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/WNV_Pos_Pool_Pcts_2018/FeatureServer/1,"-88.2632599859106,41.68564149022075,-87.91247990701025,41.993872354597826",http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_1
http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_0,Trap Positives,"WNV test results received to date for mosquito traps in 2018 in DuPage Co are given.  Traps with positive tests are shown in red.  Test results for all traps are given as a percentage of positive pool counts to total counts in column graph, as well as figures.  Note:  Trap locations on this map are generalized.  ",2018-08-15T20:40:18.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/WNV_Pos_Pool_Pcts_2018/FeatureServer/0,"-88.2632599859106,41.68564149022075,-87.91247990701025,41.993872354597826",http://gisdata-dupage.opendata.arcgis.com/datasets/536dc777293d4b5ca555b3f8f5c14ff0_0
http://gisdata-dupage.opendata.arcgis.com/datasets/cbac63c2b93f4ec9a0f0596a3458d25d_0,Congressional8thDistElection2016Results,"The 8th Congressional Election 2016 Results data
contains election results totals by precinct for the Nov 8, 2016 8th Congressional election. This data only contains Republican, Democratic, Libertarian and Green
Party totals. Other parties, independent and write-in candidates are not
displayed. To view other DuPage County party information totals, please use the
dynamic election results summary web site.?http://electionresults.dupageco.org/dynamicresults/Summary.aspx?ElectionID=24

View the results in a web mapping application:
DuPage County Maps Portal -?Election
Results Map Gallery.",2017-01-17T19:30:29.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/cbac63c2b93f4ec9a0f0596a3458d25d_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Congressional8thDistElection2016Results/FeatureServer/0,"-88.18418431966106,41.837390909671846,-87.91992142492553,41.99454643464575",http://gisdata-dupage.opendata.arcgis.com/datasets/cbac63c2b93f4ec9a0f0596a3458d25d_0
http://gisdata-dupage.opendata.arcgis.com/datasets/402ea66c2e6a47eea3ef5a3088cf2ba6,WNV Human Cases 2017,There is no description available.,2017-08-14T16:15:17.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/402ea66c2e6a47eea3ef5a3088cf2ba6,https://www.arcgis.com/home/webmap/viewer.html?webmap=402ea66c2e6a47eea3ef5a3088cf2ba6,"-88.5325,41.569,-87.6432,42.1097",http://gisdata-dupage.opendata.arcgis.com/datasets/402ea66c2e6a47eea3ef5a3088cf2ba6
http://gisdata-dupage.opendata.arcgis.com/datasets/7c040855e5a443069541ae98351bd92b_0,Park Districts,"Park districts in DuPage Co., Illinois",2017-05-25T15:55:19.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/7c040855e5a443069541ae98351bd92b_0,https://gis.dupageco.org/arcgis/rest/services/DuPage_County_IL/Park_Districts/MapServer/0,"-88.2633,41.6851,-87.9127,41.9946",http://gisdata-dupage.opendata.arcgis.com/datasets/7c040855e5a443069541ae98351bd92b_0
http://gisdata-dupage.opendata.arcgis.com/datasets/60d7be02184a44389342f741e0fe7b0c_0,Special Service Districts,"Special service areas in DuPage Co., Illinois",2016-04-01T13:23:47.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/60d7be02184a44389342f741e0fe7b0c_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Special_Service_Districts/FeatureServer/0,"-88.26303760479338,41.685792484757634,-87.91833601892566,41.992618023364926",http://gisdata-dupage.opendata.arcgis.com/datasets/60d7be02184a44389342f741e0fe7b0c_0
http://gisdata-dupage.opendata.arcgis.com/datasets/f319ca1ad76a4f6591a4bd4655bbd52f_0,Grade School Districts,"Grade school districts in DuPage Co., Illinois.",2017-05-23T21:00:49.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/f319ca1ad76a4f6591a4bd4655bbd52f_0,https://gis.dupageco.org/arcgis/rest/services/DuPage_County_IL/Grade_School_Districts/MapServer/0,"-88.2629,41.6849,-87.9125,41.9946",http://gisdata-dupage.opendata.arcgis.com/datasets/f319ca1ad76a4f6591a4bd4655bbd52f_0
http://gisdata-dupage.opendata.arcgis.com/datasets/511659e826584bd4a53df074ddb53a46_0,Mosquito Abatement Districts,"Mosquito abatement districts in DuPage Co., Illinois",2017-05-25T15:39:41.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/511659e826584bd4a53df074ddb53a46_0,https://gis.dupageco.org/arcgis/rest/services/DuPage_County_IL/Mosquito_Abatement_Districts/MapServer/0,"-88.2629,41.7811,-87.9452,41.9788",http://gisdata-dupage.opendata.arcgis.com/datasets/511659e826584bd4a53df074ddb53a46_0
http://gisdata-dupage.opendata.arcgis.com/datasets/7f07acca84df480f9a883b63e0544a51_0,Congressional5thDistElection2016Results,"The 5th Congressional Election 2016
Results data contains election results totals by precinct for the Nov 8, 2016 5th
Congressional election. This data only contains Republican, Democratic,
Libertarian and Green Party totals. Other parties, independent and write-in
candidates are not displayed. To view other DuPage County party information
totals, please use the dynamic election results summary web site.?http://electionresults.dupageco.org/dynamicresults/Summary.aspx?ElectionID=24

View the results in a web mapping application: DuPage County Maps Portal -?Election
Results Map Gallery.",2017-01-12T20:04:01.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/7f07acca84df480f9a883b63e0544a51_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Congressional5thDistElection2016Results/FeatureServer/0,"-87.97007873870926,41.78907601767008,-87.91599436794489,41.961095440063986",http://gisdata-dupage.opendata.arcgis.com/datasets/7f07acca84df480f9a883b63e0544a51_0
http://gisdata-dupage.opendata.arcgis.com/datasets/729ac1886f4d4d548c77e5d4647971a3_0,Municipality,Dupage County Municipal Boundaries,2013-07-17T13:59:30.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/729ac1886f4d4d548c77e5d4647971a3_0,https://gis.dupageco.org/arcgis/rest/services/DuPage_County_IL/Municipality/MapServer/0,"-88.2633,41.6849,-87.9125,41.9946",http://gisdata-dupage.opendata.arcgis.com/datasets/729ac1886f4d4d548c77e5d4647971a3_0
http://gisdata-dupage.opendata.arcgis.com/datasets/7b84d66e6b1f4608bf42ff4e960127ed_0,Lakes and Ponds,"Lake and ponds in DuPage Co., IL",2015-03-27T16:03:15.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/7b84d66e6b1f4608bf42ff4e960127ed_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Lakes_new/FeatureServer/0,"-88.26321859306321,41.68567876945985,-87.91248039012899,41.993531546371685",http://gisdata-dupage.opendata.arcgis.com/datasets/7b84d66e6b1f4608bf42ff4e960127ed_0
http://gisdata-dupage.opendata.arcgis.com/datasets/6260ba9c64da42538e33028f8368e497_0,Special Police Districts,"Special police districts in DuPage Co., Illinois",2017-05-25T16:16:57.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/6260ba9c64da42538e33028f8368e497_0,http://gis.dupageco.org/arcgis/rest/services/DuPage_County_IL/Special_Police_Districts/MapServer/0,"-88.263,41.8131,-87.9195,41.9926",http://gisdata-dupage.opendata.arcgis.com/datasets/6260ba9c64da42538e33028f8368e497_0
http://gisdata-dupage.opendata.arcgis.com/datasets/b13d4e9ebd0442bd85545e0c5012f2d6_0,Unincorporated Zoning Data,Unincorporated Zoning DataZCODE =1 (R-1 Single Family) ZCODE =2 (R-2 Single Family)ZCODE =3 (R-3 Single Family)ZCODE =4 (R-4 Single Family)ZCODE =5 (R-5 Muliple Family)ZCODE =6 (R-6 Multiple Family)ZCODE =7 (R-7 Multiple Family)ZCODE =8 (B-1 Local Business)ZCODE =9 (B-2 General Business)ZCODE =10 (O Office)ZCODE =11 (OR Office Research)ZCODE =12 (I-1 Light Industrial)ZCODE =13 (I-2 General Industrial)For more Information contact the DuPage County Illinois Zoning Department Ph# 1(630)407-6700,2017-08-24T14:13:55.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/b13d4e9ebd0442bd85545e0c5012f2d6_0,https://gis.dupageco.org/arcgis/rest/services/Zoning/UnincorporatedZoningData/MapServer/0,"-88.2632,41.6849,-87.9125,41.9932",http://gisdata-dupage.opendata.arcgis.com/datasets/b13d4e9ebd0442bd85545e0c5012f2d6_0
http://gisdata-dupage.opendata.arcgis.com/datasets/3039c5c9f309470e926047d8fb4f4ddd_0,Unit School Districts,"Unit school districts in DuPage Co., Illinois",2017-05-25T16:40:21.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/3039c5c9f309470e926047d8fb4f4ddd_0,http://gis.dupageco.org/arcgis/rest/services/DuPage_County_IL/Unit_School_Districts/MapServer/0,"-88.2632,41.7239,-87.9187,41.9884",http://gisdata-dupage.opendata.arcgis.com/datasets/3039c5c9f309470e926047d8fb4f4ddd_0
http://gisdata-dupage.opendata.arcgis.com/datasets/44954eda2041455681530a5fee5510ff_0,Parcels (Working Parcels with No Real Estate Data),"



Parcel
Data for DuPage Co., IL This?parcel layer?makes up the county?working
parcel feature layer for 2016. This?is not the end of tax year parcel
layer.?Some new parcel polygons in this layer may have not been finalized
by the??County Clerks?Office at this
time.
This parcel data does not contain Real Estate Attribute
Data. This Real Estate Attribute Data does?have a fee
associated?to it for?its?acquisition. This?Real Estate
Attribute Data is not part of the Open Geospatial data.?This Real Estate
data is provided through the County Clerk's offices. Further information on the
cost of this data is available on the following web page: ?Clerks Database Products


DuPage
County Parcel Data: NOTE: Field ACRE_SOURCE = 0 is Calculated, 1 is Deeded,
NULL is unverified.







",2015-05-07T19:03:24.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/44954eda2041455681530a5fee5510ff_0,http://gis.dupageco.org/arcgis/rest/services/OpenData/Parcels/MapServer/0,"-88.2633,41.6849,-87.9125,41.9946",http://gisdata-dupage.opendata.arcgis.com/datasets/44954eda2041455681530a5fee5510ff_0
http://gisdata-dupage.opendata.arcgis.com/datasets/988d6acea20c40ee97ad791833f1080d_0,Congressional14thDistElection2016Results,"The 14th Congressional Election 2016
Results data contains election results totals by precinct for the Nov 8, 2016 14th
Congressional election. This data only contains Republican, Democratic,
Libertarian and Green Party totals. Other parties, independent and write-in
candidates are not displayed. To view other DuPage County party information
totals, please use the dynamic election results summary web site.?http://electionresults.dupageco.org/dynamicresults/Summary.aspx?ElectionID=24

View the results in a web mapping application: DuPage County Maps Portal -?Election
Results Map Gallery.",2017-01-27T19:51:52.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/988d6acea20c40ee97ad791833f1080d_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Congressional14thDistElection2016Results/FeatureServer/0,"-88.2628584662007,41.81173103632529,-88.161751858892,41.883337364770924",http://gisdata-dupage.opendata.arcgis.com/datasets/988d6acea20c40ee97ad791833f1080d_0
http://gisdata-dupage.opendata.arcgis.com/datasets/6bfbda06a50a450ab0f2db393a7a57e5_0,PresidentialElection2016Results,"NOTICE: Data updated as of 12/12/2016. Please delete any older versions / download this current version. York Precinct #62 results have been added.The Presidential Election 2016 Results data contains election results totals by precinct for the Nov 8, 2016 presidential election. This data only contains Republican, Democratic, Libertarian and Green Party totals. Other parties, independent and write-in candidates are not displayed. To view other DuPage County party information totals, please use the dynamic election results summary web site.?http://electionresults.dupageco.org/dynamicresults/Summary.aspx?ElectionID=24View the results in a web mapping application: DuPage County Maps Portal - Election Results Map Gallery.",2016-12-12T20:50:28.000Z,http://gisdata-dupage.opendata.arcgis.com/datasets/6bfbda06a50a450ab0f2db393a7a57e5_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/PresidentialElection2016Results/FeatureServer/0,"-88.26325998935276,41.6848998364115,-87.91248063833284,41.994622205265735",http://gisdata-dupage.opendata.arcgis.com/datasets/6bfbda06a50a450ab0f2db393a7a57e5_0
