identifier,title,description,issued,landingPage,webService,spatial
http://auditor-fca.opendata.arcgis.com/datasets/63dfc1380dcc493897dc03f79a56f4b7_0,2015 Aerial Photography,2015 Ortho Aerial Photography of Franklin County and Surrounding Areas.,2017-01-07T16:45:13.000Z,http://auditor-fca.opendata.arcgis.com/datasets/63dfc1380dcc493897dc03f79a56f4b7_0,http://maps.columbus.gov/arcgis/rest/services/Imagery/Imagery2015/MapServer/0,"-83.2822,39.7422,-82.7002,40.4209",http://auditor-fca.opendata.arcgis.com/datasets/63dfc1380dcc493897dc03f79a56f4b7_0
http://auditor-fca.opendata.arcgis.com/datasets/3b1c75018fca40c8b24083fd48197e74_0,Parcel Boundaries,Franklin County Auditor - Local Government Information Model - Parcel Publishing Feature Dataset - Tax Parcel Condo UnitThis layer contains parcel boundaries and related attributes for parcels within franklin County.? Condominium units are depicted as individual parcels.? Condominium Common Areas are identified with a polygon and simple attribute found in the Parcel ID field.??This layer follows ERSI's Local Government Information Model (LGIM) schema and has been edited to meet the needs of the Franklin County Auditor and our customers.? For other attribute schema?and geometry types please?see our direct download site.??,2016-07-01T15:58:47.000Z,http://auditor-fca.opendata.arcgis.com/datasets/3b1c75018fca40c8b24083fd48197e74_0,http://maps.franklincountyauditor.com/fcaags/rest/services/Parcels/ParcelFeatures/MapServer/0,"-83.2622,39.7929,-82.7607,40.1444",http://auditor-fca.opendata.arcgis.com/datasets/3b1c75018fca40c8b24083fd48197e74_0
http://auditor-fca.opendata.arcgis.com/datasets/935dd7d984c844d4acf36324b261b09d_0,Railroads,Franklin County Auditor - Local Government Information Model - Reference Data -? RailroadsThis layer contains line features of railroads (active and inactive).? This layer is derived from a number of sources including compilation from aerial photography and is part of the planametic (base map) mapping conducted by the Auditor's office.?This layer follows ERSI's Local Government Information Model (LGIM) schema and has been edited to meet the needs of the Franklin County Auditor and our customers.,2017-01-07T17:05:55.000Z,http://auditor-fca.opendata.arcgis.com/datasets/935dd7d984c844d4acf36324b261b09d_0,http://maps.franklincountyauditor.com/fcaags/rest/services/BaseMap/ReferenceData/MapServer/0,"-83.2527,39.796,-82.7707,40.1396",http://auditor-fca.opendata.arcgis.com/datasets/935dd7d984c844d4acf36324b261b09d_0
http://auditor-fca.opendata.arcgis.com/datasets/1c0f5e7323ba4d72bfaae394d2975faf_4,Creeks  Streams,Franklin County Auditor - Local Government Information Model - Reference Data Feature Class -? Water (Stream?Lines)This layer contains line features of water and drainage not large enough to map in polygon form.? This layer was originally derived from the 2011 OSIP LiDAR collection but is updated as part of the planametic (base map) mapping conducted by the Auditor's office.?This layer follows ERSI's Local Government Information Model (LGIM) schema and has been edited to meet the needs of the Franklin County Auditor and our customers.,2017-01-07T17:23:14.000Z,http://auditor-fca.opendata.arcgis.com/datasets/1c0f5e7323ba4d72bfaae394d2975faf_4,http://maps.franklincountyauditor.com/fcaags/rest/services/BaseMap/ReferenceData/MapServer/4,"-83.2694,39.789,-82.7304,40.2648",http://auditor-fca.opendata.arcgis.com/datasets/1c0f5e7323ba4d72bfaae394d2975faf_4
http://auditor-fca.opendata.arcgis.com/datasets/65976230b3594b69bf4775c8adec9a57_11,Contours (2'),"Franklin County Auditor - Local Government Information Model - Elevation Dataset - Contours (Various)This layer contains elevation contours derived from 2011 OSIP LiDAR Collection.? Twenty, Ten, Five, and Two foot contour intervals available at various mapping scales for Franklin County and the entire City of Columbus.? This layer follows ERSI's Local Government Information Model (LGIM) schema and has been edited to meet the needs of the Franklin County Auditor and our customers.",2017-01-07T17:52:40.000Z,http://auditor-fca.opendata.arcgis.com/datasets/65976230b3594b69bf4775c8adec9a57_11,http://maps.franklincountyauditor.com/fcaags/rest/services/Services/Contours/MapServer/11,"-83.2609,39.7949,-82.7618,40.1432",http://auditor-fca.opendata.arcgis.com/datasets/65976230b3594b69bf4775c8adec9a57_11
http://auditor-fca.opendata.arcgis.com/datasets/215aaed09b374796b1ea1a8e427330d4_0,2017 Aerial Photography,2017 Ortho Aerial Photography of Franklin County and Surrounding Areas.,2018-01-24T12:58:34.000Z,http://auditor-fca.opendata.arcgis.com/datasets/215aaed09b374796b1ea1a8e427330d4_0,http://maps.columbus.gov/arcgis/rest/services/Imagery/Imagery2017/MapServer/0,"-83.2622,39.7493,-82.709,40.438",http://auditor-fca.opendata.arcgis.com/datasets/215aaed09b374796b1ea1a8e427330d4_0
http://auditor-fca.opendata.arcgis.com/datasets/6a0036b36c004d53b747d322265df751_1,Building Footprints,Franklin County Auditor - Local Government Information Model - Reference Data -? Building?Footprints?This layer contains polygon features of buildings and other similar structures.? This layer was developed and is maintained as part of the planametic (base map) mapping conducted by the Auditor's office.?This layer follows ERSI's Local Government Information Model (LGIM) schema and has been edited to meet the needs of the Franklin County Auditor and our customers.,2017-01-07T17:09:03.000Z,http://auditor-fca.opendata.arcgis.com/datasets/6a0036b36c004d53b747d322265df751_1,http://maps.franklincountyauditor.com/fcaags/rest/services/BaseMap/ReferenceData/MapServer/1,"-83.2581,39.7927,-82.761,40.1444",http://auditor-fca.opendata.arcgis.com/datasets/6a0036b36c004d53b747d322265df751_1
http://auditor-fca.opendata.arcgis.com/datasets/cb3516f025a940fd9ec10ea1795dfa1e_0,2007 Aerial Photography,2007 Ortho Aerial Photography of Franklin County and Surrounding Areas.,2017-02-02T13:00:27.000Z,http://auditor-fca.opendata.arcgis.com/datasets/cb3516f025a940fd9ec10ea1795dfa1e_0,http://maps.columbus.gov/arcgis/rest/services/Imagery/Imagery2007/MapServer/0,"-83.2726,39.789,-82.736,40.4555",http://auditor-fca.opendata.arcgis.com/datasets/cb3516f025a940fd9ec10ea1795dfa1e_0
http://auditor-fca.opendata.arcgis.com/datasets/41f37baf12e746a0899c8ac05db82117_3,Street Centerlines,Franklin County Auditor - Local Government Information Model - Reference Data Feature Class -? LBRS CenterlinesThis street centerline file with potential address ranges and begin and end log points. A cooperative agreement among local agencies within Franklin County to maintain one road centerline file. The original file contains a 7 mile buffer outside of Franklin in order to provide complete coverage to cities that extend outside of the county boundary. However this service is limited to Franklin County only.? The Franklin County portion of the file is part of the ODOT/OGRIP statewide LBRS program and is periodically incorporated into their system.,2017-01-07T17:20:33.000Z,http://auditor-fca.opendata.arcgis.com/datasets/41f37baf12e746a0899c8ac05db82117_3,http://maps.franklincountyauditor.com/fcaags/rest/services/BaseMap/ReferenceData/MapServer/3,"-83.41,39.6747,-82.5974,40.2738",http://auditor-fca.opendata.arcgis.com/datasets/41f37baf12e746a0899c8ac05db82117_3
http://auditor-fca.opendata.arcgis.com/datasets/2ab18b7caf9241fb81b47134687f2f8e_1,Special Tax Districts,"Franklin County Auditor - Local Government Information Model - Assessment Information Feature Class - Special Tax Districts (TIFs  CRAs)This layer contains special district?boundaries and related attributes for TIFs, SID, CRAs, and other special taxing districts.? ?These areas are generally?defined by municipal governments but managed by the Auditor's office because of their impact on taxes.? This layer follows ERSI's Local Government Information Model (LGIM) schema and has been edited to meet the needs of the Franklin County Auditor and our customers.",2017-01-07T17:57:41.000Z,http://auditor-fca.opendata.arcgis.com/datasets/2ab18b7caf9241fb81b47134687f2f8e_1,http://maps.franklincountyauditor.com/fcaags/rest/services/Appraisal/AppraisalFeatures/MapServer/1,"-83.1894,39.826,-82.7683,40.1334",http://auditor-fca.opendata.arcgis.com/datasets/2ab18b7caf9241fb81b47134687f2f8e_1
