identifier,title,description,issued,landingPage,webService,spatial
http://planning-harfordgis.opendata.arcgis.com/datasets/a301c37431fd40f9970e5011f56e80cf,"Watersheds - Harford County, Maryland - PDF Map","Watersheds, Harford County Maryland.  8.5 x 11in. Map



Click Data Source to download PDF map.",2018-04-10T18:20:20.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/a301c37431fd40f9970e5011f56e80cf,https://www.arcgis.com/sharing/rest/content/items/a301c37431fd40f9970e5011f56e80cf/data,"-180.0,-90.0,180.0,90.0",http://planning-harfordgis.opendata.arcgis.com/datasets/a301c37431fd40f9970e5011f56e80cf
http://planning-harfordgis.opendata.arcgis.com/datasets/f5c8eebefb4040c28baec2e73ae9803f_25,Inventoried Sites,"A repository of information on districts, sites,
buildings, structures, and objects of known or potential value to the
prehistory and history of the State of Maryland. Listed on the Maryland
Inventory of Historic Places.",2015-02-06T18:51:52.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/f5c8eebefb4040c28baec2e73ae9803f_25,https://hcggis.harfordcountymd.gov/public/rest/services/OpenGIS/OpenGISMaster/MapServer/25,"-76.5685,39.2907,-76.0697,39.7229",http://planning-harfordgis.opendata.arcgis.com/datasets/f5c8eebefb4040c28baec2e73ae9803f_25
http://planning-harfordgis.opendata.arcgis.com/datasets/84c7095ea1394109baef1f4544962084_0,10' Index Contours,"2013 10 foot Index Contours, Harford County Maryland",2018-04-02T20:36:03.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/84c7095ea1394109baef1f4544962084_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/IndexContours2013/FeatureServer/0,"-76.57349277157381,39.389912112081724,-76.08373284415437,39.723581384557235",http://planning-harfordgis.opendata.arcgis.com/datasets/84c7095ea1394109baef1f4544962084_0
http://planning-harfordgis.opendata.arcgis.com/datasets/a8db19ba89f046149b05649cff4a8305_42,Soil Classifications,Soil classifications based upon NRCS Soil Survey.,2015-06-08T20:49:45.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/a8db19ba89f046149b05649cff4a8305_42,https://hcggis.harfordcountymd.gov/public/rest/services/OpenGIS/OpenGISMaster/MapServer/42,"-76.5713,39.3876,-76.0822,39.7231",http://planning-harfordgis.opendata.arcgis.com/datasets/a8db19ba89f046149b05649cff4a8305_42
http://planning-harfordgis.opendata.arcgis.com/datasets/f3981875adc1480396eace8aaf349da8,2013 Orthophotography,"2013 orthophotography of Harford County, Maryland.",2015-07-02T17:58:19.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/f3981875adc1480396eace8aaf349da8,https://hcggis.harfordcountymd.gov/public/rest/services/Orthophotos/2013_Ortho/ImageServer,"-76.5767,39.3792,-76.0734,39.7224",http://planning-harfordgis.opendata.arcgis.com/datasets/f3981875adc1480396eace8aaf349da8
http://planning-harfordgis.opendata.arcgis.com/datasets/4705d21f320a42239d259528d9463403,2008 Orthophotography,"2008 orthophotography of Harford County, Maryland.",2015-07-02T18:02:47.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/4705d21f320a42239d259528d9463403,https://hcggis.harfordcountymd.gov/public/rest/services/Orthophotos/2008_Ortho/ImageServer,"-76.5785,39.2724,-76.0458,39.7253",http://planning-harfordgis.opendata.arcgis.com/datasets/4705d21f320a42239d259528d9463403
http://planning-harfordgis.opendata.arcgis.com/datasets/3108e7e05bb04ebca4b4aa0aee4b9e97,2017 Orthophotography,"2017 Digital Orthophotography Harford County Maryland
Captured by Pictometry International",2017-07-18T15:12:46.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/3108e7e05bb04ebca4b4aa0aee4b9e97,https://hcggis.harfordcountymd.gov/public/rest/services/Orthophotos/2017_Ortho/ImageServer,"-76.5778,39.3882,-76.0659,39.7254",http://planning-harfordgis.opendata.arcgis.com/datasets/3108e7e05bb04ebca4b4aa0aee4b9e97
http://planning-harfordgis.opendata.arcgis.com/datasets/4bc1f65ca42648d6a3378afe8403af71_28,Legislative Districts,Legislative District boundaries for Harford County Maryland.,2015-06-08T19:47:01.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/4bc1f65ca42648d6a3378afe8403af71_28,https://hcggis.harfordcountymd.gov/public/rest/services/OpenGIS/OpenGISMaster/MapServer/28,"-76.5718,39.2978,-76.0567,39.7229",http://planning-harfordgis.opendata.arcgis.com/datasets/4bc1f65ca42648d6a3378afe8403af71_28
http://planning-harfordgis.opendata.arcgis.com/datasets/29c5a7808ac24081b0c5846f912f6922_6,Congressional Districts,Congressional District boundaries for Harford County Maryland.,2015-06-08T19:42:41.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/29c5a7808ac24081b0c5846f912f6922_6,https://hcggis.harfordcountymd.gov/public/rest/services/OpenGIS/OpenGISMaster/MapServer/6,"-76.572,39.2978,-76.0567,39.723",http://planning-harfordgis.opendata.arcgis.com/datasets/29c5a7808ac24081b0c5846f912f6922_6
http://planning-harfordgis.opendata.arcgis.com/datasets/6946ed25a29d4ea29a3265d8b0461f99_0,Agricultural Preservation,"Areas created to conserve and protect productive
farmland and woodland.",2015-06-08T18:26:23.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/6946ed25a29d4ea29a3265d8b0461f99_0,https://hcggis.harfordcountymd.gov/public/rest/services/OpenGIS/OpenGISMaster/MapServer/0,"-76.5708,39.4466,-76.0977,39.7226",http://planning-harfordgis.opendata.arcgis.com/datasets/6946ed25a29d4ea29a3265d8b0461f99_0
http://planning-harfordgis.opendata.arcgis.com/datasets/8baf6b22d4514e13be400bfd95db1a30,2000 Orthophotography,"2000 orthophotography of Harford County, Maryland.",2015-11-18T17:04:31.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/8baf6b22d4514e13be400bfd95db1a30,https://hcggis.harfordcountymd.gov/public/rest/services/Orthophotos/2000_Ortho/ImageServer,"-76.5766,39.3873,-76.0626,39.7307",http://planning-harfordgis.opendata.arcgis.com/datasets/8baf6b22d4514e13be400bfd95db1a30
http://planning-harfordgis.opendata.arcgis.com/datasets/4607b9589f414034b66401ec6f1e2df3_20,Historic Easements,"A type of conservation easement designed to protect a
significant historic, archaeological, or cultural resource. Generally, owners
of the easement property agree to relinquish partial development rights.",2015-02-06T18:55:35.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/4607b9589f414034b66401ec6f1e2df3_20,https://hcggis.harfordcountymd.gov/public/rest/services/OpenGIS/OpenGISMaster/MapServer/20,"-76.5723,39.2523,-76.0323,39.7232",http://planning-harfordgis.opendata.arcgis.com/datasets/4607b9589f414034b66401ec6f1e2df3_20
http://planning-harfordgis.opendata.arcgis.com/datasets/82a189e25f0e4108807de865610cfbee,Zoning Designations,Descriptive Summary of Harford County Maryland Zoning Designations,2015-06-16T20:50:40.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/82a189e25f0e4108807de865610cfbee,https://www.arcgis.com/sharing/rest/content/items/82a189e25f0e4108807de865610cfbee/data,"-180.0,-90.0,180.0,90.0",http://planning-harfordgis.opendata.arcgis.com/datasets/82a189e25f0e4108807de865610cfbee
http://planning-harfordgis.opendata.arcgis.com/datasets/f14f678aa9c24e4abbcc15c669b5b074,"Historic Preservation - Harford County, Maryland - PDF Map","Historic Preservation - Harford County, Maryland - PDF Map



Click Data Source to download PDF map.",2018-05-10T13:10:38.000Z,http://planning-harfordgis.opendata.arcgis.com/datasets/f14f678aa9c24e4abbcc15c669b5b074,https://www.arcgis.com/sharing/rest/content/items/f14f678aa9c24e4abbcc15c669b5b074/data,"-180.0,-90.0,180.0,90.0",http://planning-harfordgis.opendata.arcgis.com/datasets/f14f678aa9c24e4abbcc15c669b5b074
