publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
Ohio Geographically Referenced Information Program,"[u'Noble', u'Addresses', u'Ohio', u'LBRS', u'Trans', u'Transportation']",http://ogrip-geohio.opendata.arcgis.com/datasets/fa13dd1cb8384ba6a1666ccba5aa32fe_0,Noble Address Points LBRS,The State of Ohio Location Based Response System address points depict the access points to addressable structures along public and private roads within participating Ohio Counties. Address point data was developed from data collected by field observation of existing address locations at the time of collection. ?View Full Metadata,2015-01-20T18:47:33.000Z,2018-10-26T14:32:07.922Z,http://ogrip-geohio.opendata.arcgis.com/datasets/fa13dd1cb8384ba6a1666ccba5aa32fe_0,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Noble_LBRS/FeatureServer/0,"-81.6785,39.5815,-81.2346,39.9555",http://ogrip-geohio.opendata.arcgis.com/datasets/fa13dd1cb8384ba6a1666ccba5aa32fe_0
Ohio Geographically Referenced Information Program,"[u'Analysis Result', u'Summarize Within', u'COUNTY', u'ALL BRIDGES']",http://ogrip-geohio.opendata.arcgis.com/datasets/889818967dda4de0add6f5950134663c_0,Summarize ALL BRIDGES within COUNTY1,Feature layer generated from running the Summarize Within solution. ALL BRIDGES were summarized within COUNTY,2018-08-10T15:20:07.000Z,2018-10-19T13:23:52.282Z,http://ogrip-geohio.opendata.arcgis.com/datasets/889818967dda4de0add6f5950134663c_0,https://services6.arcgis.com/zxOMWqh0yAD6mMsJ/arcgis/rest/services/Summarize_ALL_BRIDGES_within_COUNTY1/FeatureServer/0,"-84.82012142271259,38.40314528867109,-80.51891002668515,41.97724022364995",http://ogrip-geohio.opendata.arcgis.com/datasets/889818967dda4de0add6f5950134663c_0
Ohio Geographically Referenced Information Program,"[u'Analysis Result', u'Summarize Within', u'COUNTY', u'ALL BRIDGES']",http://ogrip-geohio.opendata.arcgis.com/datasets/889818967dda4de0add6f5950134663c_1,GroupBySummary,Feature layer generated from running the Summarize Within solution. ALL BRIDGES were summarized within COUNTY,2018-08-10T15:20:07.000Z,2018-10-26T14:22:38.080Z,http://ogrip-geohio.opendata.arcgis.com/datasets/889818967dda4de0add6f5950134663c_1,https://services6.arcgis.com/zxOMWqh0yAD6mMsJ/arcgis/rest/services/Summarize_ALL_BRIDGES_within_COUNTY1/FeatureServer/1,"-84.82012142271259,38.40314528867109,-80.51891002668515,41.97724022364995",http://ogrip-geohio.opendata.arcgis.com/datasets/889818967dda4de0add6f5950134663c_1
Ohio Geographically Referenced Information Program,"[u'ODE', u'Schools', u'Ohio']",http://ogrip-geohio.opendata.arcgis.com/datasets/fca3c03921ee437da4dda8f1079936ca_0,State Wide School Facilities,School Facilities,2015-02-06T15:22:46.000Z,2018-10-26T16:36:06.862Z,http://ogrip-geohio.opendata.arcgis.com/datasets/fca3c03921ee437da4dda8f1079936ca_0,http://geo.oit.ohio.gov/arcgis/rest/services/SchoolDistricts/FeatureServer/0,"-84.9106,38.3815,-80.4963,41.9725",http://ogrip-geohio.opendata.arcgis.com/datasets/fca3c03921ee437da4dda8f1079936ca_0
Ohio Geographically Referenced Information Program,"[u'Analysis Result', u'Overlay layers', u'OLD_FEMA100yrFloodplain']",http://ogrip-geohio.opendata.arcgis.com/datasets/a46aebe8dc3e47f7b6c6c78aec5a4a98_0,IntersectFloodplain intersect2 Landslide Incidence Susceptibility Insured Infrastructure,Feature layer generated from running the Overlay layers solution.,2018-09-06T20:49:53.000Z,2018-10-26T14:22:29.829Z,http://ogrip-geohio.opendata.arcgis.com/datasets/a46aebe8dc3e47f7b6c6c78aec5a4a98_0,https://services6.arcgis.com/zxOMWqh0yAD6mMsJ/arcgis/rest/services/IntersectFloodplain_intersect2_Landslide_Incidence_Susceptibility_Insured_Infrastructure/FeatureServer/0,"-84.7481228100448,38.44353519030376,-80.61947700035905,41.60375626005507",http://ogrip-geohio.opendata.arcgis.com/datasets/a46aebe8dc3e47f7b6c6c78aec5a4a98_0
Ohio Geographically Referenced Information Program,"[u'ODOT', u'Trans', u'Transportation', u'Bridges']",http://ogrip-geohio.opendata.arcgis.com/datasets/9ac6ba788a02443999ce22e706698f99_4,ODOT Bridges,There is no description available.,2014-10-21T18:37:53.000Z,2018-10-26T16:55:38.655Z,http://ogrip-geohio.opendata.arcgis.com/datasets/9ac6ba788a02443999ce22e706698f99_4,http://geo.oit.ohio.gov/arcgis/rest/services/ODOT/ODOT_Features/FeatureServer/4,"-84.9154,38.3988,-80.4963,41.9763",http://ogrip-geohio.opendata.arcgis.com/datasets/9ac6ba788a02443999ce22e706698f99_4
Ohio Geographically Referenced Information Program,"[u'Shelby', u'Ohio', u'LBRS', u'Addresses', u'Trans', u'Transportation']",http://ogrip-geohio.opendata.arcgis.com/datasets/707ee741c8bc49638131e33770b7259c_0,Shelby Address Points LBRS,The State of Ohio Location Based Response System address points depict the access points to addressable structures along public and private roads within participating Ohio Counties. Address point data was developed from data collected by field observation of existing address locations at the time of collection.?View Full Metadata,2015-01-29T20:07:15.000Z,2018-10-26T16:23:49.215Z,http://ogrip-geohio.opendata.arcgis.com/datasets/707ee741c8bc49638131e33770b7259c_0,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Shelby_LBRS/FeatureServer/0,"-84.4407,40.1781,-83.9969,40.4859",http://ogrip-geohio.opendata.arcgis.com/datasets/707ee741c8bc49638131e33770b7259c_0
Ohio Geographically Referenced Information Program,"[u'Monroe', u'LBRS', u'Ohio', u'Trans', u'Transportation', u'Addresses', u'Monroe County']",http://ogrip-geohio.opendata.arcgis.com/datasets/45a76859d5e54c428a7f98104d7d474d_1,Monroe Intersections LBRS,The State of Ohio Location Based Response System intersections depict the intersections along public and private roads within participating Ohio Counties. Intersection data was developed from data collected by field observation of existing address locations at the time of collection.View Full Metadata,2015-01-20T16:29:46.000Z,2018-10-26T16:13:46.440Z,http://ogrip-geohio.opendata.arcgis.com/datasets/45a76859d5e54c428a7f98104d7d474d_1,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Monroe_LBRS/FeatureServer/1,"-81.3331,39.5392,-80.8161,39.891",http://ogrip-geohio.opendata.arcgis.com/datasets/45a76859d5e54c428a7f98104d7d474d_1
Ohio Geographically Referenced Information Program,"[u'OHIO', u'OEMA', u'INTAKES', u'PUBLIC WATER SYSTEMS', u'OEPA']",http://ogrip-geohio.opendata.arcgis.com/datasets/7000ce418c47467895a62acc3e64b0c4_0,SURFACE DRINKING WATER INTAKES,REQUIRED: A brief narrative summary of the data set.,2018-10-31T20:41:40.000Z,2018-10-31T20:45:02.132Z,http://ogrip-geohio.opendata.arcgis.com/datasets/7000ce418c47467895a62acc3e64b0c4_0,https://services6.arcgis.com/zxOMWqh0yAD6mMsJ/arcgis/rest/services/SURFACE_DRINKING_WATER_INTAKES/FeatureServer/0,"-84.70790183275366,38.51291368709391,-80.48391933456628,41.98127677409151",http://ogrip-geohio.opendata.arcgis.com/datasets/7000ce418c47467895a62acc3e64b0c4_0
Ohio Geographically Referenced Information Program,"[u'Perry', u'Ohio', u'LBRS', u'Intersections', u'Trans', u'Transportation', u'Perry County']",http://ogrip-geohio.opendata.arcgis.com/datasets/4d5c017c566f4add8dcbe8749a4b219a_1,Perry Intersections LBRS,The State of Ohio Location Based Response System intersections depict the intersections along public and private roads within participating Ohio Counties. Intersection data was developed from data collected by field observation of existing address locations at the time of collection.?View Full Metadata,2015-01-29T18:42:32.000Z,2018-10-26T16:29:03.325Z,http://ogrip-geohio.opendata.arcgis.com/datasets/4d5c017c566f4add8dcbe8749a4b219a_1,http://geo.oit.ohio.gov/arcgis/rest/services/LBRS/Perry_LBRS/FeatureServer/1,"-82.4917,39.5202,-82.0017,39.932",http://ogrip-geohio.opendata.arcgis.com/datasets/4d5c017c566f4add8dcbe8749a4b219a_1
